"##Databases: PANTHER, KEGG PATHWAY, Reactome, BioCyc"								
##Statistical test method: hypergeometric test / Fisher's exact test								
##FDR correction method: Benjamini and Hochberg								
								
#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
TFAP2 (AP-2) family regulates transcription of cell cycle factors	Reactome	R-HSA-8866911	3	5	0.000736692	0.002033456	MYC|TFAP2C|KDM5B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8866911
RUNX1 regulates transcription of genes involved in interleukin signaling	Reactome	R-HSA-8939247	3	5	0.000736692	0.002033456	ELF1|CBFB|LIFR	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8939247
Prolactin receptor signaling	Reactome	R-HSA-1170546	4	14	0.000815703	0.002240943	PRLR|STAT5B|STAT5A|GHR	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1170546
TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest	Reactome	R-HSA-6804116	4	14	0.000815703	0.002240943	TP53|CCNA2|E2F1|CCNA1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6804116
Early Phase of HIV Life Cycle	Reactome	R-HSA-162594	4	14	0.000815703	0.002240943	XRCC6|PSIP1|PPIA|HMGA1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-162594
Assembly and cell surface presentation of NMDA receptors	Reactome	R-HSA-9609736	6	40	0.000840075	0.002300674	LIN7A|TUBA8|TUBA1A|CAMK2B|GRIN2B|KIF17	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9609736
MAP2K and MAPK activation	Reactome	R-HSA-5674135	6	40	0.000840075	0.002300674	SRC|RAP1A|CNKSR2|MAPK1|ARRB1|KSR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5674135
DARPP-32 events	Reactome	R-HSA-180024	5	26	0.000852821	0.002331933	PPP2CA|PPP2R5D|PRKAR2B|PDE4D|PPP1CA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-180024
RNA polymerase II transcribes snRNA genes	Reactome	R-HSA-6807505	8	74	0.000876839	0.002393867	GTF2E1|SP1|CDK7|GTF2B|GTF2A1|GTF2A2|TBP|CDK9	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6807505
Recruitment of NuMA to mitotic centrosomes	Reactome	R-HSA-380320	9	93	0.000885069	0.00241257	TUBA8|PAFAH1B1|TUBA1A|PLK4|CSNK1D|PRKAR2B|CEP72|NDE1|DLC1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-380320
Interleukin-12 family signaling	Reactome	R-HSA-447115	7	57	0.000926508	0.0025216	HSPA9|IL27RA|MSN|PPIA|IL27|TYK2|RALA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-447115
Dual Incision in GG-NER	Reactome	R-HSA-5696400	6	41	0.000943387	0.002563551	GTF2H1|ERCC4|ERCC2|GTF2H4|GTF2H5|XPA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5696400
TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling	Reactome	R-HSA-975110	4	15	0.001013398	0.002741031	TLR8|MYD88|TRAF6|TLR9	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-975110
Signaling by NTRK3 (TRKC)	Reactome	R-HSA-9034015	4	15	0.001013398	0.002741031	SRC|PIK3CA|PIK3R1|NTRK3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9034015
Nucleobase biosynthesis	Reactome	R-HSA-8956320	4	15	0.001013398	0.002741031	PAICS|GARS|IMPDH2|CAD	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8956320
Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks	Reactome	R-HSA-5693565	8	76	0.001027906	0.00277598	UBE2I|BRCA1|TP53|H2AFX|BRE|CHEK2|MAPK8|UIMC1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5693565
Ubiquitin mediated proteolysis	KEGG PATHWAY	hsa04120	11	137	0.001052627	0.002838363	UBE2I|BRCA1|TRAF6|HUWE1|NEDD4|BIRC2|UBE2D3|PIAS2|NEDD4L|PIAS1|CUL3	http://www.genome.jp/kegg-bin/show_pathway?hsa04120/hsa:9063%09red/hsa:672%09red/hsa:10075%09red/hsa:8554%09red/hsa:329%09red/hsa:7189%09red/hsa:4734%09red/hsa:7323%09red/hsa:8452%09red/hsa:23327%09red/hsa:7329%09red
tRNA Aminoacylation	Reactome	R-HSA-379724	6	42	0.001056195	0.002843603	IARS|AIMP2|RARS|TARS|EPRS|EEF1E1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-379724
Activated NTRK2 signals through FYN	Reactome	R-HSA-9032500	3	6	0.00108503	0.002903367	GRIN2B|DOCK3|SRC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9032500
STAT5 Activation	Reactome	R-HSA-9645135	3	6	0.00108503	0.002903367	STAT5B|STAT5A|GAB2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9645135
Telomere Extension By Telomerase	Reactome	R-HSA-171319	3	6	0.00108503	0.002903367	TERT|RUVBL1|RUVBL2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-171319
Vasopressin-like receptors	Reactome	R-HSA-388479	3	6	0.00108503	0.002903367	AVPR1B|AVPR2|AVPR1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-388479
DNA Double Strand Break Response	Reactome	R-HSA-5693606	8	77	0.001110866	0.002967963	UBE2I|BRCA1|TP53|H2AFX|BRE|CHEK2|MAPK8|UIMC1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5693606
Prefoldin mediated transfer of substrate  to CCT/TriC	Reactome	R-HSA-389957	5	28	0.001144348	0.003052759	CCT6A|TUBA1A|PFDN5|CCT7|CCT5	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-389957
Anchoring of the basal body to the plasma membrane	Reactome	R-HSA-5620912	9	97	0.001164568	0.003101969	PAFAH1B1|TUBA1A|PLK4|CSNK1D|PRKAR2B|CEP72|FBF1|NDE1|DLC1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5620912
Heterotrimeric G-protein signaling pathway-Gq alpha and Go alpha mediated pathway	PANTHER	P00027	10	118	0.001202662	0.00319857	RASGRP2|PRKCH|RASGRP4|GRK5|PRKCE|RAP1A|CLTA|RGS3|GRM5|GRM2	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00027
Ion channel transport	Reactome	R-HSA-983712	13	185	0.00122078	0.003241828	FXYD1|ATP6V1E1|TSC22D3|STOML3|CAMK2B|SCNN1G|NEDD4L|SCNN1D|MCOLN1|SCNN1B|SCNN1A|TRPC1|TRPC4AP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-983712
p75NTR signals via NF-kB	Reactome	R-HSA-193639	4	16	0.001242462	0.003284455	NFKB1|RIPK2|MYD88|TRAF6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-193639
GAB1 signalosome	Reactome	R-HSA-180292	4	16	0.001242462	0.003284455	PAG1|PIK3CA|PIK3R1|SRC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-180292
Polo-like kinase mediated events	Reactome	R-HSA-156711	4	16	0.001242462	0.003284455	CDC25C|CCNB2|LIN37|RBBP4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-156711
Aldosterone synthesis and secretion	KEGG PATHWAY	hsa04925	9	98	0.001244539	0.003284983	ADCY3|PRKCE|CREB5|NR4A1|ADCY8|CAMK2B|CACNA1G|PRKD1|NPPA	http://www.genome.jp/kegg-bin/show_pathway?hsa04925/hsa:5587%09red/hsa:5581%09red/hsa:9586%09red/hsa:816%09red/hsa:4878%09red/hsa:3164%09red/hsa:114%09red/hsa:109%09red/hsa:8913%09red
Cardiac conduction	Reactome	R-HSA-5576891	11	141	0.001307005	0.003444668	KCNJ2|CNP|FXYD1|TNNC1|KAT2B|CAMK2B|KCNK1|TRPC1|TNNI3|NPPA|ABCC9	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5576891
VEGFR2 mediated vascular permeability	Reactome	R-HSA-5218920	5	29	0.001315003	0.003455338	AKT1|AKT3|CDH5|THEM4|CAV1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5218920
"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes"	Reactome	R-HSA-9615017	5	29	0.001315003	0.003455338	HDAC1|FOXO1|SIN3A|PPARGC1A|FOXO4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9615017
RNA transport	KEGG PATHWAY	hsa03013	12	165	0.00141267	0.003706404	UBE2I|EIF3I|XPO5|ELAC2|EIF3B|SUMO4|EIF2B3|FXR1|FXR2|TPR|SAP18|EIF2S1	http://www.genome.jp/kegg-bin/show_pathway?hsa03013/hsa:8662%09red/hsa:10284%09red/hsa:8668%09red/hsa:387082%09red/hsa:1965%09red/hsa:57510%09red/hsa:7175%09red/hsa:9513%09red/hsa:7329%09red/hsa:8891%09red/hsa:60528%09red/hsa:8087%09red
Cytosolic sensors of pathogen-associated DNA 	Reactome	R-HSA-1834949	7	62	0.001449196	0.003796547	STAT6|TLR3|IKBKG|NFKB1|MYD88|CREBBP|XRCC6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1834949
Recruitment of mitotic centrosome proteins and complexes	Reactome	R-HSA-380270	8	81	0.001497645	0.003908698	PAFAH1B1|TUBA1A|PLK4|CSNK1D|PRKAR2B|CEP72|NDE1|DLC1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-380270
Centrosome maturation	Reactome	R-HSA-380287	8	81	0.001497645	0.003908698	PAFAH1B1|TUBA1A|PLK4|CSNK1D|PRKAR2B|CEP72|NDE1|DLC1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-380287
Extension of Telomeres	Reactome	R-HSA-180786	5	30	0.00150372	0.003908698	RUVBL1|POLA1|TERT|PRIM1|RUVBL2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-180786
Platelet sensitization by LDL	Reactome	R-HSA-432142	4	17	0.001505407	0.003908698	PPP2CA|PPP2R5D|PTPN6|PPP2R5C	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-432142
RIP-mediated NFkB activation via ZBP1	Reactome	R-HSA-1810476	4	17	0.001505407	0.003908698	TLR3|MYD88|IKBKG|NFKB1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1810476
FOXO-mediated transcription of cell cycle genes	Reactome	R-HSA-9617828	4	17	0.001505407	0.003908698	FOXO1|FOXO4|BTG1|CAV1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9617828
@@P53 pathway feedback loops 1	PANTHER	P04392	3	7	0.001522012	0.003928497	TP63|TP53|TP73	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P04392
RUNX2 regulates genes involved in cell migration	Reactome	R-HSA-8941332	3	7	0.001522012	0.003928497	AKT3|AKT1|CBFB	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8941332
Erythropoietin activates STAT5	Reactome	R-HSA-9027283	3	7	0.001522012	0.003928497	STAT5B|STAT5A|IRS2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9027283
2-LTR circle formation	Reactome	R-HSA-164843	3	7	0.001522012	0.003928497	XRCC6|PSIP1|HMGA1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-164843
Basal cell carcinoma	KEGG PATHWAY	hsa05217	7	63	0.001576901	0.004064178	TCF4|TP53|FZD9|WNT4|DVL1|WNT2|WNT7A	http://www.genome.jp/kegg-bin/show_pathway?hsa05217/hsa:7476%09red/hsa:7472%09red/hsa:7157%09red/hsa:1855%09red/hsa:6934%09red/hsa:8326%09red/hsa:54361%09red
Clathrin-mediated endocytosis	Reactome	R-HSA-8856828	11	145	0.001609799	0.004142866	IL7R|GPS1|CTTN|COPS2|AVPR2|ADRB2|CLTA|ARRB1|SH3GL1|SNX9|HIP1R	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8856828
Recycling pathway of L1	Reactome	R-HSA-437239	6	46	0.001613943	0.004147432	RPS6KA2|TUBA8|TUBA1A|MSN|MAPK1|CLTA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-437239
Signaling by ROBO receptors	Reactome	R-HSA-376176	14	216	0.001658267	0.004255085	AKAP5|RPN2|PSMD9|SRC|PSMD4|LHX2|PSMD13|ETF1|PSMA1|PSMC1|CXCL12|PSMC4|PSMC5|PSMC6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-376176
Antifolate resistance	KEGG PATHWAY	hsa01523	5	31	0.001711618	0.004376771	NFKB1|IL1B|GARS|SHMT2|IKBKG	http://www.genome.jp/kegg-bin/show_pathway?hsa01523/hsa:3553%09red/hsa:8517%09red/hsa:2618%09red/hsa:4790%09red/hsa:6472%09red
Disassembly of the destruction complex and recruitment of AXIN to the membrane	Reactome	R-HSA-4641262	5	31	0.001711618	0.004376771	PPP2CA|PPP2R5D|DVL1|PPP2R5C|CAV1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4641262
Semaphorin interactions	Reactome	R-HSA-373755	7	64	0.001713193	0.004376771	MYH10|TYROBP|FYN|RRAS|PTPRC|TREM2|PLXND1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-373755
Cell-Cell communication	Reactome	R-HSA-1500931	10	125	0.001794724	0.004578377	TYROBP|PIK3CA|PARD6A|FYN|CRB3|SKAP2|PIK3R2|PIK3R1|CDH5|PTPN6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1500931
Signalling to RAS	Reactome	R-HSA-167044	4	18	0.001804729	0.004590517	MAPK11|RALGDS|RALA|SHC1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-167044
RORA activates gene expression	Reactome	R-HSA-1368082	4	18	0.001804729	0.004590517	CREBBP|NCOA1|RXRA|RORA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1368082
Cortisol synthesis and secretion	KEGG PATHWAY	hsa04927	7	65	0.001858459	0.004720323	ADCY3|SP1|CREB5|NR4A1|ADCY8|CACNA1G|PBX1	http://www.genome.jp/kegg-bin/show_pathway?hsa04927/hsa:8913%09red/hsa:9586%09red/hsa:5087%09red/hsa:3164%09red/hsa:114%09red/hsa:109%09red/hsa:6667%09red
Regulation of MECP2 expression and activity	Reactome	R-HSA-9022692	5	32	0.001939829	0.004919856	HDAC1|HDAC3|CAMK2B|NCOR1|SIN3A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9022692
Notch signaling pathway	KEGG PATHWAY	hsa04330	6	48	0.001965146	0.00496966	HDAC1|KAT2B|DVL1|ADAM17|CTBP1|CREBBP	http://www.genome.jp/kegg-bin/show_pathway?hsa04330/hsa:6868%09red/hsa:8850%09red/hsa:1855%09red/hsa:3065%09red/hsa:1487%09red/hsa:1387%09red
Signaling by NOTCH3	Reactome	R-HSA-9012852	6	48	0.001965146	0.00496966	KAT2B|PLXND1|PBX1|HEY2|CREBBP|HEY1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9012852
Regulation of HSF1-mediated heat shock response	Reactome	R-HSA-3371453	7	66	0.00201309	0.00508356	HSPA13|SIRT1|HSPA4|HSPA9|HSPA4L|MAPK1|TPR	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3371453
RUNX3 regulates WNT signaling	Reactome	R-HSA-8951430	3	8	0.002054969	0.005174384	RUNX3|MYC|TCF4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8951430
@@Notch signaling pathway	PANTHER	P00045	3	40	0.086883267	0.137847432	HEY1|HEY2|ADAM17	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00045
Binding of TCF/LEF:CTNNB1 to target gene promoters	Reactome	R-HSA-4411364	3	8	0.002054969	0.005174384	RUNX3|MYC|TCF4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4411364
Protein-protein interactions at synapses	Reactome	R-HSA-6794362	8	86	0.002123335	0.005338845	LIN7A|PPFIBP2|NTRK3|GRIN2B|SIPA1L1|GRM5|SHANK3|SHANK2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6794362
Transport of connexons to the plasma membrane	Reactome	R-HSA-190872	4	19	0.002142898	0.005364908	GJA1|TUBA1A|TUBA8|GJB2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-190872
Regulation of TLR by endogenous ligand	Reactome	R-HSA-5686938	4	19	0.002142898	0.005364908	CD14|TLR1|HMGB1|TLR4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5686938
Other semaphorin interactions	Reactome	R-HSA-416700	4	19	0.002142898	0.005364908	TYROBP|PLXND1|PTPRC|TREM2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-416700
Intestinal immune network for IgA production	KEGG PATHWAY	hsa04672	6	49	0.002161008	0.005402519	TNFSF13|IL15|CD40|TNFRSF17|CXCL12|IL15RA	http://www.genome.jp/kegg-bin/show_pathway?hsa04672/hsa:3601%09red/hsa:3600%09red/hsa:6387%09red/hsa:958%09red/hsa:608%09red/hsa:8741%09red
TAK1 activates NFkB by phosphorylation and activation of IKKs complex	Reactome	R-HSA-445989	5	33	0.002189494	0.005465927	NFKB1|HMGB1|RIPK2|IKBKG|TRAF6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-445989
Cadherin signaling pathway	PANTHER	P00012	11	153	0.002387619	0.005943575	WNT7A|SRC|FZD9|FYN|CELSR2|PCDH7|FER|WNT2|TCF4|WNT4|CDH5	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00012
Oxytocin signaling pathway	KEGG PATHWAY	hsa04921	11	153	0.002387619	0.005943575	PTGS2|NFATC4|PPP1CA|ADCY8|ADCY3|JUN|SRC|KCNJ2|MAPK1|CAMK2B|NPPA	http://www.genome.jp/kegg-bin/show_pathway?hsa04921/hsa:5594%09red/hsa:816%09red/hsa:5743%09red/hsa:4776%09red/hsa:3725%09red/hsa:3759%09red/hsa:4878%09red/hsa:5499%09red/hsa:114%09red/hsa:6714%09red/hsa:109%09red
Signaling by WNT in cancer	Reactome	R-HSA-4791275	5	34	0.002461761	0.006119435	PPP2CA|PPP2R5D|TCF4|CTBP1|PPP2R5C	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4791275
ER to Golgi Anterograde Transport	Reactome	R-HSA-199977	11	154	0.002503208	0.006213638	SCFD1|TUBA8|CD55|TRAPPC3|CD59|ANK2|TRAPPC6A|CSNK1D|SPTBN4|DLC1|TUBA1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-199977
NOTCH4 Intracellular Domain Regulates Transcription	Reactome	R-HSA-9013695	4	20	0.00252235	0.006252285	HEY2|KAT2B|CREBBP|HEY1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9013695
COPI-independent Golgi-to-ER retrograde traffic	Reactome	R-HSA-6811436	6	51	0.002596469	0.006418856	TUBA8|DLC1|TUBA1A|GALNT2|PAFAH1B1|PAFAH1B3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6811436
Senescence-Associated Secretory Phenotype (SASP)	Reactome	R-HSA-2559582	9	110	0.002596886	0.006418856	CDKN2C|RPS6KA2|CCNA2|CEBPB|H2AFX|CCNA1|JUN|MAPK1|NFKB1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2559582
Vascular smooth muscle contraction	KEGG PATHWAY	hsa04270	10	132	0.002602813	0.006424433	AVPR1B|PRKCH|AVPR1A|CNP|PPP1CA|ADCY8|ADCY3|PRKCE|MAPK1|NPPA	http://www.genome.jp/kegg-bin/show_pathway?hsa04270/hsa:5594%09red/hsa:552%09red/hsa:5581%09red/hsa:5583%09red/hsa:4878%09red/hsa:5499%09red/hsa:4880%09red/hsa:114%09red/hsa:553%09red/hsa:109%09red
Signal attenuation	Reactome	R-HSA-74749	3	9	0.002690536	0.006612974	MAPK1|SHC1|IRS2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-74749
Signaling by Leptin	Reactome	R-HSA-2586552	3	9	0.002690536	0.006612974	STAT5B|STAT5A|IRS2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2586552
PI5P Regulates TP53 Acetylation	Reactome	R-HSA-6811555	3	9	0.002690536	0.006612974	TP53|PIP4K2A|PIP4K2C	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6811555
PKMTs methylate histone lysines	Reactome	R-HSA-3214841	7	70	0.002733344	0.006708769	SUV39H1|RBBP7|RBBP4|EZH2|NFKB1|NSD1|EED	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3214841
Detoxification of Reactive Oxygen Species	Reactome	R-HSA-3299685	5	35	0.002757784	0.006749821	NCF1|TXNRD2|PRDX2|GPX7|NOX4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3299685
N-glycan trimming in the ER and Calnexin/Calreticulin cycle	Reactome	R-HSA-532668	5	35	0.002757784	0.006749821	VCP|PSMC1|GANAB|PRKCSH|RNF5	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-532668
Aquaporin-mediated transport	Reactome	R-HSA-445717	6	52	0.002837377	0.00693493	AQP5|ADCY3|AVPR2|ADCY8|GNG11|PRKAR2B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-445717
SUMOylation of DNA damage response and repair proteins	Reactome	R-HSA-3108214	7	71	0.002940909	0.007177952	UBE2I|BRCA1|PIAS1|PHC1|EID3|PHC2|TPR	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3108214
ZBP1(DAI) mediated induction of type I IFNs	Reactome	R-HSA-1606322	4	21	0.002945482	0.007179099	TLR3|MYD88|IKBKG|NFKB1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1606322
GnRH signaling pathway	KEGG PATHWAY	hsa04912	8	93	0.003324943	0.008092698	SRC|ADCY3|JUN|ADCY8|CAMK2B|MAPK1|MAPK11|MAPK8	http://www.genome.jp/kegg-bin/show_pathway?hsa04912/hsa:5594%09red/hsa:5600%09red/hsa:816%09red/hsa:3725%09red/hsa:5599%09red/hsa:114%09red/hsa:6714%09red/hsa:109%09red
PRC2 methylates histones and DNA	Reactome	R-HSA-212300	7	73	0.003392013	0.008244477	DNMT3B|H2AFX|DNMT1|RBBP7|RBBP4|EZH2|EED	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-212300
E2F mediated regulation of DNA replication	Reactome	R-HSA-113510	4	22	0.003414639	0.008287958	PPP2CA|POLA1|PRIM1|E2F1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-113510
Folding of actin by CCT/TriC	Reactome	R-HSA-390450	3	10	0.003434685	0.008302071	CCT6A|CCT7|CCT5	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-390450
Nuclear Envelope Reassembly	Reactome	R-HSA-2995410	3	10	0.003434685	0.008302071	PPP2CA|VRK1|PPP2R2A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2995410
Initiation of Nuclear Envelope Reformation	Reactome	R-HSA-2995383	3	10	0.003434685	0.008302071	PPP2CA|VRK1|PPP2R2A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2995383
HDACs deacetylate histones	Reactome	R-HSA-3214815	8	94	0.003532592	0.008526945	HDAC1|HDAC3|CHD4|RBBP7|RBBP4|SAP18|ARID4A|NCOR1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3214815
Pathogenic Escherichia coli infection	KEGG PATHWAY	hsa05130	6	55	0.003660785	0.008799964	TUBA8|TUBA1A|FYN|CD14|CTTN|TLR4	http://www.genome.jp/kegg-bin/show_pathway?hsa05130/hsa:2017%09red/hsa:7099%09red/hsa:2534%09red/hsa:51807%09red/hsa:7846%09red/hsa:929%09red
Legionellosis	KEGG PATHWAY	hsa05134	6	55	0.003660785	0.008799964	VCP|CD14|TLR4|NFKB1|IL1B|MYD88	http://www.genome.jp/kegg-bin/show_pathway?hsa05134/hsa:3553%09red/hsa:7099%09red/hsa:4790%09red/hsa:4615%09red/hsa:7415%09red/hsa:929%09red
purine nucleotides de novo biosynthesis	BioCyc	PWY-841	6	55	0.003660785	0.008799964	NME3|AK1|ATP6V1E1|IMPDH2|PAICS|GARS	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-841
DNA Damage Recognition in GG-NER	Reactome	R-HSA-5696394	5	38	0.003799938	0.00909698	COPS2|GPS1|RUVBL1|YY1|INO80B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5696394
Association of TriC/CCT with target proteins during biosynthesis	Reactome	R-HSA-390471	5	38	0.003799938	0.00909698	CCT6A|HDAC3|TP53|CCT7|CCT5	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-390471
Ca-dependent events	Reactome	R-HSA-111996	5	38	0.003799938	0.00909698	MAPK1|PRKAR2B|ADCY8|CAMK2B|ADCY3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-111996
Translation	Reactome	R-HSA-72766	16	291	0.003855942	0.009218441	RPN1|IARS|EIF3I|AURKAIP1|EIF3B|AIMP2|EIF2B3|MRPL38|ETF1|SSR1|RARS|MRPS26|TARS|EPRS|EIF2S1|EEF1E1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-72766
Nephrin family interactions	Reactome	R-HSA-373753	4	23	0.003932113	0.009374929	PIK3CA|FYN|PIK3R2|PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-373753
JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	Reactome	R-HSA-450321	4	23	0.003932113	0.009374929	MAPK8|RIPK2|IKBKG|TRAF6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-450321
