ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0034101	erythrocyte homeostasis	21/982	121/18862	1.07E-06	1.88E-05	1.14E-05	2539/93974/3313/2068/161882/7067/6777/55646/558/5926/9935/51621/6688/2624/604/10019/3815/2113/3202/7538/7049	21
BP	GO:0050854	regulation of antigen receptor-mediated signaling pathway	15/982	66/18862	1.11E-06	1.95E-05	1.18E-05	930/5079/865/84433/640/975/5777/10666/1997/1845/7805/27086/23228/5583/5788	15
BP	GO:0033500	carbohydrate homeostasis	31/982	230/18862	1.16E-06	2.03E-05	1.23E-05	6659/3171/10804/11315/6597/5296/6598/207/51094/3172/5798/114/5581/5894/25942/7074/3480/1408/23411/5290/51763/1407/8660/5295/10891/5799/2308/2621/5468/55450/3383	31
BP	GO:0038061	NIK/NF-kappaB signaling	27/982	185/18862	1.19E-06	2.08E-05	1.26E-05	54209/5710/5531/5700/5704/5706/5682/5705/207/51094/5245/10616/54106/5719/7114/51564/7189/329/5715/3146/9516/929/7805/1540/7098/7099/3553	27
BP	GO:1901214	regulation of neuron death	37/982	302/18862	1.20E-06	2.09E-05	1.27E-05	7965/2539/11315/10280/4841/5700/8326/7157/128866/58533/207/8883/1616/8517/4776/4835/7015/2904/1965/558/25793/1718/7159/23411/7042/5290/1051/1948/10891/3725/4170/7305/7099/2534/408/8013/284	37
BP	GO:0010822	positive regulation of mitochondrion organization	17/982	84/18862	1.24E-06	2.16E-05	1.31E-05	2810/638/54209/11315/93974/9026/7157/7755/1869/8626/7161/64112/5599/25793/7159/5329/10891	17
BP	GO:0048762	mesenchymal cell differentiation	31/982	231/18862	1.27E-06	2.21E-05	1.33E-05	6662/2146/6423/6664/3182/9231/51094/65979/54361/5979/6422/1947/7074/5594/57142/23493/7041/7042/4487/5515/7472/1655/2131/2022/7048/2295/3553/130497/23462/6943/7049	31
BP	GO:0071222	cellular response to lipopolysaccharide	28/982	197/18862	1.31E-06	2.25E-05	1.36E-05	7001/207/6714/1053/10014/7189/958/5581/3146/558/4790/9516/8767/5599/5594/4615/929/3394/1051/10891/1604/7099/4360/3553/10288/3383/7128/7538	28
BP	GO:0016264	gap junction assembly	7/982	13/18862	1.32E-06	2.27E-05	1.38E-05	2706/2705/10804/2702/2697/3553/857	7
BP	GO:0043534	blood vessel endothelial cell migration	26/982	175/18862	1.33E-06	2.27E-05	1.38E-05	3315/5025/207/7114/51564/10014/5587/958/3146/6667/6868/6776/8503/23411/2624/10000/3164/1948/54345/5468/2113/3397/94/284/5743/1003	26
BP	GO:2001237	negative regulation of extrinsic apoptotic signaling pathway	19/982	103/18862	1.33E-06	2.27E-05	1.38E-05	6423/2017/7857/11315/672/7001/207/117584/6714/7015/5894/8682/8837/4170/355/3553/2534/3383/7128	19
BP	GO:0032922	circadian regulation of gene expression	15/982	67/18862	1.36E-06	2.32E-05	1.41E-05	3065/8841/8473/1453/5499/4862/8864/10075/1408/6095/23411/1407/10891/3397/3400	15
BP	GO:0006338	chromatin remodeling	29/982	209/18862	1.40E-06	2.38E-05	1.44E-05	6662/11339/10765/3065/3159/1786/23421/6597/5931/8607/10467/1108/6598/6839/23314/8626/5928/83444/10856/1616/3054/22955/150572/10014/23411/7175/6304/8850/4609	29
BP	GO:2000677	regulation of transcription regulatory region DNA binding	13/982	51/18862	1.43E-06	2.43E-05	1.47E-05	6664/11315/4488/64324/6872/7114/7189/8864/25942/2959/23493/4487/23462	13
BP	GO:0032780	negative regulation of ATPase activity	8/982	18/18862	1.44E-06	2.43E-05	1.47E-05	4171/4331/93974/7137/7157/7139/23411/9104	8
BP	GO:0033260	nuclear DNA replication	14/982	59/18862	1.45E-06	2.44E-05	1.48E-05	4171/51053/81620/10926/11200/4172/54962/5557/4174/4176/4175/5422/604/1602	14
BP	GO:0007596	blood coagulation	40/982	342/18862	1.48E-06	2.48E-05	1.50E-05	2191/3315/3065/8165/1606/5025/23468/708/7001/161882/3172/6714/5478/640/79803/958/5581/5777/5894/114897/558/5594/966/5329/7294/221037/5290/5336/2624/3937/5295/10019/5583/2621/5577/23414/7099/2534/408/857	40
BP	GO:0070997	neuron death	40/982	342/18862	1.48E-06	2.48E-05	1.50E-05	7965/2539/11315/10280/4841/5700/8326/7157/128866/58533/207/8883/8626/1616/8517/4776/4835/7015/2904/1965/558/25793/1718/7159/23411/7042/5290/1051/7068/1948/10891/3725/4170/7305/355/7099/2534/408/8013/284	40
BP	GO:0010675	regulation of cellular carbohydrate metabolic process	23/982	144/18862	1.50E-06	2.51E-05	1.52E-05	4485/51451/7157/8473/5223/207/5499/51094/553/6714/5581/9611/3146/114897/6095/23411/9104/51763/1407/8660/10891/8850/863	23
BP	GO:0035303	regulation of dephosphorylation	29/982	210/18862	1.55E-06	2.57E-05	1.56E-05	5523/11123/54843/23381/5527/65979/9887/5528/5511/6714/5478/23293/151987/5520/945/8036/1408/221692/57718/7042/9104/51763/133522/84919/10395/116154/5788/10288/1003	29
BP	GO:0035335	peptidyl-tyrosine dephosphorylation	19/982	104/18862	1.55E-06	2.57E-05	1.56E-05	10076/1852/995/5774/8555/5798/84867/11122/8556/5777/56940/1849/1845/1844/5799/11099/5788/1843/5787	19
BP	GO:0010632	regulation of epithelial cell migration	36/982	293/18862	1.56E-06	2.58E-05	1.56E-05	6662/3315/7429/5025/207/51094/10013/6714/7114/51564/10014/5587/958/5581/7476/3146/6667/57142/6868/6776/23411/27086/7042/5336/7026/2624/10000/23499/7048/5468/6237/2113/7010/94/284/5743	36
BP	GO:0045926	negative regulation of growth	32/982	245/18862	1.57E-06	2.59E-05	1.57E-05	6423/53335/2539/1031/6597/5931/7157/51094/7161/5245/3172/56848/6422/5600/7528/57142/23411/7042/4487/5515/694/604/4502/4133/7048/2697/8692/5468/94/154/8835/2273	32
BP	GO:0071482	cellular response to light stimulus	22/982	134/18862	1.58E-06	2.59E-05	1.57E-05	1111/57646/51499/545/7157/54929/2072/10856/6872/4776/1387/1965/7528/7507/1408/23411/1407/10988/5295/4734/8692/4609	22
BP	GO:0072593	reactive oxygen species metabolic process	35/982	281/18862	1.58E-06	2.60E-05	1.57E-05	50507/2539/11315/93974/27165/672/10131/10811/5025/7157/7755/7001/26574/207/124056/10013/4835/56848/329/1373/6095/9104/5311/8837/653361/7305/683/7048/7099/1490/3553/2534/3383/5743/857	35
BP	GO:0032392	DNA geometric change	20/982	114/18862	1.61E-06	2.63E-05	1.59E-05	7153/4171/83990/3159/4172/4331/2968/4174/8607/4176/7157/4175/1108/2068/10856/2547/2965/3146/7507/404672	20
BP	GO:0033002	muscle cell proliferation	30/982	222/18862	1.63E-06	2.65E-05	1.60E-05	1786/4331/207/7161/5245/4835/7015/2547/7189/5600/5594/4615/23493/27086/7042/7472/10891/8837/3725/3600/1264/4883/7048/23414/2697/5468/7128/8013/284/7049	30
BP	GO:0001678	cellular glucose homeostasis	23/982	145/18862	1.70E-06	2.76E-05	1.67E-05	6659/3171/10804/6597/5296/6598/5798/114/5581/5894/25942/7074/3480/23411/5290/8660/5295/10891/5799/2308/2621/55450/3383	23
BP	GO:0002262	myeloid cell homeostasis	23/982	145/18862	1.70E-06	2.76E-05	1.67E-05	2539/93974/3313/2068/161882/7067/6777/55646/3146/558/5926/9935/51621/6868/6688/2624/604/10019/3815/2113/3202/7538/7049	23
BP	GO:1903707	negative regulation of hemopoiesis	19/982	105/18862	1.80E-06	2.91E-05	1.76E-05	3313/51043/7001/865/161882/6422/3204/3146/25793/9935/3566/7098/2624/864/5295/604/10272/7099/4609	19
BP	GO:0061614	pri-miRNA transcription by RNA polymerase II	13/982	52/18862	1.82E-06	2.93E-05	1.77E-05	6662/6597/7157/4776/7015/7528/7042/6688/2624/1655/3725/5468/2113	13
BP	GO:0030218	erythrocyte differentiation	20/982	115/18862	1.85E-06	2.98E-05	1.80E-05	2539/93974/3313/2068/161882/7067/6777/55646/5926/9935/51621/6688/2624/604/10019/3815/2113/3202/7538/7049	20
BP	GO:0002700	regulation of production of molecular mediator of immune response	23/982	146/18862	1.92E-06	3.07E-05	1.86E-05	9466/54106/7189/958/975/10666/8741/57506/9188/7805/80762/3566/695/7042/7098/604/11213/5788/7099/3553/8013/284/90865	23
BP	GO:0009411	response to UV	23/982	146/18862	1.92E-06	3.07E-05	1.86E-05	1111/54962/57646/51499/545/7157/54929/2068/207/2072/10856/6872/4776/1387/1965/7528/7507/5599/23411/5295/4734/8692/4609	23
BP	GO:0030177	positive regulation of Wnt signaling pathway	26/982	179/18862	2.05E-06	3.25E-05	1.97E-05	6423/6659/5710/1749/6597/5700/8607/8326/5704/5706/5682/5705/1453/5719/6714/7015/6299/7415/6422/5715/6497/4790/54764/23499/7128/857	26
BP	GO:0090090	negative regulation of canonical Wnt signaling pathway	26/982	179/18862	2.05E-06	3.25E-05	1.97E-05	6662/6423/3065/10076/5710/5700/440193/5704/5706/5682/5705/10856/1855/5719/6422/5204/5715/7088/7089/166/8452/1540/27122/7091/3489/857	26
BP	GO:0048705	skeletal system morphogenesis	29/982	213/18862	2.07E-06	3.28E-05	1.99E-05	6662/6423/3217/871/6664/4488/1749/3212/3198/5079/4188/3218/23314/3213/3233/7067/6422/3204/7476/6497/4487/133522/2131/7048/8692/1490/130497/7010/3202	29
BP	GO:0001570	vasculogenesis	16/982	78/18862	2.11E-06	3.33E-05	2.02E-05	7137/7476/23493/5906/2022/54345/51162/7048/7075/23414/3726/23462/6237/54922/7049/857	16
BP	GO:0050817	coagulation	40/982	347/18862	2.14E-06	3.37E-05	2.04E-05	2191/3315/3065/8165/1606/5025/23468/708/7001/161882/3172/6714/5478/640/79803/958/5581/5777/5894/114897/558/5594/966/5329/7294/221037/5290/5336/2624/3937/5295/10019/5583/2621/5577/23414/7099/2534/408/857	40
BP	GO:0050808	synapse organization	45/982	412/18862	2.21E-06	3.47E-05	2.10E-05	2017/8495/2049/3706/54209/8326/375790/55607/9231/10939/6640/816/1855/10013/4776/2915/7415/2904/119/11122/4897/23129/10397/7476/22891/26037/7074/22866/3480/22941/23024/4774/22899/7846/1948/7402/4734/5552/85358/4628/2534/10288/23237/10810/27253	45
BP	GO:0032675	regulation of interleukin-6 production	24/982	158/18862	2.25E-06	3.52E-05	2.13E-05	54209/9466/54106/7189/5777/3146/57506/8767/4615/7098/7096/1051/11213/85480/7305/2621/8692/7099/3553/10288/51311/408/7128/90865	24
BP	GO:0018105	peptidyl-serine phosphorylation	37/982	310/18862	2.25E-06	3.52E-05	2.13E-05	6790/6423/4485/11200/11315/127933/545/7443/1453/207/64324/5979/10013/4515/6872/57731/6714/63967/5587/4916/5581/5894/5144/8767/5599/5594/2872/5290/51763/23228/10000/6196/5583/2621/7048/284/857	37
BP	GO:1904837	beta-catenin-TCF complex assembly	10/982	31/18862	2.28E-06	3.54E-05	2.14E-05	6662/3065/6597/8607/7015/1387/7088/7089/7091/4609	10
BP	GO:0036294	cellular response to decreased oxygen levels	29/982	214/18862	2.28E-06	3.54E-05	2.14E-05	890/83990/5710/5700/7157/1869/5704/5706/5682/5705/6839/207/5719/6714/7015/1387/6422/5581/5715/10397/6095/23411/8614/10891/8837/10370/3383/4609/5743	29
BP	GO:0120162	positive regulation of cold-induced thermogenesis	18/982	97/18862	2.30E-06	3.56E-05	2.15E-05	8841/51043/8473/2104/51094/5618/283455/7067/8864/6778/3480/3566/133522/1051/10891/2697/154/857	18
BP	GO:0030183	B cell differentiation	22/982	137/18862	2.31E-06	3.56E-05	2.16E-05	2146/973/930/1380/8326/7157/84433/6929/54106/6422/10014/6777/5777/7528/6868/695/5336/23228/5295/604/3815/5788	22
BP	GO:0033005	positive regulation of mast cell activation	8/982	19/18862	2.37E-06	3.65E-05	2.21E-05	26762/56848/10666/3566/2624/85480/9846/8013	8
BP	GO:0003012	muscle system process	48/982	453/18862	2.40E-06	3.69E-05	2.23E-05	2146/2017/6535/9569/2539/7137/5025/6640/816/4878/4654/8913/7139/1837/23125/1025/7170/7528/5144/7136/51086/287/7074/23493/5290/10174/29767/10891/3759/7402/8837/2308/6338/3600/2702/3815/1264/7111/2697/1490/3553/23327/3764/8013/5348/154/857/7134	48
BP	GO:0060218	hematopoietic stem cell differentiation	17/982	88/18862	2.45E-06	3.76E-05	2.27E-05	5710/5700/7157/3313/5704/5706/5682/5705/865/2068/7161/6929/5719/6422/5715/2624/2131	17
BP	GO:0042692	muscle cell differentiation	41/982	362/18862	2.50E-06	3.81E-05	2.31E-05	6662/2146/2274/8038/2539/1786/90410/10939/207/54361/6929/4654/4776/150572/7139/10014/4303/5600/1025/80314/975/552/7528/6497/287/23493/6095/23411/3566/5239/29767/4487/1466/1948/8837/2022/8554/3815/7111/23462/858	41
BP	GO:0030104	water homeostasis	16/982	79/18862	2.52E-06	3.81E-05	2.31E-05	2810/79152/3925/8626/6337/114/11215/554/109/51763/2131/6338/6340/5577/8692/23327	16
BP	GO:0031397	negative regulation of protein ubiquitination	16/982	79/18862	2.52E-06	3.81E-05	2.31E-05	4085/6659/11315/8473/207/84875/6872/5478/8864/5581/64359/1407/2534/408/7128/857	16
BP	GO:0051092	positive regulation of NF-kappaB transcription factor activity	24/982	159/18862	2.52E-06	3.81E-05	2.31E-05	5987/84433/10616/54106/8517/5478/55072/7189/5587/2241/958/7706/4790/8767/4615/695/7098/8837/11213/5583/7099/3553/3383/857	24
BP	GO:0090239	regulation of histone H4 acetylation	7/982	14/18862	2.52E-06	3.81E-05	2.31E-05	4582/672/6598/1487/23411/6688/408	7
BP	GO:0051099	positive regulation of binding	25/982	170/18862	2.55E-06	3.84E-05	2.33E-05	51053/81620/11315/9026/3925/2068/387082/4654/6872/7015/119/7189/1965/1025/23129/3146/2959/6497/7074/8767/5329/5515/23228/5468/857	25
BP	GO:0019216	regulation of lipid metabolic process	44/982	402/18862	2.70E-06	4.06E-05	2.46E-05	6662/2274/930/672/79837/8841/207/4862/51094/54361/3172/6714/56848/1387/7067/6777/5587/5581/9611/975/2181/25942/552/6256/7376/6667/4790/6095/23411/5305/9104/27122/8660/4801/10891/8648/5140/3815/3553/5468/7010/8013/5743/857	44
BP	GO:0042752	regulation of circadian rhythm	20/982	118/18862	2.80E-06	4.20E-05	2.54E-05	7153/2146/8914/4841/26233/7157/8841/6839/1453/5499/3172/8864/25942/5599/1408/6095/1407/10891/7071/5468	20
BP	GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	26/982	182/18862	2.81E-06	4.20E-05	2.54E-05	222643/5987/84433/10616/54106/8517/55072/10758/7189/5587/958/5581/329/57506/9188/7706/9516/8767/4615/80762/7098/6398/8837/2697/7099/2534	26
BP	GO:0043281	regulation of cysteine-type endopeptidase activity involved in apoptotic process	28/982	205/18862	2.90E-06	4.33E-05	2.62E-05	2810/6423/11315/7429/9026/51499/207/23204/8626/117584/6714/7415/5894/3146/5134/1718/7805/23411/5329/55081/10395/8837/2621/355/1490/5468/408/4609	28
BP	GO:0043627	response to estrogen	15/982	71/18862	2.96E-06	4.41E-05	2.67E-05	3939/8805/672/5798/6422/23558/7476/7706/5594/3566/10370/7048/5468/7010/857	15
BP	GO:0071897	DNA biosynthetic process	27/982	194/18862	3.03E-06	4.49E-05	2.72E-05	7083/908/22948/545/7157/7011/23381/5422/5245/10574/84875/6714/5478/7015/7415/23293/7706/5594/23411/9104/2697/1490/5468/1843/4609/94/1602	27
BP	GO:0010038	response to metal ion	40/982	352/18862	3.05E-06	4.51E-05	2.73E-05	6531/2539/11315/4331/27132/5025/207/5499/1616/4776/7015/8913/7139/114/1965/10397/57192/1373/7323/5599/5594/10235/929/5515/5311/10891/653361/3725/7220/4502/4734/10272/3815/3726/1843/3383/23327/857/2354/7134	40
BP	GO:0014068	positive regulation of phosphatidylinositol 3-kinase signaling	17/982	90/18862	3.39E-06	5.00E-05	3.02E-05	6662/6714/4916/5777/3480/23411/7042/5290/8660/5295/2549/653361/4734/3815/2534/7010/284	17
BP	GO:0045647	negative regulation of erythrocyte differentiation	6/982	10/18862	3.44E-06	5.05E-05	3.05E-05	3313/6777/9935/51621/3202/7538	6
BP	GO:0051573	negative regulation of histone H3-K9 methylation	6/982	10/18862	3.44E-06	5.05E-05	3.05E-05	1789/1786/672/5079/6598/23411	6
BP	GO:0003205	cardiac chamber development	23/982	151/18862	3.47E-06	5.08E-05	3.07E-05	2274/6423/6659/6664/7137/7157/161882/6299/7139/23129/287/23493/7042/7472/2022/10370/2702/7048/23414/23462/7010/7049/7134	23
BP	GO:0045862	positive regulation of proteolysis	41/982	367/18862	3.54E-06	5.16E-05	3.12E-05	6790/6423/54209/93974/9026/5700/8473/5704/84168/1453/207/51429/1855/6872/6714/54998/7415/2904/3146/10318/28951/8767/5134/7805/23411/9104/55081/152503/10395/8837/8554/355/1490/3553/2534/5468/863/408/4609/90865/857	41
BP	GO:0050891	multicellular organismal water homeostasis	15/982	72/18862	3.56E-06	5.19E-05	3.14E-05	2810/79152/3925/8626/6337/114/11215/554/109/51763/2131/6338/6340/5577/8692	15
BP	GO:0010972	negative regulation of G2/M transition of mitotic cell cycle	18/982	100/18862	3.62E-06	5.26E-05	3.18E-05	6790/990/1111/92421/5710/672/5700/5704/5706/5682/5705/11073/8883/5719/63967/4303/5715/2273	18
BP	GO:0030308	negative regulation of cell growth	26/982	185/18862	3.82E-06	5.54E-05	3.35E-05	6423/53335/2539/1031/6597/5931/7157/51094/5245/3172/56848/6422/7528/57142/23411/7042/4487/5515/694/604/4133/2697/8692/5468/94/2273	26
BP	GO:0033209	tumor necrosis factor-mediated signaling pathway	25/982	174/18862	3.91E-06	5.65E-05	3.42E-05	608/5710/5700/7157/5704/5706/5682/5705/117584/10616/8517/5719/55072/7114/7189/958/329/5715/8741/6868/7805/1540/2621/355/7128	25
BP	GO:0106027	neuron projection organization	17/982	91/18862	3.97E-06	5.72E-05	3.46E-05	2017/2049/3706/55607/816/1855/10013/2904/7476/22891/26037/7074/3480/22941/85358/2534/23237	17
BP	GO:0043903	regulation of biological process involved in symbiotic interaction	27/982	197/18862	4.06E-06	5.84E-05	3.54E-05	7153/3853/92421/5987/4061/3609/128866/23633/81559/11074/84875/5478/4153/1025/8724/10318/57506/558/7706/9525/10614/51763/2494/8638/7538/858/857	27
BP	GO:0044786	cell cycle DNA replication	14/982	64/18862	4.09E-06	5.86E-05	3.55E-05	4171/51053/81620/10926/11200/4172/54962/5557/4174/4176/4175/5422/604/1602	14
BP	GO:0006270	DNA replication initiation	11/982	40/18862	4.13E-06	5.91E-05	3.58E-05	4171/990/81620/55388/4172/5557/4174/4176/4175/5422/11073	11
BP	GO:1902106	negative regulation of leukocyte differentiation	18/982	101/18862	4.19E-06	5.98E-05	3.62E-05	51043/7001/865/161882/6422/3204/3146/25793/9935/3566/7098/2624/864/5295/604/10272/7099/4609	18
BP	GO:0071158	positive regulation of cell cycle arrest	16/982	82/18862	4.21E-06	5.99E-05	3.62E-05	2810/2191/6790/6659/4582/11200/672/995/51499/7157/1869/7161/1874/4303/5311/5325	16
BP	GO:0001837	epithelial to mesenchymal transition	23/982	153/18862	4.36E-06	6.18E-05	3.74E-05	6662/2146/6423/3182/9231/51094/54361/6422/7074/57142/23493/7041/7042/4487/5515/7472/1655/2022/7048/2295/3553/23462/7049	23
BP	GO:0045444	fat cell differentiation	29/982	221/18862	4.37E-06	6.18E-05	3.74E-05	6423/1869/51043/207/161882/10013/1487/6422/8864/862/28951/9935/6095/23411/7041/2624/3164/1051/10891/8554/122953/2308/23414/5468/7538/8013/5743/154/7704	29
BP	GO:0048638	regulation of developmental growth	37/982	319/18862	4.42E-06	6.24E-05	3.78E-05	10551/2017/53335/5454/6531/2539/5479/7429/1852/375790/10939/207/7161/4654/57731/6777/5600/4897/25942/7528/5594/57142/23493/6776/5290/7472/23499/4133/7048/23414/2697/6387/23327/2690/154/7049/8835	37
BP	GO:0009991	response to extracellular stimulus	49/982	477/18862	4.52E-06	6.36E-05	3.85E-05	6423/3171/83990/3939/1789/8805/54474/7421/2539/7157/8473/790/207/54361/4654/6714/6422/115727/4303/1965/5587/958/2181/1373/552/7376/558/7706/5599/5594/166/54407/23411/8614/8493/10891/8648/3725/2308/3600/7071/2621/5788/7048/355/5468/3383/7538/154	49
BP	GO:0010595	positive regulation of endothelial cell migration	21/982	132/18862	4.53E-06	6.37E-05	3.85E-05	3315/5025/207/7114/51564/5587/958/7476/3146/6667/6868/6776/23411/27086/2624/10000/6237/2113/7010/284/5743	21
BP	GO:0045638	negative regulation of myeloid cell differentiation	17/982	92/18862	4.63E-06	6.49E-05	3.93E-05	3313/3218/161882/6422/6777/3204/9935/51621/7098/2624/5295/10272/7099/4609/3202/7538/7704	17
BP	GO:0018209	peptidyl-serine modification	38/982	333/18862	4.85E-06	6.78E-05	4.10E-05	6790/6423/2590/4485/11200/11315/127933/545/7443/1453/207/64324/5979/10013/4515/6872/57731/6714/63967/5587/4916/5581/5894/5144/8767/5599/5594/2872/5290/51763/23228/10000/6196/5583/2621/7048/284/857	38
BP	GO:0000187	activation of MAPK activity	23/982	154/18862	4.87E-06	6.78E-05	4.10E-05	1852/6464/7001/7161/5979/1616/8517/5478/7189/5600/4916/975/8682/8767/1849/5594/3815/5788/3489/7099/3553/408/2690	23
BP	GO:0051017	actin filament bundle assembly	23/982	154/18862	4.87E-06	6.78E-05	4.10E-05	50507/7429/83715/55607/3925/55160/54361/6714/119/6422/10458/116985/8452/221692/10174/51763/22899/5295/10395/85358/1490/408/3397	23
BP	GO:0032729	positive regulation of interferon-gamma production	14/982	65/18862	4.96E-06	6.89E-05	4.17E-05	161882/9466/54106/246778/5144/10666/8767/929/7294/3394/7098/7099/3553/51311	14
BP	GO:0007050	cell cycle arrest	30/982	235/18862	5.28E-06	7.28E-05	4.41E-05	2810/2191/6790/6659/4582/11200/27352/1031/127933/672/995/1022/51499/8326/7157/1869/7161/1874/8555/4303/8556/1025/1718/7042/11186/5311/8850/5325/1843/4609	30
BP	GO:0031668	cellular response to extracellular stimulus	30/982	235/18862	5.28E-06	7.28E-05	4.41E-05	6423/3171/83990/8805/54474/7421/7157/54361/4654/6422/1965/5587/552/558/5599/5594/166/54407/23411/8493/8648/3725/2308/3600/7071/2621/5788/355/5468/3383	30
BP	GO:0007389	pattern specification process	45/982	426/18862	5.36E-06	7.37E-05	4.46E-05	6790/6423/3217/3206/1952/3212/3229/7157/4188/3218/23314/3213/8626/3233/1045/22955/7849/6496/6422/3204/27019/7476/7528/1947/6497/9935/23493/4487/7026/55081/5311/7472/5087/2131/2022/84100/10370/54345/7048/130497/23462/23237/3202/94/7704	45
BP	GO:0033003	regulation of mast cell activation	11/982	41/18862	5.38E-06	7.38E-05	4.46E-05	26762/56848/640/2241/10666/3566/2624/85480/9846/146722/8013	11
BP	GO:0042088	T-helper 1 type immune response	11/982	41/18862	5.38E-06	7.38E-05	4.46E-05	9466/246778/6693/7189/3146/8767/3566/7099/3553/9173/90865	11
