ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0010976	positive regulation of neuron projection development	44/1983	153/18862	2.92E-10	7.93E-09	4.44E-09	4192/7804/8507/3706/11075/5756/9139/5753/5979/80823/5063/816/170506/2011/6993/238/2056/2475/8997/4035/27/4916/91752/9863/4058/8536/4690/2033/2185/5906/7074/57498/8321/55607/5764/2889/3675/4067/2316/5587/6280/2242/9693/2534	44
GO:0051047	positive regulation of secretion	68/1983	295/18862	3.00E-10	8.08E-09	4.52E-09	6696/9536/952/8600/376267/5481/1956/3952/29085/8792/242/57126/8655/640/65220/2668/5478/27131/134/3596/4923/846/3565/1588/2864/4035/8736/7273/8723/9255/3799/9367/7110/537/9854/8431/2181/2746/3916/7376/6850/322/7430/5208/2697/3717/2624/6934/10015/3689/54209/3566/283/7424/945/9846/6279/7099/1080/7097/6385/3553/10497/3684/4628/55450/358/1910	68
GO:0032874	positive regulation of stress-activated MAPK cascade	37/1983	116/18862	3.01E-10	8.08E-09	4.52E-09	7164/11235/7422/8600/222643/8877/3276/54910/3265/3952/7477/23236/7188/54106/9479/4294/10913/4296/2185/10912/7189/56940/10392/4217/2324/4215/8737/57630/344558/10125/4615/653361/7099/3553/7098/9770/4616	37
GO:1904019	epithelial cell apoptotic process	37/1983	116/18862	3.01E-10	8.08E-09	4.52E-09	4192/3856/8644/1869/1788/4760/3875/7015/10298/3596/2475/5465/3565/959/5925/6789/2934/204851/5294/2625/831/4217/10413/3676/1285/10891/3717/2624/659/6934/409/3162/2621/7010/3383/284/3569	37
GO:0030183	B cell differentiation	41/1983	137/18862	3.07E-10	8.21E-09	4.59E-09	4436/973/4323/930/100/578/7157/8326/84433/1380/581/974/55846/54106/596/3718/3565/5795/51341/959/2874/2322/150372/3635/2033/10014/2185/5336/9759/6850/3676/23228/5295/1880/604/5777/3815/3574/1316/695/3569	41
GO:0033002	muscle cell proliferation	56/1983	222/18862	3.17E-10	8.40E-09	4.70E-09	891/4318/3654/1786/6772/4331/3673/2950/1956/51135/6198/7015/7161/1432/4880/3351/9686/388585/4209/3596/2475/4313/207/7189/5159/60485/9759/2254/5739/4217/10413/2066/2069/10891/30008/2697/56998/3600/3717/6934/3606/7472/4615/4208/1026/283/4883/3162/2627/2247/23414/284/5468/1901/9314/3569	56
GO:0051099	positive regulation of binding	47/1983	170/18862	3.17E-10	8.40E-09	4.70E-09	4318/7291/81620/3005/4221/5457/3148/4760/3326/7295/1950/3673/119/9026/2068/5901/7015/79139/4654/8664/6872/5458/2035/5663/4035/5925/6789/5914/8829/2033/7074/7189/26086/2625/5329/148022/118/6737/23228/6497/3717/6934/9693/1440/7122/5468/9314	47
GO:0009266	response to temperature stimulus	57/1983	228/18862	3.19E-10	8.42E-09	4.71E-09	6119/3654/3329/9093/10016/3066/51022/64223/8892/3326/26973/10728/5931/3320/545/6198/816/170506/2063/8890/3351/488/1616/1149/134/5609/4137/2475/4923/7352/6548/815/1387/818/5595/817/11168/7067/2033/207/9531/490/3301/2308/573/4067/1153/10891/4792/7041/409/1026/153/3162/1410/5468/154	57
GO:0048568	embryonic organ development	86/1983	412/18862	3.22E-10	8.46E-09	4.73E-09	7291/3198/3217/9368/3856/10733/4323/6662/10736/57216/10959/7422/3236/100/5079/2290/57534/4760/1739/8195/4188/1856/10848/5469/1746/8092/7157/7477/3207/2068/2138/2778/8563/3213/5089/2668/3214/525/3233/2071/7054/4325/8463/2253/2623/7471/1045/5013/5456/3211/8521/8928/5915/7849/5663/10818/3216/5595/5930/6789/585/207/204851/6886/2625/10427/10413/5087/8648/7026/2624/54345/10763/3976/9021/1050/7472/4208/3726/3815/10253/10019/3491/55081/23414/2202	86
GO:0070665	positive regulation of leukocyte proliferation	43/1983	148/18862	3.25E-10	8.48E-09	4.74E-09	100133941/7292/3559/952/9093/100/5747/3952/84433/54106/596/3718/7293/63925/2056/3596/30835/3565/959/5595/4690/9466/7189/7535/26191/6850/148022/1436/4067/1880/942/604/3600/57162/3606/4615/4208/1026/3574/7099/5588/3553/3569	43
GO:0071158	positive regulation of cell cycle arrest	30/1983	82/18862	3.39E-10	8.81E-09	4.93E-09	891/6790/983/2191/11200/672/10498/8851/5457/1869/3276/995/1820/7157/4849/581/1017/23019/7161/29883/1874/7709/4303/85456/2033/1263/5934/1026/2627/5325	30
GO:0099177	regulation of trans-synaptic signaling	85/1983	406/18862	3.50E-10	9.07E-09	5.07E-09	23657/7804/5270/1000/3706/952/2648/5999/999/22883/23613/3265/6455/3766/1956/8898/2906/816/4355/23236/8541/6780/22839/8878/3351/58512/116443/488/10636/2902/2915/2914/134/5786/6543/2912/4137/8831/2475/11178/6714/2895/2897/815/2905/6146/2911/2904/5663/6547/9495/84446/3799/9294/10718/2185/5906/5923/5908/5789/9456/1009/51304/55607/5530/9101/5764/5579/23228/3717/2171/9693/2534/4208/409/3815/1959/5590/3553/7305/4311/9590/6505/4900/154	85
GO:0043281	regulation of cysteine-type endopeptidase activity involved in apoptotic process	53/1983	205/18862	3.59E-10	9.27E-09	5.18E-09	4318/26355/83596/7429/3329/7422/10016/8626/5062/9141/2045/578/9026/10134/581/29843/51079/489/10935/2168/4137/6714/842/2934/207/23787/2876/91662/5329/10392/4217/6850/9647/5894/8737/1285/57630/4671/6280/3717/5272/409/6279/1410/1718/2621/3491/55081/10395/6505/5468/9314/358	53
GO:2001236	regulation of extrinsic apoptotic signaling pathway	44/1983	154/18862	3.67E-10	9.44E-09	5.28E-09	672/83596/2017/3148/7001/5062/5499/3685/5979/2950/6198/2138/7015/2668/598/2623/11124/596/51741/6714/1613/3565/79370/2260/6789/10771/207/2876/246330/1495/5894/10413/8737/3958/4170/1540/57630/6934/2534/3574/3162/7078/3553/3383	44
GO:0050678	regulation of epithelial cell proliferation	80/1983	374/18862	3.99E-10	1.02E-08	5.70E-09	4321/4192/7291/1001/6662/6772/11235/5228/7422/9076/10016/3148/8626/1739/11331/3265/1950/83481/5469/1021/1956/3952/581/11221/388585/498/4763/2475/5578/6239/3690/10818/5925/2260/9255/8828/10000/8829/207/2321/2876/2625/60485/2254/2324/10413/3676/5764/1285/2069/5587/7026/2697/2624/659/1028/6934/6776/1030/3164/7472/687/350/5241/4208/2719/283/7424/3162/7099/7075/2247/55679/7010/9104/55081/858/5468/185/1910	80
GO:0032680	regulation of tumor necrosis factor production	45/1983	160/18862	4.09E-10	1.04E-08	5.80E-09	7291/3066/2950/3952/54106/1149/6693/3565/5795/5663/23405/57506/5914/9466/23586/6774/10392/26191/6850/148022/914/961/8737/140885/558/5295/3717/10125/7096/11213/3459/50856/5777/4615/54209/409/945/7099/7097/2621/7098/7305/284/948/3569	45
GO:0048660	regulation of smooth muscle cell proliferation	45/1983	160/18862	4.09E-10	1.04E-08	5.80E-09	4318/3654/1786/6772/4331/3673/2950/1956/51135/6198/7015/4880/3351/388585/4209/3596/2475/4313/207/7189/5159/9759/2254/5739/4217/2069/10891/30008/2697/56998/3600/3717/6934/3606/4615/4208/1026/283/4883/3162/2247/5468/1901/9314/3569	45
GO:0050729	positive regulation of inflammatory response	40/1983	133/18862	4.28E-10	1.08E-08	6.04E-09	4192/7292/8600/3673/1956/6223/8792/23097/3735/81793/54106/8723/5008/2867/91662/5294/961/3603/85480/8737/6280/4792/3600/3717/51284/2113/3606/1050/54209/6279/7099/7097/695/718/3553/7098/9173/185/6283/3569	40
GO:0052547	regulation of peptidase activity	92/1983	455/18862	4.50E-10	1.13E-08	6.33E-09	4318/6695/5266/2597/26355/871/5270/83596/3065/7429/3329/1365/7422/1293/10016/8626/5062/9141/2045/578/9026/84168/50859/197/10134/581/29843/6300/51079/489/2902/10406/10935/2168/4137/6714/2904/842/4035/9491/2934/8434/10010/7079/207/23787/9475/2876/5973/91662/6774/5329/831/5621/10392/4217/6850/9647/5894/8737/1471/1285/57630/12/4067/4671/5037/6280/3717/5272/2/2534/7077/409/5858/2719/6279/1410/1718/710/7078/2621/718/3491/7035/55081/10395/6505/5468/9314/6590/358	92
GO:2000116	regulation of cysteine-type endopeptidase activity	57/1983	230/18862	4.57E-10	1.14E-08	6.40E-09	4318/26355/83596/7429/3329/7422/10016/8626/5062/9141/2045/578/9026/10134/581/29843/51079/489/2902/10935/2168/4137/6714/2904/842/2934/207/23787/2876/91662/5329/831/10392/4217/6850/9647/5894/8737/1285/57630/4671/6280/3717/5272/2534/409/6279/1410/1718/2621/3491/55081/10395/6505/5468/9314/358	57
GO:0061028	establishment of endothelial barrier	22/1983	48/18862	4.88E-10	1.22E-08	6.81E-09	1365/7422/9076/7477/23236/9294/9475/5906/5908/7414/7430/118/2889/4478/54345/7082/9693/4615/3553/5175/7122/3383	22
GO:0042098	T cell proliferation	51/1983	195/18862	4.96E-10	1.23E-08	6.86E-09	100133941/7292/3559/836/9093/1739/7001/7157/246778/3952/84433/581/1493/5074/9479/3718/6693/7293/2056/30835/3565/959/4690/9466/7189/7535/5294/944/5621/26191/6850/5699/8764/4478/3958/57630/1794/942/3600/57162/5880/896/10125/3606/5777/2534/6385/5588/3553/11326/3569	51
GO:0051251	positive regulation of lymphocyte activation	77/1983	356/18862	4.96E-10	1.23E-08	6.86E-09	4192/100133941/7070/4436/7292/4323/3559/952/3329/9093/8600/100/5062/5063/3952/84433/1493/8808/11221/865/54106/1445/596/3718/7293/63925/2056/3596/6714/30835/3565/959/9655/3707/3635/5914/4690/207/9466/7189/7535/2625/26191/3916/6850/148022/961/10326/8764/140885/558/4067/5295/1880/942/604/3600/57162/3606/5777/2534/4615/3566/4208/1026/3574/7099/695/5588/2621/5590/3553/7305/3575/1326/7704/3569	77
GO:0007260	tyrosine phosphorylation of STAT protein	31/1983	88/18862	5.17E-10	1.27E-08	7.12E-09	55620/3066/5753/3952/133396/29883/388585/3718/2056/3596/4771/3565/2322/1489/5008/2241/6774/85480/2066/1436/4067/3600/3717/3976/3606/9021/2534/3815/10019/2690/3569	31
GO:0008637	apoptotic mitochondrial changes	37/1983	118/18862	5.20E-10	1.28E-08	7.13E-09	4318/664/10105/26355/92609/3329/7534/1869/8626/9141/5716/90427/7417/578/9026/292/7157/8326/2931/581/10971/7755/7161/598/596/487/815/665/207/2876/5329/291/3002/2066/64112/23368/409	37
GO:0071260	cellular response to mechanical stimulus	28/1983	74/18862	5.30E-10	1.29E-08	7.24E-09	1111/664/4316/6662/578/3673/1956/3596/6548/4214/5595/207/9531/22927/6416/3759/9759/7100/2697/51284/4790/9020/4615/7099/51311/3553/7098/358	28
GO:0048709	oligodendrocyte differentiation	32/1983	93/18862	5.45E-10	1.33E-08	7.41E-09	4192/664/429/6662/3065/3066/1031/8892/118738/3766/1746/2950/2068/1267/11221/7161/8890/83933/388585/1445/6009/4763/2475/6547/79885/2934/5764/11076/4067/1902/7097/5468	32
GO:0071706	tumor necrosis factor superfamily cytokine production	46/1983	167/18862	5.58E-10	1.35E-08	7.53E-09	7291/3066/2950/3952/54106/1149/6693/3565/5795/5663/23405/57506/5914/9466/23586/6774/10392/26191/6850/148022/914/961/8737/140885/558/5295/942/3717/10125/7096/11213/3459/50856/5777/4615/54209/409/945/7099/7097/2621/7098/7305/284/948/3569	46
GO:0002683	negative regulation of immune system process	84/1983	403/18862	5.58E-10	1.35E-08	7.53E-09	4321/4192/7070/7292/6662/3559/54900/836/100/6895/1739/7001/1021/6223/29085/1493/23236/11221/865/9984/640/5074/133396/29883/134/8976/3718/6693/3565/5795/2874/9655/1845/3635/53347/26060/5914/207/9466/2876/2241/6397/5621/26191/7376/961/7430/6737/8764/3958/1398/558/4067/9404/23228/5295/942/604/2624/5272/57162/84959/11213/5777/2/3566/409/3162/7099/1843/6385/55824/695/710/7098/7940/7305/3575/146722/9173/284/5468/11326/722	84
GO:0016311	dephosphorylation	97/1983	491/18862	5.60E-10	1.35E-08	7.53E-09	1033/5794/993/7184/92609/1846/5531/1852/328/22843/1739/1741/995/9887/11266/3326/54704/5499/3673/23381/5423/55258/192111/5528/29085/51205/79660/8898/955/8871/2138/11221/5478/80279/1740/134/5504/5521/5786/596/6305/2475/6714/84867/5795/26469/23293/8556/818/1845/9863/3635/4690/1849/4659/7803/5782/80824/9475/9989/56940/5159/5775/23523/5789/26191/5525/5514/9647/1847/5530/5208/5764/3958/8493/133522/116154/161742/84919/3717/84959/5580/1827/5777/22908/4208/1408/5783/945/1843/1848/221692/9104/54/10231/10395/5787	97
GO:0009914	hormone transport	70/1983	312/18862	5.80E-10	1.39E-08	7.76E-09	6696/8140/6566/5127/952/8600/4760/3667/292/1956/3358/3952/29085/3767/5211/23428/2778/6833/8655/640/65220/6927/4843/9024/134/2740/3350/3172/7849/5578/846/1588/2864/8997/4035/818/8723/9255/3799/5008/7110/9324/9854/2867/5906/7074/6567/8431/6928/2625/291/2746/5894/5530/5208/8864/4067/8322/2697/3717/6934/117247/3976/1407/1080/695/3553/55450/185/3569	70
GO:0030888	regulation of B cell proliferation	25/1983	61/18862	6.11E-10	1.45E-08	8.12E-09	952/836/100/84433/1493/640/5074/54106/596/7293/3596/3565/3635/148022/4067/1880/604/57162/196/4208/1026/3574/7099/695/7305	25
GO:0046824	positive regulation of nucleocytoplasmic transport	25/1983	61/18862	6.11E-10	1.45E-08	8.12E-09	1894/3728/999/3326/5296/7157/3952/5901/2010/1432/8841/3843/5663/57506/55929/64328/8536/9531/2316/5295/3717/6934/5580/2621/3553	25
GO:0032640	tumor necrosis factor production	45/1983	162/18862	6.37E-10	1.50E-08	8.39E-09	7291/3066/2950/3952/54106/1149/6693/3565/5795/5663/23405/57506/5914/9466/23586/6774/10392/26191/6850/148022/914/961/8737/140885/558/5295/3717/10125/7096/11213/3459/50856/5777/4615/54209/409/945/7099/7097/2621/7098/7305/284/948/3569	45
GO:0048659	smooth muscle cell proliferation	45/1983	162/18862	6.37E-10	1.50E-08	8.39E-09	4318/3654/1786/6772/4331/3673/2950/1956/51135/6198/7015/4880/3351/388585/4209/3596/2475/4313/207/7189/5159/9759/2254/5739/4217/2069/10891/30008/2697/56998/3600/3717/6934/3606/4615/4208/1026/283/4883/3162/2247/5468/1901/9314/3569	45
GO:0046330	positive regulation of JNK cascade	30/1983	84/18862	6.68E-10	1.57E-08	8.78E-09	7164/8600/222643/3265/7477/23236/7188/54106/9479/4294/10913/4296/2185/10912/7189/56940/10392/4217/2324/8737/57630/344558/10125/4615/653361/7099/3553/7098/9770/4616	30
GO:0043551	regulation of phosphatidylinositol 3-kinase activity	24/1983	57/18862	6.92E-10	1.62E-08	9.05E-09	930/5747/5296/3667/2046/116986/6714/9655/2322/2185/2321/5159/23533/8503/4067/5587/5295/1154/9021/3815/2247/7010/8835/9314	24
GO:0090066	regulation of anatomical structure size	97/1983	493/18862	7.02E-10	1.64E-08	9.15E-09	6696/1382/1373/1019/9368/8851/6712/2017/952/7429/7422/5756/1739/4703/1173/8195/54910/3326/5499/2045/5979/4878/119/9026/5063/1956/10505/6710/3952/3897/8153/2784/133746/6405/1496/51429/2664/3984/9175/3351/1874/1002/10152/134/8976/3352/4137/3350/2475/155/846/5458/6546/4035/6915/2934/10000/8829/4690/120/207/2185/88/9475/5921/490/2876/5286/2241/6928/7114/4641/112/7430/118/55607/6709/2059/4478/8864/51466/2697/659/5580/6711/2702/153/57556/3055/3575/1440/3383/185/358/154/361/1910	97
GO:0050804	modulation of chemical synaptic transmission	84/1983	405/18862	7.19E-10	1.67E-08	9.33E-09	23657/7804/5270/1000/3706/952/2648/5999/999/22883/23613/3265/6455/3766/1956/8898/2906/816/4355/23236/8541/6780/22839/8878/3351/58512/116443/488/10636/2902/2915/2914/134/5786/6543/2912/4137/8831/2475/11178/6714/2895/2897/815/2905/6146/2911/2904/5663/6547/9495/84446/3799/9294/10718/2185/5906/5923/5908/5789/9456/1009/51304/55607/5530/9101/5764/5579/23228/3717/9693/2534/4208/409/3815/1959/5590/3553/7305/4311/9590/6505/4900/154	84
GO:0034612	response to tumor necrosis factor	71/1983	320/18862	7.33E-10	1.69E-08	9.47E-09	672/7292/3856/5704/6772/2648/836/5710/9076/8600/1687/8877/5716/5713/5700/5707/3875/2950/8115/7157/6354/3767/6198/8792/55072/3604/128178/1432/2678/7188/4654/10913/5609/7293/9861/959/2874/5595/9491/10010/207/2185/204851/7189/246330/2625/944/6095/7114/9759/4217/6850/5699/6357/8737/8764/3611/1540/10891/4792/3717/4790/1050/9020/965/837/259230/2621/9590/3383/6401	71
GO:0007249	I-kappaB kinase/NF-kappaB signaling	65/1983	282/18862	7.39E-10	1.70E-08	9.52E-09	1894/3654/3065/6772/8600/222643/11040/9641/10342/2950/51135/84433/170506/55072/7334/7188/8878/54106/7088/10913/23476/2099/7316/57506/51246/10771/10010/207/7314/9475/10475/7189/91662/6095/10392/148022/6737/4215/8737/5579/140885/2316/1902/5587/4792/2697/5966/57162/51284/9020/2534/4615/3162/7099/7097/695/10346/51311/3553/7098/825/6275/284/6283/948	65
GO:0050764	regulation of phagocytosis	32/1983	94/18862	7.43E-10	1.71E-08	9.54E-09	8877/3685/3673/197/1445/7275/5795/4035/5359/26060/5906/3561/6850/961/10326/2889/3560/140885/1794/3601/3600/2624/54209/7097/2621/2207/718/3553/3055/146722/5468/948	32
GO:0043254	regulation of protein-containing complex assembly	90/1983	446/18862	7.75E-10	1.77E-08	9.91E-09	4312/4314/81620/6624/6119/6662/5704/8851/6712/2017/7429/11075/7422/114088/5756/1739/8195/8450/90427/7417/578/119/9026/5063/3320/545/8115/7157/6710/2967/2068/581/133746/54552/1496/51429/2071/56681/10152/10013/11124/8976/4137/9855/2475/6714/2099/5925/2934/5601/7067/404672/4690/2033/120/2185/5921/6886/2241/7507/5908/7114/4641/3931/7376/6850/148022/118/55607/6709/2059/5894/11076/4478/3958/51466/56998/5580/6711/2242/54922/7099/1410/5590/10497/3055/1440/3383/6403/948	90
GO:0050854	regulation of antigen receptor-mediated signaling pathway	26/1983	66/18862	7.81E-10	1.78E-08	9.95E-09	7070/930/100/5079/29085/84433/865/640/5074/5795/2874/150372/1845/53347/10666/1997/5621/26191/7430/3958/5579/4067/9404/23228/5583/5777	26
GO:0032873	negative regulation of stress-activated MAPK cascade	22/1983	49/18862	7.99E-10	1.80E-08	1.01E-08	2305/4221/1739/4878/2950/11221/5478/8841/9479/2874/1845/10771/207/2122/9611/26191/3301/7430/2308/140885/1540/1843	22
GO:0070303	negative regulation of stress-activated protein kinase signaling cascade	22/1983	49/18862	7.99E-10	1.80E-08	1.01E-08	2305/4221/1739/4878/2950/11221/5478/8841/9479/2874/1845/10771/207/2122/9611/26191/3301/7430/2308/140885/1540/1843	22
GO:0045453	bone resorption	25/1983	62/18862	9.22E-10	2.07E-08	1.16E-08	6696/952/8600/1956/8792/1445/4763/6714/5578/3690/3635/537/2185/7189/6850/133522/1436/5880/84959/3574/54/760/1901/3569/154	25
GO:0070527	platelet aggregation	25/1983	62/18862	9.22E-10	2.07E-08	1.16E-08	23657/5270/9158/2778/640/5478/5912/2623/5578/3690/4627/928/5294/7414/6850/3611/4067/2316/10398/84959/5580/5777/1465/5588/10019	25
GO:0034109	homotypic cell-cell adhesion	30/1983	85/18862	9.30E-10	2.08E-08	1.16E-08	23657/3728/5270/8600/9158/2778/640/5478/5912/2623/5578/3690/4627/928/3716/4267/5294/7414/5329/6850/3611/4067/2316/10398/84959/5580/5777/1465/5588/10019	30
GO:0050673	epithelial cell proliferation	87/1983	428/18862	1.02E-09	2.28E-08	1.27E-08	4321/4192/7291/2191/1001/4323/6662/6772/11235/5228/7422/9076/8600/10016/3148/8626/1739/11331/3265/1950/83481/5469/1021/1956/3952/581/11221/388585/498/4763/2475/5578/6239/2099/3690/5663/10818/5925/2260/9255/8828/10000/8829/207/2321/2876/2625/60485/2254/2324/10413/3676/5764/1285/2069/5587/7026/2697/2624/659/1028/6934/6776/1030/3164/7472/687/350/5241/4208/2719/283/7424/3815/3162/7099/7075/2247/55679/7010/9104/55081/858/5468/185/3569/1910	87
GO:1990778	protein localization to cell periphery	72/1983	329/18862	1.05E-09	2.34E-08	1.31E-08	3728/9368/4323/1000/51248/10959/7429/10890/376267/1739/1173/999/22883/682/3265/3875/8394/29899/1956/342667/3767/10484/23759/8878/286/598/64130/1445/90410/57799/30818/53616/7275/208/2905/2035/9495/5911/4035/2580/3799/9919/26060/207/2533/88/9475/5906/287/2181/5525/63971/7430/51304/55625/8650/3958/3675/2316/160622/5295/10490/5583/6711/9693/10938/54209/30846/2621/5590/84106/6505	72
GO:0050769	positive regulation of neurogenesis	54/1983	217/18862	1.11E-09	2.46E-08	1.37E-08	1382/4192/429/7804/5270/3706/3065/7422/3066/1869/2290/80823/5063/3897/8153/816/170506/7161/2664/3984/9175/1002/10636/6009/26230/63925/4137/2475/5458/8997/23405/4035/23013/8829/4135/7074/6604/5789/8650/5764/4067/5583/659/3976/7472/7424/3815/7097/1959/3553/4311/4036/5468/3569	54
GO:0034101	erythrocyte homeostasis	37/1983	121/18862	1.14E-09	2.52E-08	1.41E-08	54892/6772/836/7422/3148/3276/5469/1021/6223/2068/1432/80279/2623/22985/3718/2056/6208/51341/5925/3216/7067/3635/669/6886/6774/2625/118/558/4067/5926/604/3717/2624/2113/3815/3162/10019	37
GO:0000077	DNA damage checkpoint	42/1983	148/18862	1.15E-09	2.53E-08	1.41E-08	891/6790/983/1111/83990/4436/54962/11200/672/10498/1869/60561/3276/995/1820/545/7157/9656/4849/581/1017/988/4683/23019/8563/9984/1432/29883/80279/1874/84446/4303/85456/2033/1263/5514/5934/7508/29935/1407/1026/5325	42
GO:0001894	tissue homeostasis	61/1983	260/18862	1.18E-09	2.57E-08	1.44E-08	6696/1001/6662/952/1365/7422/9076/8600/10518/4760/8195/1956/581/8792/2778/54106/2623/1445/596/4763/6714/5578/7275/2103/3690/5925/10000/3635/585/143689/537/2185/7189/4520/7414/9456/6850/118/10413/133522/1436/12/2697/2624/5880/84959/4069/7082/3574/7099/563/54/5175/7122/760/6505/284/1901/58494/3569/154	61
GO:0006606	protein import into nucleus	41/1983	143/18862	1.29E-09	2.81E-08	1.57E-08	4321/1894/3728/1434/10736/9221/999/11331/3326/5296/5469/7157/29107/3952/5901/1432/8841/3843/51194/5663/57506/3839/55929/26060/207/9531/6774/6850/5514/5530/2316/10628/5295/4792/3717/5580/5569/1026/11142/284/948	41
GO:0007163	establishment or maintenance of cell polarity	53/1983	212/18862	1.33E-09	2.87E-08	1.61E-08	6624/1058/9368/51248/10890/9585/1739/1741/5747/3326/56288/29899/3320/7465/7477/8153/2011/1399/6993/286/84552/388585/64130/9024/1045/1740/90410/6693/6548/84446/4627/2934/387755/10193/2185/667/9475/2625/5908/29780/1495/4478/1398/1794/2697/5880/10015/64098/10253/5590/7010/27289/358	53
GO:0030330	"DNA damage response, signal transduction by p53 class mediator"	34/1983	106/18862	1.33E-09	2.87E-08	1.61E-08	891/2305/6790/983/7291/11200/672/10397/10498/9521/1869/3276/995/5716/1820/545/7157/4849/581/1017/4683/23019/29883/51147/1874/27330/85456/2033/1263/5934/8493/161742/1026/5325	34
