##Databases: PANTHER, KEGG PATHWAY, Reactome, BioCyc
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Unblocking of NMDA receptors, glutamate binding and activation	Reactome	R-HSA-438066	3	22	0.0170322140419	0.0333428850141	GRIN2B|GRIN2C|CAMK2A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-438066
NCAM1 interactions	Reactome	R-HSA-419037	4	42	0.0183000291554	0.0356657615948	COL6A3|COL4A3|ST8SIA2|GDNF	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-419037
DAG and IP3 signaling	Reactome	R-HSA-1489509	4	42	0.0183000291554	0.0356657615948	PRKCA|ADCY7|CAMK2A|PRKCD	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1489509
SUMOylation of DNA replication proteins	Reactome	R-HSA-4615885	4	42	0.0183000291554	0.0356657615948	BIRC5|AURKA|AURKB|CDCA8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4615885
Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding	Reactome	R-HSA-6814122	4	42	0.0183000291554	0.0356657615948	GNAT1|GNAO1|GNG4|GNGT2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6814122
Collagen formation	Reactome	R-HSA-1474290	6	89	0.0186035657026	0.0362171412126	MMP13|COL4A6|COL4A3|MMP9|COL6A3|MMP3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1474290
Alpha adrenergic receptor signaling pathway	PANTHER	P00002	3	23	0.0189450400076	0.0367190841649	PRKCA|PRKCD|GNA11	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00002
Proximal tubule bicarbonate reclamation	KEGG PATHWAY	hsa04964	3	23	0.0189450400076	0.0367190841649	SLC4A4|CA2|CA4	http://www.genome.jp/kegg-bin/show_pathway?hsa04964/hsa:8671%09red/hsa:760%09red/hsa:762%09red
Glutamate Neurotransmitter Release Cycle	Reactome	R-HSA-210500	3	23	0.0189450400076	0.0367190841649	UNC13B|PPFIA3|SLC1A1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-210500
RUNX2 regulates osteoblast differentiation	Reactome	R-HSA-8940973	3	23	0.0189450400076	0.0367190841649	SRC|ZNF521|YAP1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8940973
Gap-filling DNA repair synthesis and ligation in TC-NER	Reactome	R-HSA-6782210	5	65	0.0190742435819	0.0369287450164	MNAT1|ERCC3|POLE2|POLR2K|POLR2J	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6782210
Telomere C-strand synthesis initiation	Reactome	R-HSA-174430	2	8	0.0193589241923	0.0369502944366	PRIM1|POLE2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-174430
Regulation of cytoskeletal remodeling and cell spreading by IPP complex components	Reactome	R-HSA-446388	2	8	0.0193589241923	0.0369502944366	ARHGEF6|ACTN1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-446388
Activation of C3 and C5	Reactome	R-HSA-174577	2	8	0.0193589241923	0.0369502944366	C3|CFP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-174577
Inhibition of Signaling by Overexpressed EGFR	Reactome	R-HSA-5638303	2	8	0.0193589241923	0.0369502944366	EREG|BTC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5638303
HuR (ELAVL1) binds and stabilizes mRNA	Reactome	R-HSA-450520	2	8	0.0193589241923	0.0369502944366	PRKCA|PRKCD	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-450520
Noncanonical activation of NOTCH3	Reactome	R-HSA-9017802	2	8	0.0193589241923	0.0369502944366	PSEN1|YBX1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9017802
EGFR Transactivation by Gastrin	Reactome	R-HSA-2179392	2	8	0.0193589241923	0.0369502944366	PRKCA|MMP3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2179392
FGFR1c ligand binding and activation	Reactome	R-HSA-190373	2	8	0.0193589241923	0.0369502944366	FGF6|FGF2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-190373
Sema4D mediated inhibition of cell attachment and migration	Reactome	R-HSA-416550	2	8	0.0193589241923	0.0369502944366	RRAS|RND1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-416550
DNA replication initiation	Reactome	R-HSA-68952	2	8	0.0193589241923	0.0369502944366	PRIM1|POLE2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-68952
Signaling by Overexpressed Wild-Type EGFR in Cancer	Reactome	R-HSA-5638302	2	8	0.0193589241923	0.0369502944366	EREG|BTC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5638302
Signaling by activated point mutants of FGFR1	Reactome	R-HSA-1839122	2	8	0.0193589241923	0.0369502944366	FGF6|FGF2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1839122
POLB-Dependent Long Patch Base Excision Repair	Reactome	R-HSA-110362	2	8	0.0193589241923	0.0369502944366	APEX1|FEN1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-110362
Beta1 adrenergic receptor signaling pathway	PANTHER	P04377	4	43	0.0196633344129	0.0372881373963	ADRB1|GNG4|ADCY7|GNGT2	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P04377
Beta2 adrenergic receptor signaling pathway	PANTHER	P04378	4	43	0.0196633344129	0.0372881373963	ADRB2|ADCY7|GNG4|GNGT2	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P04378
Type I diabetes mellitus	KEGG PATHWAY	hsa04940	4	43	0.0196633344129	0.0372881373963	HSPD1|IL1B|GZMB|CD86	http://www.genome.jp/kegg-bin/show_pathway?hsa04940/hsa:3553%09red/hsa:3329%09red/hsa:3002%09red/hsa:942%09red
Formation of Incision Complex in GG-NER	Reactome	R-HSA-5696395	4	43	0.0196633344129	0.0372881373963	XPC|MNAT1|ERCC3|UBE2N	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5696395
Vasopressin regulates renal water homeostasis via Aquaporins	Reactome	R-HSA-432040	4	43	0.0196633344129	0.0372881373963	AQP4|ADCY7|GNG4|GNGT2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-432040
Retinoid metabolism and transport	Reactome	R-HSA-975634	4	43	0.0196633344129	0.0372881373963	LRP2|GPC3|SDC4|AKR1C3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-975634
Dual incision in TC-NER	Reactome	R-HSA-6782135	5	66	0.0201591364671	0.0381871020888	MNAT1|ERCC3|POLE2|POLR2K|POLR2J	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6782135
TGF-beta signaling pathway	PANTHER	P00052	6	91	0.0203980937645	0.0385981170802	RRAS|MAPK14|BMPR2|GDNF|MAPK12|SKI	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00052
@@TGF-beta signaling pathway	KEGG PATHWAY	hsa04350	4	94	0.170123357563	0.222274267769	CDKN2B|E2F5|BMPR2|RPS6KB2	http://www.genome.jp/kegg-bin/show_pathway?hsa04350/hsa:659%09red/hsa:1030%09red/hsa:1875%09red/hsa:6199%09red
Histamine H2 receptor mediated signaling pathway	PANTHER	P04386	3	24	0.0209717939406	0.0393445194014	GNG4|ADCY7|GNGT2	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P04386
Estrogen-dependent nuclear events downstream of ESR-membrane signaling	Reactome	R-HSA-9634638	3	24	0.0209717939406	0.0393445194014	AKT2|EREG|BTC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9634638
IKK complex recruitment mediated by RIP1	Reactome	R-HSA-937041	3	24	0.0209717939406	0.0393445194014	RIPK1|TLR4|UBE2N	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-937041
HSF1-dependent transactivation	Reactome	R-HSA-3371571	3	24	0.0209717939406	0.0393445194014	MTOR|CRYAB|CAMK2A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3371571
Telomere C-strand (Lagging Strand) Synthesis	Reactome	R-HSA-174417	3	24	0.0209717939406	0.0393445194014	PRIM1|FEN1|POLE2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-174417
TRAF6 mediated NF-kB activation	Reactome	R-HSA-933542	3	24	0.0209717939406	0.0393445194014	S100A12|NFKB1|NFKBIA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-933542
Role of phospholipids in phagocytosis	Reactome	R-HSA-2029485	3	24	0.0209717939406	0.0393445194014	PRKCD|PIK3R1|FCGR2A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2029485
Carbohydrate digestion and absorption	KEGG PATHWAY	hsa04973	4	44	0.0210876549092	0.0394775288065	AKT2|PRKCB|MGAM|PIK3R1	http://www.genome.jp/kegg-bin/show_pathway?hsa04973/hsa:8972%09red/hsa:5579%09red/hsa:208%09red/hsa:5295%09red
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	Reactome	R-HSA-2173793	4	44	0.0210876549092	0.0394775288065	CDKN2B|E2F5|SKI|NCOR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2173793
Regulation of RAS by GAPs	Reactome	R-HSA-5658442	5	67	0.0212835992623	0.0398019172573	PSMD4|RPN2|PSMD6|SPRED1|PSMB10	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5658442
Metabolism of steroids	Reactome	R-HSA-8957322	8	147	0.0218282444882	0.0407770184269	LRP2|NCOA1|LST1|CYP19A1|PPARA|SEC24B|AKR1C3|DHCR24	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8957322
Metabolism of water-soluble vitamins and cofactors	Reactome	R-HSA-196849	7	120	0.0225684150524	0.0419907403386	CD38|ACP5|COASY|VNN2|SLC2A3|NADK|SHMT2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-196849
Proteasome	KEGG PATHWAY	hsa03050	4	45	0.0225736098403	0.0419907403386	PSMD4|RPN2|PSMD6|PSMB10	http://www.genome.jp/kegg-bin/show_pathway?hsa03050/hsa:5707%09red/hsa:9861%09red/hsa:5699%09red/hsa:5710%09red
Elastic fibre formation	Reactome	R-HSA-1566948	4	45	0.0225736098403	0.0419907403386	EFEMP1|ITGB3|EFEMP2|ITGA5	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1566948
NOTCH1 Intracellular Domain Regulates Transcription	Reactome	R-HSA-2122947	4	45	0.0225736098403	0.0419907403386	TLE2|HDAC2|NCOR2|KAT2A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2122947
Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	Reactome	R-HSA-997272	3	25	0.0231126526037	0.0425669653213	GNG4|GNGT2|KCNJ15	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-997272
Resolution of AP sites via the multiple-nucleotide patch replacement pathway	Reactome	R-HSA-110373	3	25	0.0231126526037	0.0425669653213	APEX1|FEN1|POLE2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-110373
NOTCH3 Activation and Transmission of Signal to the Nucleus	Reactome	R-HSA-9013507	3	25	0.0231126526037	0.0425669653213	PSEN1|YBX1|MIB1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9013507
Activation of G protein gated Potassium channels	Reactome	R-HSA-1296041	3	25	0.0231126526037	0.0425669653213	GNG4|GNGT2|KCNJ15	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1296041
G protein gated Potassium channels	Reactome	R-HSA-1296059	3	25	0.0231126526037	0.0425669653213	GNG4|GNGT2|KCNJ15	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1296059
G beta:gamma signalling through PI3Kgamma	Reactome	R-HSA-392451	3	25	0.0231126526037	0.0425669653213	AKT2|GNG4|GNGT2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-392451
glycolysis	BioCyc	PWY66-400	3	25	0.0231126526037	0.0425669653213	NLK|ALDOB|GAPDH	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY66-400
@@Glycolysis	PANTHER	P00024	2	17	0.064614701116	0.099616694609	NLK|GAPDH	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00024
@@Glycolysis	Reactome	R-HSA-70171	4	66	0.0685140095687	0.104636876937	NLK|PFKFB2|GAPDH|ALDOB	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-70171
Signal attenuation	Reactome	R-HSA-74749	2	9	0.0233197156259	0.0425669653213	INSR|SHC1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-74749
FGFR2b ligand binding and activation	Reactome	R-HSA-190377	2	9	0.0233197156259	0.0425669653213	FGF3|FGF2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-190377
E2F-enabled inhibition of pre-replication complex formation	Reactome	R-HSA-113507	2	9	0.0233197156259	0.0425669653213	CDK1|CCNB1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-113507
Sodium/Proton exchangers	Reactome	R-HSA-425986	2	9	0.0233197156259	0.0425669653213	SLC9A5|SLC9A1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-425986
Erythrocytes take up oxygen and release carbon dioxide	Reactome	R-HSA-1247673	2	9	0.0233197156259	0.0425669653213	CA2|CA4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1247673
@@Erythrocytes take up carbon dioxide and release oxygen	Reactome	R-HSA-1237044	2	13	0.0420183515035	0.0696734893675	CA2|CA4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1237044
Uptake and function of anthrax toxins	Reactome	R-HSA-5210891	2	9	0.0233197156259	0.0425669653213	MAP2K2|PDCD6IP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5210891
FGFR2c ligand binding and activation	Reactome	R-HSA-190375	2	9	0.0233197156259	0.0425669653213	FGF6|FGF2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-190375
OAS antiviral response	Reactome	R-HSA-8983711	2	9	0.0233197156259	0.0425669653213	FLNA|OASL	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8983711
Regulation of commissural axon pathfinding by SLIT and ROBO	Reactome	R-HSA-428542	2	9	0.0233197156259	0.0425669653213	SRC|SLIT3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-428542
EGFR interacts with phospholipase C-gamma	Reactome	R-HSA-212718	2	9	0.0233197156259	0.0425669653213	EREG|BTC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-212718
C20 prostanoid biosynthesis	BioCyc	PWY66-374	2	9	0.0233197156259	0.0425669653213	PTGDS|HPGDS	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY66-374
Tat-mediated elongation of the HIV-1 transcript	Reactome	R-HSA-167246	4	46	0.0241217591123	0.0438486635623	MNAT1|ERCC3|POLR2K|POLR2J	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-167246
HIV Transcription Elongation	Reactome	R-HSA-167169	4	46	0.0241217591123	0.0438486635623	MNAT1|ERCC3|POLR2K|POLR2J	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-167169
Nuclear Envelope Breakdown	Reactome	R-HSA-2980766	4	46	0.0241217591123	0.0438486635623	PRKCA|CDK1|CCNB1|PRKCB	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2980766
Formation of HIV-1 elongation complex containing HIV-1 Tat	Reactome	R-HSA-167200	4	46	0.0241217591123	0.0438486635623	MNAT1|ERCC3|POLR2K|POLR2J	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-167200
Maturity onset diabetes of the young	KEGG PATHWAY	hsa04950	3	26	0.0253675960471	0.045970586851	NEUROD1|HNF4A|HNF1A	http://www.genome.jp/kegg-bin/show_pathway?hsa04950/hsa:6927%09red/hsa:4760%09red
Miscellaneous transport and binding events	Reactome	R-HSA-5223345	3	26	0.0253675960471	0.045970586851	AZGP1|ADD1|CSN1S1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5223345
Insulin receptor recycling	Reactome	R-HSA-77387	3	26	0.0253675960471	0.045970586851	ATP6V1B1|INSR|ATP6V0D1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-77387
Metabolism of fat-soluble vitamins	Reactome	R-HSA-6806667	4	47	0.0257326038522	0.0465839715097	LRP2|GPC3|SDC4|AKR1C3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6806667
Cytoskeletal regulation by Rho GTPase	PANTHER	P00016	5	71	0.0261863516006	0.0473565740584	PAK4|MYH10|PAK6|LIMK1|RAC2	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00016
Formation of HIV elongation complex in the absence of HIV Tat	Reactome	R-HSA-167152	4	48	0.0274065870054	0.0493967057945	MNAT1|ERCC3|POLR2K|POLR2J	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-167152
superpathway of conversion of glucose to acetyl CoA and entry into the TCA cycle	BioCyc	PWY66-407	4	48	0.0274065870054	0.0493967057945	CS|NLK|ALDOB|GAPDH	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY66-407
Translocation of SLC2A4 (GLUT4) to the plasma membrane	Reactome	R-HSA-1445148	5	72	0.0275153666735	0.0493967057945	YWHAZ|TUBA1B|AKT2|TUBA1A|RAB10	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1445148
Regulation of FOXO transcriptional activity by acetylation	Reactome	R-HSA-9617629	2	10	0.027580903608	0.0493967057945	TXNIP|FOXO1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9617629
MET activates RAP1 and RAC1	Reactome	R-HSA-8875555	2	10	0.027580903608	0.0493967057945	CRK|RAPGEF1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8875555
Cohesin Loading onto Chromatin	Reactome	R-HSA-2470946	2	10	0.027580903608	0.0493967057945	SMC1A|RAD21	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2470946
MASTL Facilitates Mitotic Progression	Reactome	R-HSA-2465910	2	10	0.027580903608	0.0493967057945	CDK1|CCNB1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2465910
TRIF-mediated programmed cell death	Reactome	R-HSA-2562578	2	10	0.027580903608	0.0493967057945	RIPK1|TLR4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2562578
Collecting duct acid secretion	KEGG PATHWAY	hsa04966	3	27	0.0277364190851	0.0493967057945	ATP6V1B1|ATP6V0D1|CA2	http://www.genome.jp/kegg-bin/show_pathway?hsa04966/hsa:760%09red/hsa:525%09red/hsa:9114%09red
Glutamate binding, activation of AMPA receptors and synaptic plasticity	Reactome	R-HSA-399721	3	27	0.0277364190851	0.0493967057945	PRKCA|PRKCB|CAMK2A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-399721
Endogenous sterols	Reactome	R-HSA-211976	3	27	0.0277364190851	0.0493967057945	AHR|NCOA1|CYP19A1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-211976
Trafficking of AMPA receptors	Reactome	R-HSA-399719	3	27	0.0277364190851	0.0493967057945	PRKCA|PRKCB|CAMK2A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-399719
Uptake and actions of bacterial toxins	Reactome	R-HSA-5339562	3	27	0.0277364190851	0.0493967057945	MAP2K2|GUCY2C|PDCD6IP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5339562
Negative regulation of FGFR4 signaling	Reactome	R-HSA-5654733	3	27	0.0277364190851	0.0493967057945	SPRY2|FGF2|FGF6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654733
3-phosphoinositide biosynthesis	BioCyc	PWY-6352	3	27	0.0277364190851	0.0493967057945	PIK3C2B|SACM1L|PIK3R1	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-6352
Ion channel transport	Reactome	R-HSA-983712	9	185	0.0285851183938	0.0508566037483	ATP2A1|ATP2A3|CAMK2A|RIPK1|SLN|PLN|ATP6V1B1|ATP6V0D1|ATP2B2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-983712
Transcription of the HIV genome	Reactome	R-HSA-167172	5	73	0.0288864725649	0.0513407346397	MNAT1|ERCC3|POLR2K|TAF15|POLR2J	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-167172
Ovarian steroidogenesis	KEGG PATHWAY	hsa04913	4	49	0.0291440940119	0.0516939687726	INSR|CYP19A1|ADCY7|AKR1C3	http://www.genome.jp/kegg-bin/show_pathway?hsa04913/hsa:1588%09red/hsa:113%09red/hsa:8644%09red/hsa:3643%09red
Regulation of activated PAK-2p34 by proteasome mediated degradation	Reactome	R-HSA-211733	4	49	0.0291440940119	0.0516939687726	PSMD4|RPN2|PSMD6|PSMB10	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-211733
Notch-HLH transcription pathway	Reactome	R-HSA-350054	3	28	0.0302187423017	0.0535460257132	HDAC2|NCOR2|KAT2A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-350054
Cholesterol metabolism	KEGG PATHWAY	hsa04979	4	50	0.0309454535555	0.0547232793992	LRP2|ANGPTL3|APOH|CD36	http://www.genome.jp/kegg-bin/show_pathway?hsa04979/hsa:27329%09red/hsa:948%09red/hsa:4036%09red/hsa:350%09red
Neurotransmitter release cycle	Reactome	R-HSA-112310	4	50	0.0309454535555	0.0547232793992	MAOA|UNC13B|PPFIA3|SLC1A1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-112310
Peptide ligand-binding receptors	Reactome	R-HSA-375276	9	188	0.0311029087745	0.0549428844269	KISS1R|CCL13|C3AR1|NTS|TAC3|NTSR1|C3|EDNRB|AGTR1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-375276
UCH proteinases	Reactome	R-HSA-5689603	6	101	0.0311322152647	0.0549428844269	RPN2|PSMB10|PSMD4|PSMD6|ACTL6A|UCHL1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5689603
Biosynthesis of amino acids	KEGG PATHWAY	hsa01230	5	75	0.0317562903532	0.0559879978516	CS|GOT2|ALDOB|SHMT2|GAPDH	http://www.genome.jp/kegg-bin/show_pathway?hsa01230/hsa:1431%09red/hsa:2806%09red/hsa:6472%09red/hsa:229%09red/hsa:2597%09red
Type I hemidesmosome assembly	Reactome	R-HSA-446107	2	11	0.0321273811022	0.0560235165993	KRT14|KRT5	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-446107
CDC6 association with the ORC:origin complex	Reactome	R-HSA-68689	2	11	0.0321273811022	0.0560235165993	E2F1|CDC6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-68689
DSCAM interactions	Reactome	R-HSA-376172	2	11	0.0321273811022	0.0560235165993	MAPK14|MAPK12	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-376172
CD28 dependent Vav1 pathway	Reactome	R-HSA-389359	2	11	0.0321273811022	0.0560235165993	FYN|CD86	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-389359
Regulated proteolysis of p75NTR	Reactome	R-HSA-193692	2	11	0.0321273811022	0.0560235165993	NFKB1|PSEN1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-193692
Condensation of Prometaphase Chromosomes	Reactome	R-HSA-2514853	2	11	0.0321273811022	0.0560235165993	CDK1|CCNB1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2514853
Establishment of Sister Chromatid Cohesion	Reactome	R-HSA-2468052	2	11	0.0321273811022	0.0560235165993	SMC1A|RAD21	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2468052
Apoptotic cleavage of cell adhesion  proteins	Reactome	R-HSA-351906	2	11	0.0321273811022	0.0560235165993	TJP1|CASP3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-351906
Regulation of gene expression by Hypoxia-inducible Factor	Reactome	R-HSA-1234158	2	11	0.0321273811022	0.0560235165993	CA9|VEGFA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1234158
NOTCH4 Activation and Transmission of Signal to the Nucleus	Reactome	R-HSA-9013700	2	11	0.0321273811022	0.0560235165993	YWHAZ|PSEN1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9013700
Calcineurin activates NFAT	Reactome	R-HSA-2025928	2	11	0.0321273811022	0.0560235165993	PPP3CA|PPIA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2025928
Ubiquitin-dependent degradation of Cyclin D	Reactome	R-HSA-75815	4	51	0.0328109383796	0.0568819582268	PSMD4|RPN2|PSMD6|PSMB10	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-75815
Vpu mediated degradation of CD4	Reactome	R-HSA-180534	4	51	0.0328109383796	0.0568819582268	PSMD4|RPN2|PSMD6|PSMB10	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-180534
Autodegradation of the E3 ubiquitin ligase COP1	Reactome	R-HSA-349425	4	51	0.0328109383796	0.0568819582268	PSMD4|RPN2|PSMD6|PSMB10	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-349425
Budding and maturation of HIV virion	Reactome	R-HSA-162588	3	29	0.032814022599	0.0568819582268	VPS37B|PPIA|PDCD6IP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-162588
Surfactant metabolism	Reactome	R-HSA-5683826	3	29	0.032814022599	0.0568819582268	GATA6|CSF2RB|SLC34A1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5683826
PIWI-interacting RNA (piRNA) biogenesis	Reactome	R-HSA-5601884	3	29	0.032814022599	0.0568819582268	POLR2K|PIWIL1|POLR2J	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5601884
