From	To	Species	Gene Name
79819	WDR78	Homo sapiens	WD repeat domain 78(WDR78)
220988	HNRNPA3	Homo sapiens	heterogeneous nuclear ribonucleoprotein A3(HNRNPA3)
8821	INPP4B	Homo sapiens	inositol polyphosphate-4-phosphatase type II B(INPP4B)
10141	LINC01587	Homo sapiens	long intergenic non-protein coding RNA 1587(LINC01587)
338440	ANO9	Homo sapiens	anoctamin 9(ANO9)
23457	ABCB9	Homo sapiens	ATP binding cassette subfamily B member 9(ABCB9)
339768	ESPNL	Homo sapiens	espin-like(ESPNL)
521	ATP5I	Homo sapiens	ATP synthase, H+ transporting, mitochondrial Fo complex subunit E(ATP5I)
152503	SH3D19	Homo sapiens	SH3 domain containing 19(SH3D19)
54522	ANKRD16	Homo sapiens	ankyrin repeat domain 16(ANKRD16)
55852	TEX2	Homo sapiens	testis expressed 2(TEX2)
23450	SF3B3	Homo sapiens	splicing factor 3b subunit 3(SF3B3)
79801	SHCBP1	Homo sapiens	SHC binding and spindle associated 1(SHCBP1)
55851	PSENEN	Homo sapiens	presenilin enhancer gamma-secretase subunit(PSENEN)
79803	HPS6	Homo sapiens	HPS6, biogenesis of lysosomal organelles complex 2 subunit 3(HPS6)
526	ATP6V1B2	Homo sapiens	ATPase H+ transporting V1 subunit B2(ATP6V1B2)
55857	KIZ	Homo sapiens	kizuna centrosomal protein(KIZ)
8814	CDKL1	Homo sapiens	cyclin dependent kinase like 1(CDKL1)
55856	ACOT13	Homo sapiens	acyl-CoA thioesterase 13(ACOT13)
8812	CCNK	Homo sapiens	cyclin K(CCNK)
10144	FAM13A	Homo sapiens	family with sequence similarity 13 member A(FAM13A)
529	ATP6V1E1	Homo sapiens	ATPase H+ transporting V1 subunit E1(ATP6V1E1)
8817	FGF18	Homo sapiens	fibroblast growth factor 18(FGF18)
8818	DPM2	Homo sapiens	dolichyl-phosphate mannosyltransferase subunit 2, regulatory(DPM2)
8815	BANF1	Homo sapiens	barrier to autointegration factor 1(BANF1)
55859	BEX1	Homo sapiens	brain expressed X-linked 1(BEX1)
284161	GDPD1	Homo sapiens	glycerophosphodiester phosphodiesterase domain containing 1(GDPD1)
23429	RYBP	Homo sapiens	RING1 and YY1 binding protein(RYBP)
128853	DUSP15	Homo sapiens	dual specificity phosphatase 15(DUSP15)
339761	CYP27C1	Homo sapiens	cytochrome P450 family 27 subfamily C member 1(CYP27C1)
23421	ITGB3BP	Homo sapiens	integrin subunit beta 3 binding protein(ITGB3BP)
23423	TMED3	Homo sapiens	transmembrane p24 trafficking protein 3(TMED3)
80818	ZNF436	Homo sapiens	zinc finger protein 436(ZNF436)
23424	TDRD7	Homo sapiens	tudor domain containing 7(TDRD7)
23426	GRIP1	Homo sapiens	glutamate receptor interacting protein 1(GRIP1)
10117	ENAM	Homo sapiens	enamelin(ENAM)
533	ATP6V0B	Homo sapiens	ATPase H+ transporting V0 subunit b(ATP6V0B)
79831	KDM8	Homo sapiens	lysine demethylase 8(KDM8)
54532	USP53	Homo sapiens	ubiquitin specific peptidase 53(USP53)
79834	PEAK1	Homo sapiens	pseudopodium enriched atypical kinase 1(PEAK1)
79833	gemin6	Homo sapiens	gem nuclear organelle associated protein 6(GEMIN6)
54538	ROBO4	Homo sapiens	roundabout guidance receptor 4(ROBO4)
10110	SGK2	Homo sapiens	SGK2, serine/threonine kinase 2(SGK2)
54537	FAM35A	Homo sapiens	family with sequence similarity 35 member A(FAM35A)
8825	LIN7A	Homo sapiens	lin-7 homolog A, crumbs cell polarity complex component(LIN7A)
538	ATP7A	Homo sapiens	ATPase copper transporting alpha(ATP7A)
54536	EXOC6	Homo sapiens	exocyst complex component 6(EXOC6)
8822	FGF17	Homo sapiens	fibroblast growth factor 17(FGF17)
10112	KIF20A	Homo sapiens	kinesin family member 20A(KIF20A)
54535	CCHCR1	Homo sapiens	coiled-coil alpha-helical rod protein 1(CCHCR1)
79837	PIP4K2C	Homo sapiens	phosphatidylinositol-5-phosphate 4-kinase type 2 gamma(PIP4K2C)
8829	NRP1	Homo sapiens	neuropilin 1(NRP1)
10113	PREB	Homo sapiens	prolactin regulatory element binding(PREB)
10116	FEM1B	Homo sapiens	fem-1 homolog B(FEM1B)
54539	NDUFB11	Homo sapiens	NADH:ubiquinone oxidoreductase subunit B11(NDUFB11)
23438	HARS2	Homo sapiens	histidyl-tRNA synthetase 2, mitochondrial(HARS2)
8842	PROM1	Homo sapiens	prominin 1(PROM1)
8843	hcar3	Homo sapiens	hydroxycarboxylic acid receptor 3(HCAR3)
8840	WISP1	Homo sapiens	WNT1 inducible signaling pathway protein 1(WISP1)
8841	HDAC3	Homo sapiens	histone deacetylase 3(HDAC3)
23432	GPR161	Homo sapiens	G protein-coupled receptor 161(GPR161)
23433	RHOQ	Homo sapiens	ras homolog family member Q(RHOQ)
441478	NRARP	Homo sapiens	NOTCH-regulated ankyrin repeat protein(NRARP)
55872	PBK	Homo sapiens	PDZ binding kinase(PBK)
10129	FRY	Homo sapiens	FRY microtubule binding protein(FRY)
55870	ASH1L	Homo sapiens	ASH1 like histone lysine methyltransferase(ASH1L)
54545	MTMR12	Homo sapiens	myotubularin related protein 12(MTMR12)
79820	CATSPERB	Homo sapiens	cation channel sperm associated auxiliary subunit beta(CATSPERB)
545	ATR	Homo sapiens	ATR serine/threonine kinase(ATR)
79823	CAMKMT	Homo sapiens	calmodulin-lysine N-methyltransferase(CAMKMT)
54549	SDK2	Homo sapiens	sidekick cell adhesion molecule 2(SDK2)
8835	SOCS2	Homo sapiens	suppressor of cytokine signaling 2(SOCS2)
10121	ACTR1A	Homo sapiens	ARP1 actin-related protein 1 homolog A, centractin alpha(ACTR1A)
549	AUH	Homo sapiens	AU RNA binding methylglutaconyl-CoA hydratase(AUH)
54546	RNF186	Homo sapiens	ring finger protein 186(RNF186)
7507	XPA	Homo sapiens	XPA, DNA damage recognition and repair factor(XPA)
8839	wisp2	Homo sapiens	WNT1 inducible signaling pathway protein 2(WISP2)
79829	NAA40	Homo sapiens	N(alpha)-acetyltransferase 40, NatD catalytic subunit(NAA40)
641700	ECSCR	Homo sapiens	endothelial cell surface expressed chemotaxis and apoptosis regulator(ECSCR)
10124	ARL4A	Homo sapiens	ADP ribosylation factor like GTPase 4A(ARL4A)
8837	CFLAR	Homo sapiens	CASP8 and FADD like apoptosis regulator(CFLAR)
7508	XPC	Homo sapiens	XPC complex subunit, DNA damage recognition and repair factor(XPC)
23406	COTL1	Homo sapiens	coactosin like F-actin binding protein 1(COTL1)
8850	KAT2B	Homo sapiens	lysine acetyltransferase 2B(KAT2B)
23408	SIRT5	Homo sapiens	sirtuin 5(SIRT5)
23409	SIRT4	Homo sapiens	sirtuin 4(SIRT4)
23400	ATP13A2	Homo sapiens	ATPase 13A2(ATP13A2)
80833	apol3	Homo sapiens	apolipoprotein L3(APOL3)
23401	FRAT2	Homo sapiens	frequently rearranged in advanced T-cell lymphomas 2(FRAT2)
339745	SPOPL	Homo sapiens	speckle type BTB/POZ protein like(SPOPL)
550	AUP1	Homo sapiens	ancient ubiquitous protein 1(AUP1)
54552	GNL3L	Homo sapiens	G protein nucleolar 3 like(GNL3L)
79850	fam57a	Homo sapiens	family with sequence similarity 57 member A(FAM57A)
54551	MAGEL2	Homo sapiens	MAGE family member L2(MAGEL2)
196996	GRAMD2	Homo sapiens	GRAM domain containing 2(GRAMD2)
552	AVPR1A	Homo sapiens	arginine vasopressin receptor 1A(AVPR1A)
79852	EPHX3	Homo sapiens	epoxide hydrolase 3(EPHX3)
553	AVPR1B	Homo sapiens	arginine vasopressin receptor 1B(AVPR1B)
554	AVPR2	Homo sapiens	arginine vasopressin receptor 2(AVPR2)
54556	ING3	Homo sapiens	inhibitor of growth family member 3(ING3)
54555	DDX49	Homo sapiens	DEAD-box helicase 49(DDX49)
54554	WDR5B	Homo sapiens	WD repeat domain 5B(WDR5B)
558	AXL	Homo sapiens	AXL receptor tyrosine kinase(AXL)
7514	XPO1	Homo sapiens	exportin 1(XPO1)
8846	ALKBH1	Homo sapiens	alkB homolog 1, histone H2A dioxygenase(ALKBH1)
92815	HIST3H2A	Homo sapiens	histone cluster 3 H2A(HIST3H2A)
8844	KSR1	Homo sapiens	kinase suppressor of ras 1(KSR1)
54557	SGTB	Homo sapiens	small glutamine rich tetratricopeptide repeat containing beta(SGTB)
55888	ZKSCAN7	Homo sapiens	zinc finger with KRAB and SCAN domains 7(ZKSCAN7)
7515	XRCC1	Homo sapiens	X-ray repair cross complementing 1(XRCC1)
7518	XRCC4	Homo sapiens	X-ray repair cross complementing 4(XRCC4)
7517	XRCC3	Homo sapiens	X-ray repair cross complementing 3(XRCC3)
8861	LDB1	Homo sapiens	LIM domain binding 1(LDB1)
7532	YWHAG	Homo sapiens	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma(YWHAG)
8864	PER2	Homo sapiens	period circadian clock 2(PER2)
8862	apln	Homo sapiens	apelin(APLN)
23410	SIRT3	Homo sapiens	sirtuin 3(SIRT3)
340719	NANOS1	Homo sapiens	nanos C2HC-type zinc finger 1(NANOS1)
23411	SIRT1	Homo sapiens	sirtuin 1(SIRT1)
23412	COMMD3	Homo sapiens	COMM domain containing 3(COMMD3)
23413	NCS1	Homo sapiens	neuronal calcium sensor 1(NCS1)
23414	ZFPM2	Homo sapiens	zinc finger protein, FOG family member 2(ZFPM2)
23415	KCNH4	Homo sapiens	potassium voltage-gated channel subfamily H member 4(KCNH4)
144097	C11orf84	Homo sapiens	chromosome 11 open reading frame 84(C11orf84)
10106	CTDSP2	Homo sapiens	CTD small phosphatase 2(CTDSP2)
563	AZGP1	Homo sapiens	alpha-2-glycoprotein 1, zinc-binding(AZGP1)
55892	MYNN	Homo sapiens	myoneurin(MYNN)
10109	ARPC2	Homo sapiens	actin related protein 2/3 complex subunit 2(ARPC2)
79841	AGBL2	Homo sapiens	ATP/GTP binding protein like 2(AGBL2)
54567	DLL4	Homo sapiens	delta like canonical Notch ligand 4(DLL4)
55897	MESP1	Homo sapiens	mesoderm posterior bHLH transcription factor 1(MESP1)
80831	APOL5	Homo sapiens	apolipoprotein L5(APOL5)
567	B2M	Homo sapiens	beta-2-microglobulin(B2M)
79846	CFAP69	Homo sapiens	cilia and flagella associated protein 69(CFAP69)
10101	NUBP2	Homo sapiens	nucleotide binding protein 2(NUBP2)
79849	PDZD3	Homo sapiens	PDZ domain containing 3(PDZD3)
8856	NR1I2	Homo sapiens	nuclear receptor subfamily 1 group I member 2(NR1I2)
79848	CSPP1	Homo sapiens	centrosome and spindle pole associated protein 1(CSPP1)
10103	TSPAN1	Homo sapiens	tetraspanin 1(TSPAN1)
7528	YY1	Homo sapiens	YY1 transcription factor(YY1)
8871	SYNJ2	Homo sapiens	synaptojanin 2(SYNJ2)
65220	NADK	Homo sapiens	NAD kinase(NADK)
92840	REEP6	Homo sapiens	receptor accessory protein 6(REEP6)
6210	rps15a	Homo sapiens	ribosomal protein S15a(RPS15A)
285498	RNF212	Homo sapiens	ring finger protein 212(RNF212)
8875	VNN2	Homo sapiens	vanin 2(VNN2)
7542	ZFPL1	Homo sapiens	zinc finger protein like 1(ZFPL1)
570	baat	Homo sapiens	bile acid-CoA:amino acid N-acyltransferase(BAAT)
79872	CBLL1	Homo sapiens	Cbl proto-oncogene like 1(CBLL1)
573	BAG1	Homo sapiens	BCL2 associated athanogene 1(BAG1)
79871	RPAP2	Homo sapiens	RNA polymerase II associated protein 2(RPAP2)
79874	RABEP2	Homo sapiens	rabaptin, RAB GTPase binding effector protein 2(RABEP2)
575	ADGRB1	Homo sapiens	adhesion G protein-coupled receptor B1(ADGRB1)
576	ADGRB2	Homo sapiens	adhesion G protein-coupled receptor B2(ADGRB2)
255631	COL24A1	Homo sapiens	collagen type XXIV alpha 1 chain(COL24A1)
577	ADGRB3	Homo sapiens	adhesion G protein-coupled receptor B3(ADGRB3)
578	BAK1	Homo sapiens	BCL2 antagonist/killer 1(BAK1)
579	NKX3-2	Homo sapiens	NK3 homeobox 2(NKX3-2)
79877	DCAKD	Homo sapiens	dephospho-CoA kinase domain containing(DCAKD)
7535	ZAP70	Homo sapiens	zeta chain of T cell receptor associated protein kinase 70(ZAP70)
7538	ZFP36	Homo sapiens	ZFP36 ring finger protein(ZFP36)
6206	RPS12	Homo sapiens	ribosomal protein S12(RPS12)
6209	RPS15	Homo sapiens	ribosomal protein S15(RPS15)
6208	RPS14	Homo sapiens	ribosomal protein S14(RPS14)
170384	FUT11	Homo sapiens	fucosyltransferase 11(FUT11)
8882	ZPR1	Homo sapiens	ZPR1 zinc finger(ZPR1)
8883	NAE1	Homo sapiens	NEDD8 activating enzyme E1 subunit 1(NAE1)
7554	ZNF8	Homo sapiens	zinc finger protein 8(ZNF8)
6222	RPS18	Homo sapiens	ribosomal protein S18(RPS18)
8887	TAX1BP1	Homo sapiens	Tax1 binding protein 1(TAX1BP1)
8884	SLC5A6	Homo sapiens	solute carrier family 5 member 6(SLC5A6)
7555	CNBP	Homo sapiens	CCHC-type zinc finger nucleic acid binding protein(CNBP)
580	BARD1	Homo sapiens	BRCA1 associated RING domain 1(BARD1)
581	BAX	Homo sapiens	BCL2 associated X, apoptosis regulator(BAX)
54585	LZTFL1	Homo sapiens	leucine zipper transcription factor like 1(LZTFL1)
79861	TUBAL3	Homo sapiens	tubulin alpha like 3(TUBAL3)
586	BCAT1	Homo sapiens	branched chain amino acid transaminase 1(BCAT1)
115572	FAM46B	Homo sapiens	family with sequence similarity 46 member B(FAM46B)
79862	ZNF669	Homo sapiens	zinc finger protein 669(ZNF669)
79864	C11orf63	Homo sapiens	chromosome 11 open reading frame 63(C11orf63)
54587	MXRA8	Homo sapiens	matrix remodeling associated 8(MXRA8)
79867	TCTN2	Homo sapiens	tectonic family member 2(TCTN2)
80852	GRIP2	Homo sapiens	glutamate receptor interacting protein 2(GRIP2)
79866	BORA	Homo sapiens	bora, aurora kinase A activator(BORA)
80851	SH3BP5L	Homo sapiens	SH3 binding domain protein 5 like(SH3BP5L)
8879	SGPL1	Homo sapiens	sphingosine-1-phosphate lyase 1(SGPL1)
7546	ZIC2	Homo sapiens	Zic family member 2(ZIC2)
8878	SQSTM1	Homo sapiens	sequestosome 1(SQSTM1)
256979	SUN3	Homo sapiens	Sad1 and UNC84 domain containing 3(SUN3)
8893	EIF2B5	Homo sapiens	eukaryotic translation initiation factor 2B subunit epsilon(EIF2B5)
10090	UST	Homo sapiens	uronyl 2-sulfotransferase(UST)
6232	RPS27	Homo sapiens	ribosomal protein S27(RPS27)
8891	EIF2B3	Homo sapiens	eukaryotic translation initiation factor 2B subunit gamma(EIF2B3)
8892	EIF2B2	Homo sapiens	eukaryotic translation initiation factor 2B subunit beta(EIF2B2)
6234	RPS28	Homo sapiens	ribosomal protein S28(RPS28)
7564	ZNF16	Homo sapiens	zinc finger protein 16(ZNF16)
6236	RRAD	Homo sapiens	RRAD, Ras related glycolysis inhibitor and calcium channel regulator(RRAD)
7566	ZNF18	Homo sapiens	zinc finger protein 18(ZNF18)
200504	GKN2	Homo sapiens	gastrokine 2(GKN2)
590	BCHE	Homo sapiens	butyrylcholinesterase(BCHE)
8890	EIF2B4	Homo sapiens	eukaryotic translation initiation factor 2B subunit delta(EIF2B4)
597	BCL2A1	Homo sapiens	BCL2 related protein A1(BCL2A1)
84329	HVCN1	Homo sapiens	hydrogen voltage gated channel 1(HVCN1)
599	BCL2L2	Homo sapiens	BCL2 like 2(BCL2L2)
151126	ZNF385B	Homo sapiens	zinc finger protein 385B(ZNF385B)
84320	ACBD6	Homo sapiens	acyl-CoA binding domain containing 6(ACBD6)
6227	RPS21	Homo sapiens	ribosomal protein S21(RPS21)
10098	TSPAN5	Homo sapiens	tetraspanin 5(TSPAN5)
6229	RPS24	Homo sapiens	ribosomal protein S24(RPS24)
7559	ZNF12	Homo sapiens	zinc finger protein 12(ZNF12)
6241	RRM2	Homo sapiens	ribonucleotide reductase regulatory subunit M2(RRM2)
7572	ZNF24	Homo sapiens	zinc finger protein 24(ZNF24)
6240	RRM1	Homo sapiens	ribonucleotide reductase catalytic subunit M1(RRM1)
6242	RTKN	Homo sapiens	rhotekin(RTKN)
6247	RS1	Homo sapiens	retinoschisin 1(RS1)
84309	NUDT16L1	Homo sapiens	nudix hydrolase 16 like 1(NUDT16L1)
127495	LRRC39	Homo sapiens	leucine rich repeat containing 39(LRRC39)
7570	ZNF22	Homo sapiens	zinc finger protein 22(ZNF22)
84316	NAA38	Homo sapiens	N(alpha)-acetyltransferase 38, NatC auxiliary subunit(NAA38)
84313	VPS25	Homo sapiens	vacuolar protein sorting 25 homolog(VPS25)
84315	MON1A	Homo sapiens	MON1 homolog A, secretory trafficking associated(MON1A)
728819	C1GALT1C1L	Homo sapiens	C1GALT1-specific chaperone 1 like(C1GALT1C1L)
84314	TMEM107	Homo sapiens	transmembrane protein 107(TMEM107)
6238	RRBP1	Homo sapiens	ribosome binding protein 1(RRBP1)
7569	ZNF182	Homo sapiens	zinc finger protein 182(ZNF182)
6237	RRAS	Homo sapiens	related RAS viral (r-ras) oncogene homolog(RRAS)
84311	MRPL45	Homo sapiens	mitochondrial ribosomal protein L45(MRPL45)
6252	RTN1	Homo sapiens	reticulon 1(RTN1)
6256	RXRA	Homo sapiens	retinoid X receptor alpha(RXRA)
10073	SNUPN	Homo sapiens	snurportin 1(SNUPN)
405754	ERVFRD-1	Homo sapiens	endogenous retrovirus group FRD member 1(ERVFRD-1)
10072	DPP3	Homo sapiens	dipeptidyl peptidase 3(DPP3)
405753	DUOXA2	Homo sapiens	dual oxidase maturation factor 2(DUOXA2)
6258	RXRG	Homo sapiens	retinoid X receptor gamma(RXRG)
10075	HUWE1	Homo sapiens	HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase(HUWE1)
23387	SIK3	Homo sapiens	SIK family kinase 3(SIK3)
23389	MED13L	Homo sapiens	mediator complex subunit 13 like(MED13L)
23381	SMG5	Homo sapiens	SMG5, nonsense mediated mRNA decay factor(SMG5)
23382	AHCYL2	Homo sapiens	adenosylhomocysteinase like 2(AHCYL2)
23384	SPECC1L	Homo sapiens	sperm antigen with calponin homology and coiled-coil domains 1 like(SPECC1L)
23385	NCSTN	Homo sapiens	nicastrin(NCSTN)
6249	CLIP1	Homo sapiens	CAP-Gly domain containing linker protein 1(CLIP1)
10076	PTPRU	Homo sapiens	protein tyrosine phosphatase, receptor type U(PTPRU)
10079	ATP9A	Homo sapiens	ATPase phospholipid transporting 9A (putative)(ATP9A)
60370	AVPI1	Homo sapiens	arginine vasopressin induced 1(AVPI1)
6263	RYR3	Homo sapiens	ryanodine receptor 3(RYR3)
6262	RYR2	Homo sapiens	ryanodine receptor 2(RYR2)
10084	PQBP1	Homo sapiens	polyglutamine binding protein 1(PQBP1)
7597	ZBTB25	Homo sapiens	zinc finger and BTB domain containing 25(ZBTB25)
10083	USH1C	Homo sapiens	USH1 protein network component harmonin(USH1C)
23397	NCAPH	Homo sapiens	non-SMC condensin I complex subunit H(NCAPH)
23390	ZDHHC17	Homo sapiens	zinc finger DHHC-type containing 17(ZDHHC17)
23392	KIAA0368	Homo sapiens	KIAA0368(KIAA0368)
254359	ZDHHC24	Homo sapiens	zinc finger DHHC-type containing 24(ZDHHC24)
84335	AKT1S1	Homo sapiens	AKT1 substrate 1(AKT1S1)
84334	APOPT1	Homo sapiens	apoptogenic 1, mitochondrial(APOPT1)
23394	ADNP	Homo sapiens	activity dependent neuroprotector homeobox(ADNP)
84337	ELOF1	Homo sapiens	elongation factor 1 homolog(ELOF1)
23395	LARS2	Homo sapiens	leucyl-tRNA synthetase 2, mitochondrial(LARS2)
84336	TMEM101	Homo sapiens	transmembrane protein 101(TMEM101)
84332	dydc2	Homo sapiens	DPY30 domain containing 2(DYDC2)
152485	ZNF827	Homo sapiens	zinc finger protein 827(ZNF827)
138199	CARNMT1	Homo sapiens	carnosine N-methyltransferase 1(CARNMT1)
6273	S100A2	Homo sapiens	S100 calcium binding protein A2(S100A2)
6275	S100A4	Homo sapiens	S100 calcium binding protein A4(S100A4)
10051	SMC4	Homo sapiens	structural maintenance of chromosomes 4(SMC4)
10053	AP1M2	Homo sapiens	adaptor related protein complex 1 mu 2 subunit(AP1M2)
6279	S100A8	Homo sapiens	S100 calcium binding protein A8(S100A8)
10052	GJC1	Homo sapiens	gap junction protein gamma 1(GJC1)
23367	LARP1	Homo sapiens	La ribonucleoprotein domain family member 1(LARP1)
23361	ZNF629	Homo sapiens	zinc finger protein 629(ZNF629)
55803	ADAP2	Homo sapiens	ArfGAP with dual PH domains 2(ADAP2)
55802	DCP1A	Homo sapiens	decapping mRNA 1A(DCP1A)
55800	SCN3B	Homo sapiens	sodium voltage-gated channel beta subunit 3(SCN3B)
343035	RD3	Homo sapiens	retinal degeneration 3(RD3)
55806	HR	Homo sapiens	hair growth associated(HR)
10058	ABCB6	Homo sapiens	ATP binding cassette subfamily B member 6 (Langereis blood group)(ABCB6)
6285	S100B	Homo sapiens	S100 calcium binding protein B(S100B)
6284	S100A13	Homo sapiens	S100 calcium binding protein A13(S100A13)
10060	ABCC9	Homo sapiens	ATP binding cassette subfamily C member 9(ABCC9)
55808	ST6GALNAC1	Homo sapiens	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 1(ST6GALNAC1)
10063	COX17	Homo sapiens	COX17, cytochrome c oxidase copper chaperone(COX17)
6281	S100A10	Homo sapiens	S100 calcium binding protein A10(S100A10)
6280	S100A9	Homo sapiens	S100 calcium binding protein A9(S100A9)
6283	S100A12	Homo sapiens	S100 calcium binding protein A12(S100A12)
6282	S100A11	Homo sapiens	S100 calcium binding protein A11(S100A11)
23370	ARHGEF18	Homo sapiens	Rho/Rac guanine nucleotide exchange factor 18(ARHGEF18)
23371	TNS2	Homo sapiens	tensin 2(TNS2)
55813	UTP6	Homo sapiens	UTP6, small subunit processome component(UTP6)
10067	SCAMP3	Homo sapiens	secretory carrier membrane protein 3(SCAMP3)
55816	DOK5	Homo sapiens	docking protein 5(DOK5)
6296	acsm3	Homo sapiens	acyl-CoA synthetase medium-chain family member 3(ACSM3)
6297	sall2	Homo sapiens	spalt like transcription factor 2(SALL2)
55819	RNF130	Homo sapiens	ring finger protein 130(RNF130)
6299	SALL1	Homo sapiens	spalt like transcription factor 1(SALL1)
23344	ESYT1	Homo sapiens	extended synaptotagmin 1(ESYT1)
23345	SYNE1	Homo sapiens	spectrin repeat containing nuclear envelope protein 1(SYNE1)
23347	SMCHD1	Homo sapiens	structural maintenance of chromosomes flexible hinge domain containing 1(SMCHD1)
6293	VPS52	Homo sapiens	VPS52, GARP complex subunit(VPS52)
55825	PECR	Homo sapiens	peroxisomal trans-2-enoyl-CoA reductase(PECR)
55824	PAG1	Homo sapiens	phosphoprotein membrane anchor with glycosphingolipid microdomains 1(PAG1)
55823	VPS11	Homo sapiens	VPS11, CORVET/HOPS core subunit(VPS11)
140458	ASB5	Homo sapiens	ankyrin repeat and SOCS box containing 5(ASB5)
55829	SELENOS	Homo sapiens	selenoprotein S(SELENOS)
10036	CHAF1A	Homo sapiens	chromatin assembly factor 1 subunit A(CHAF1A)
10038	parp2	Homo sapiens	poly(ADP-ribose) polymerase 2(PARP2)
10040	TOM1L1	Homo sapiens	target of myb1 like 1 membrane trafficking protein(TOM1L1)
10042	HMGXB4	Homo sapiens	HMG-box containing 4(HMGXB4)
23353	SUN1	Homo sapiens	Sad1 and UNC84 domain containing 1(SUN1)
23354	HAUS5	Homo sapiens	HAUS augmin like complex subunit 5(HAUS5)
153768	PRELID2	Homo sapiens	PRELI domain containing 2(PRELID2)
23358	USP24	Homo sapiens	ubiquitin specific peptidase 24(USP24)
138151	NACC2	Homo sapiens	NACC family member 2(NACC2)
280664	WFDC10B	Homo sapiens	WAP four-disulfide core domain 10B(WFDC10B)
140465	MYL6B	Homo sapiens	myosin light chain 6B(MYL6B)
10044	SH2D3C	Homo sapiens	SH2 domain containing 3C(SH2D3C)
10043	TOM1	Homo sapiens	target of myb1 membrane trafficking protein(TOM1)
54503	ZDHHC13	Homo sapiens	zinc finger DHHC-type containing 13(ZDHHC13)
140469	MYO3B	Homo sapiens	myosin IIIB(MYO3B)
54509	RHOF	Homo sapiens	ras homolog family member F, filopodia associated(RHOF)
10048	RANBP9	Homo sapiens	RAN binding protein 9(RANBP9)
55839	CENPN	Homo sapiens	centromere protein N(CENPN)
54507	ADAMTSL4	Homo sapiens	ADAMTS like 4(ADAMTSL4)
55837	EAPP	Homo sapiens	E2F associated phosphoprotein(EAPP)
10049	DNAJB6	Homo sapiens	DnaJ heat shock protein family (Hsp40) member B6(DNAJB6)
90161	HS6ST2	Homo sapiens	heparan sulfate 6-O-sulfotransferase 2(HS6ST2)
2702	GJA5	Homo sapiens	gap junction protein alpha 5(GJA5)
2701	GJA4	Homo sapiens	gap junction protein alpha 4(GJA4)
2700	GJA3	Homo sapiens	gap junction protein alpha 3(GJA3)
2709	GJB5	Homo sapiens	gap junction protein beta 5(GJB5)
2707	GJB3	Homo sapiens	gap junction protein beta 3(GJB3)
2706	GJB2	Homo sapiens	gap junction protein beta 2(GJB2)
