##Databases: PANTHER, KEGG PATHWAY, Reactome, BioCyc
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Signaling by Non-Receptor Tyrosine Kinases	Reactome	R-HSA-9006927	5	52	0.0125211273015	0.025748499151	CRK|AKT1|KHDRBS1|ARAP1|KHDRBS2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9006927
Dilated cardiomyopathy (DCM)	KEGG PATHWAY	hsa05414	7	96	0.013141513246	0.0269609005633	TGFB2|TNNT2|ADCY3|TPM3|ADCY8|TNNI3|TNNC1	http://www.genome.jp/kegg-bin/show_pathway?hsa05414/hsa:7139%09red/hsa:7137%09red/hsa:7170%09red/hsa:7042%09red/hsa:114%09red/hsa:109%09red
RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function	Reactome	R-HSA-8936459	7	96	0.013141513246	0.0269609005633	HDAC1|NR4A3|ZFPM1|H2AFX|KAT2B|CBFB|SIN3A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8936459
p38 MAPK pathway	PANTHER	P05918	4	34	0.0133998823305	0.0274266597409	MKNK2|MAPK11|TRAF6|HSPB1	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P05918
SUMOylation of ubiquitinylation proteins	Reactome	R-HSA-3232142	4	34	0.0133998823305	0.0274266597409	UBE2I|TRIM27|PIAS1|TPR	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3232142
Regulation of cholesterol biosynthesis by SREBP (SREBF)	Reactome	R-HSA-1655829	5	53	0.0134346886469	0.0274643238423	SP1|NCOA1|RXRA|CREBBP|NFYB	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1655829
Deposition of new CENPA-containing nucleosomes at the centromere	Reactome	R-HSA-606279	6	74	0.0134653656324	0.0274643238423	RUVBL1|OIP5|H2AFX|RBBP7|RBBP4|ITGB3BP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-606279
Nucleosome assembly	Reactome	R-HSA-774815	6	74	0.0134653656324	0.0274643238423	RUVBL1|OIP5|H2AFX|RBBP7|RBBP4|ITGB3BP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-774815
Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane	Reactome	R-HSA-190840	3	18	0.0138223238058	0.0280941540768	GJA1|TUBA1A|TUBA8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-190840
Signaling by Ligand-Responsive EGFR Variants in Cancer	Reactome	R-HSA-5637815	3	18	0.0138223238058	0.0280941540768	PIK3CA|SHC1|PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5637815
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	Reactome	R-HSA-1236382	3	18	0.0138223238058	0.0280941540768	PIK3CA|SHC1|PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1236382
Cell adhesion molecules (CAMs)	KEGG PATHWAY	hsa04514	9	146	0.0140398553735	0.0285031866631	SELL|MPZL1|NRCAM|CD40|CD226|ICAM1|CD8A|PTPRC|CDH5	http://www.genome.jp/kegg-bin/show_pathway?hsa04514/hsa:3383%09red/hsa:4897%09red/hsa:958%09red/hsa:10666%09red/hsa:5788%09red/hsa:6402%09red/hsa:925%09red/hsa:9019%09red/hsa:1003%09red
PLC beta mediated events	Reactome	R-HSA-112043	5	54	0.0143921025071	0.0291506705874	MAPK1|PRKAR2B|ADCY8|CAMK2B|ADCY3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-112043
Intraflagellar transport	Reactome	R-HSA-5620924	5	54	0.0143921025071	0.0291506705874	IFT20|TUBA1A|KIF17|DLC1|IFT57	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5620924
Angiotensin II-stimulated signaling through G proteins and beta-arrestin	PANTHER	P05911	4	35	0.01464995329	0.0295702632728	MAPK1|GRK5|GNG11|ARRB1	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P05911
GABA-B receptor II signaling	PANTHER	P05731	4	35	0.01464995329	0.0295702632728	PRKAR2B|ADCY8|GNG11|CACNA1G	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P05731
RHO GTPases Activate WASPs and WAVEs	Reactome	R-HSA-5663213	4	35	0.01464995329	0.0295702632728	BAIAP2|MAPK1|BTK|WASF3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5663213
Loss of MECP2 binding ability to the NCoR/SMRT complex	Reactome	R-HSA-9022537	2	6	0.0150605720959	0.0302247719815	HDAC3|NCOR1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9022537
p75NTR negatively regulates cell cycle via SC1	Reactome	R-HSA-193670	2	6	0.0150605720959	0.0302247719815	HDAC1|HDAC3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-193670
CLEC7A/inflammasome pathway	Reactome	R-HSA-5660668	2	6	0.0150605720959	0.0302247719815	NFKB1|IL1B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5660668
RUNX1 regulates transcription of genes involved in differentiation of myeloid cells	Reactome	R-HSA-8939246	2	6	0.0150605720959	0.0302247719815	CBFB|CREBBP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8939246
Activated NTRK2 signals through PI3K	Reactome	R-HSA-9028335	2	6	0.0150605720959	0.0302247719815	PIK3CA|PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9028335
Retrograde endocannabinoid signaling	KEGG PATHWAY	hsa04723	9	148	0.015152523138	0.0303744736443	PTGS2|ADCY3|ADCY8|GNG11|NDUFA7|MAPK1|MAPK11|GRM5|MAPK8	http://www.genome.jp/kegg-bin/show_pathway?hsa04723/hsa:5594%09red/hsa:4701%09red/hsa:5743%09red/hsa:5600%09red/hsa:5599%09red/hsa:2791%09red/hsa:114%09red/hsa:109%09red/hsa:2915%09red
Potassium Channels	Reactome	R-HSA-1296071	7	99	0.0151962109741	0.0304271958864	KCNJ2|KCNQ5|KCNJ8|KCNQ3|KCNK1|ELK3|ABCC9	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1296071
G-protein mediated events	Reactome	R-HSA-112040	5	55	0.0153942151117	0.0307884302233	MAPK1|PRKAR2B|ADCY8|CAMK2B|ADCY3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-112040
Steroid biosynthesis	KEGG PATHWAY	hsa00100	3	19	0.0157198387926	0.0313322527187	FAP|VDR|DHCR24	http://www.genome.jp/kegg-bin/show_pathway?hsa00100/hsa:1056%09red/hsa:1718%09red/hsa:1594%09red
PKA activation	Reactome	R-HSA-163615	3	19	0.0157198387926	0.0313322527187	PRKAR2B|ADCY8|ADCY3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-163615
Signaling by MET	Reactome	R-HSA-6806834	6	77	0.0159190767648	0.0316532100422	SRC|PIK3CA|RAP1A|PIK3R1|CRK|SH3GL1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6806834
Intra-Golgi and retrograde Golgi-to-ER traffic	Reactome	R-HSA-6811442	11	202	0.0159368717009	0.0316532100422	TUBA8|TUBA1A|PAFAH1B1|MPP1|KIF18A|PAFAH1B3|CYTH1|CYTH3|DLC1|TMF1|GALNT2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6811442
Calmodulin induced events	Reactome	R-HSA-111933	4	36	0.0159713054099	0.0316532100422	PRKAR2B|ADCY8|CAMK2B|ADCY3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-111933
Signaling by FGFR4	Reactome	R-HSA-5654743	4	36	0.0159713054099	0.0316532100422	PPP2CA|PIK3CA|MAPK1|PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654743
@@Signaling by FGFR4 in disease	Reactome	R-HSA-5655291	2	10	0.033287400874	0.0601786689354	PIK3CA|PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5655291
CaM pathway	Reactome	R-HSA-111997	4	36	0.0159713054099	0.0316532100422	PRKAR2B|ADCY8|CAMK2B|ADCY3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-111997
GPCR downstream signalling	Reactome	R-HSA-388396	40	1108	0.0161031279602	0.0318783641747	AVPR1B|RASGRP2|AVPR1A|SRC|METAP2|AGRN|AKT1|AKT3|ARRB1|ARHGEF10L|PIK3CA|GRK5|GNG11|PDE3B|TIAM1|MAPK1|PIK3R3|PIK3R2|PIK3R1|RGS3|GRM5|DGKA|GRM2|PRKCH|ARHGEF15|PRKCE|CAMK2B|CXCL12|RPS6KA2|PPP1CA|PPP2CA|MYO7A|AVPR2|ADCY3|ADCY8|ADRB2|PRKAR2B|PPP2R5D|PDE4D|BTK	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-388396
COPI-mediated anterograde transport	Reactome	R-HSA-6807878	7	101	0.016686812682	0.0329965222525	TUBA8|CD55|TUBA1A|CD59|ANK2|SPTBN4|DLC1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6807878
Regulation of insulin secretion	Reactome	R-HSA-422356	6	78	0.0168012871116	0.0331853865072	AKAP5|ACSL3|ADCY8|GNG11|RAP1A|PRKAR2B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-422356
HDR through Single Strand Annealing (SSA)	Reactome	R-HSA-5685938	4	37	0.0173650986614	0.0342217597493	BRCA1|BRIP1|ERCC4|TOPBP1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5685938
Metalloprotease DUBs	Reactome	R-HSA-5689901	4	37	0.0173650986614	0.0342217597493	BRCA1|BRE|KAT2B|UIMC1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5689901
Hedgehog signaling pathway	PANTHER	P00025	3	20	0.017756379957	0.0348359472251	PRKAR2B|CREBBP|STK36	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00025
@@Hedgehog signaling pathway	KEGG PATHWAY	hsa04340	3	47	0.122225278552	0.187297931232	CSNK1D|CUL3|ARRB1	http://www.genome.jp/kegg-bin/show_pathway?hsa04340/hsa:1453%09red/hsa:408%09red/hsa:8452%09red
Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)	Reactome	R-HSA-381771	3	20	0.017756379957	0.0348359472251	TCF4|CDX2|DPP4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-381771
TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain	Reactome	R-HSA-6804115	3	20	0.017756379957	0.0348359472251	CDC25C|PLAGL1|TP53	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6804115
superpathway of D-myo-inositol (1,4,5)-trisphosphate metabolism	BioCyc	PWY-6358	3	20	0.017756379957	0.0348359472251	ITPKA|INPP5K|TEP1	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-6358
Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation	Reactome	R-HSA-8950505	4	38	0.0188324018889	0.0368643213708	MSN|HSPA9|RALA|PPIA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8950505
tRNA charging	BioCyc	TRNA-CHARGING-PWY	4	38	0.0188324018889	0.0368643213708	TARS|EPRS|IARS|RARS	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=TRNA-CHARGING-PWY
DEx/H-box helicases activate type I IFN and inflammatory cytokines production 	Reactome	R-HSA-3134963	2	7	0.0190535841914	0.0369255507585	NFKB1|MYD88	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3134963
RSK activation	Reactome	R-HSA-444257	2	7	0.0190535841914	0.0369255507585	RPS6KA2|MAPK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-444257
Erythropoietin activates Phospholipase C gamma (PLCG)	Reactome	R-HSA-9027277	2	7	0.0190535841914	0.0369255507585	PLCG2|IRS2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9027277
PP2A-mediated dephosphorylation of key metabolic factors	Reactome	R-HSA-163767	2	7	0.0190535841914	0.0369255507585	PPP2CA|PPP2R5D	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-163767
RUNX3 regulates CDKN1A transcription	Reactome	R-HSA-8941855	2	7	0.0190535841914	0.0369255507585	RUNX3|TP53	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8941855
IkBA variant leads to EDA-ID	Reactome	R-HSA-5603029	2	7	0.0190535841914	0.0369255507585	NFKB1|IKBKG	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5603029
MECP2 regulates transcription of neuronal ligands	Reactome	R-HSA-9022702	2	7	0.0190535841914	0.0369255507585	HDAC1|SIN3A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9022702
Attachment of GPI anchor to uPAR	Reactome	R-HSA-162791	2	7	0.0190535841914	0.0369255507585	PLAUR|GAB1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-162791
ARMS-mediated activation	Reactome	R-HSA-170984	2	7	0.0190535841914	0.0369255507585	CRK|RAP1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-170984
Regulation of actin dynamics for phagocytic cup formation	Reactome	R-HSA-2029482	5	59	0.0198655146742	0.0383742270091	CRK|BAIAP2|MAPK1|BTK|WASF3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2029482
NRAGE signals death through JNK	Reactome	R-HSA-193648	5	59	0.0198655146742	0.0383742270091	TIAM1|MAPK8|AATF|ARHGEF15|ARHGEF10L	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-193648
Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models	Reactome	R-HSA-8862803	3	21	0.019932669915	0.0383742270091	CDC25C|JUN|PRDX2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8862803
PKA-mediated phosphorylation of CREB	Reactome	R-HSA-111931	3	21	0.019932669915	0.0383742270091	PRKAR2B|ADCY8|ADCY3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-111931
CD209 (DC-SIGN) signaling	Reactome	R-HSA-5621575	3	21	0.019932669915	0.0383742270091	NFKB1|FYN|CREBBP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5621575
Neurodegenerative Diseases	Reactome	R-HSA-8863678	3	21	0.019932669915	0.0383742270091	CDC25C|JUN|PRDX2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8863678
Presynaptic phase of homologous DNA pairing and strand exchange	Reactome	R-HSA-5693616	4	39	0.0203741930175	0.0391811404183	BRCA1|BRIP1|TOPBP1|CHEK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5693616
Telomere Maintenance	Reactome	R-HSA-157579	6	82	0.0206661303656	0.039698933194	POLA1|RUVBL1|RUVBL2|H2AFX|PRIM1|TERT	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-157579
Viral myocarditis	KEGG PATHWAY	hsa05416	5	60	0.0211027408797	0.040448846155	CD55|FYN|CD40|ICAM1|CAV1	http://www.genome.jp/kegg-bin/show_pathway?hsa05416/hsa:958%09red/hsa:1604%09red/hsa:2534%09red/hsa:857%09red/hsa:3383%09red
NCAM signaling for neurite out-growth	Reactome	R-HSA-375165	5	60	0.0211027408797	0.040448846155	AGRN|MAPK1|SPTBN4|FYN|CACNA1G	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-375165
Phospholipid metabolism	Reactome	R-HSA-1483257	11	212	0.0215680779759	0.0412955541113	TEP1|PIK3CA|INPP5K|CPNE7|PIK3R3|PIK3R2|PIK3R1|PIP5K1B|CRLS1|PIP4K2A|PIP4K2C	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1483257
Golgi-to-ER retrograde transport	Reactome	R-HSA-8856688	8	133	0.0225399319379	0.043109159444	TUBA8|PAFAH1B1|MPP1|KIF18A|GALNT2|DLC1|TUBA1A|PAFAH1B3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8856688
Telomere C-strand synthesis initiation	Reactome	R-HSA-174430	2	8	0.023436477205	0.0444835521786	POLA1|PRIM1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-174430
RUNX3 regulates YAP1-mediated transcription	Reactome	R-HSA-8951671	2	8	0.023436477205	0.0444835521786	RUNX3|CTGF	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8951671
Recycling of eIF2:GDP	Reactome	R-HSA-72731	2	8	0.023436477205	0.0444835521786	EIF2S1|EIF2B3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-72731
Interleukin-1 processing	Reactome	R-HSA-448706	2	8	0.023436477205	0.0444835521786	NFKB1|IL1B	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-448706
Downregulation of ERBB4 signaling	Reactome	R-HSA-1253288	2	8	0.023436477205	0.0444835521786	SRC|NEDD4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1253288
DNA replication initiation	Reactome	R-HSA-68952	2	8	0.023436477205	0.0444835521786	POLA1|PRIM1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-68952
MAPK1 (ERK2) activation	Reactome	R-HSA-112411	2	8	0.023436477205	0.0444835521786	TYK2|MAPK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-112411
Pre-NOTCH Expression and Processing	Reactome	R-HSA-1912422	7	109	0.0236843674929	0.044857384066	E2F3|E2F1|JUN|H2AFX|KAT2B|TP53|CREBBP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1912422
Graft-versus-host disease	KEGG PATHWAY	hsa05332	4	41	0.0236846987869	0.044857384066	KIR2DL3|FAS|IL1B|KLRD1	http://www.genome.jp/kegg-bin/show_pathway?hsa05332/hsa:3824%09red/hsa:3553%09red/hsa:355%09red/hsa:3802%09red
Endogenous cannabinoid signaling	PANTHER	P05730	3	23	0.024705774168	0.0465895525798	GRM5|GNG11|CACNA1G	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P05730
Mitochondrial calcium ion transport	Reactome	R-HSA-8949215	3	23	0.024705774168	0.0465895525798	PHB|AFG3L2|AKAP1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8949215
Incretin synthesis, secretion, and inactivation	Reactome	R-HSA-400508	3	23	0.024705774168	0.0465895525798	TCF4|CDX2|DPP4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-400508
Cytosolic DNA-sensing pathway	KEGG PATHWAY	hsa04623	5	63	0.0251116046312	0.0473038838585	NFKB1|IL1B|MAVS|IKBKG|IL33	http://www.genome.jp/kegg-bin/show_pathway?hsa04623/hsa:57506%09red/hsa:3553%09red/hsa:8517%09red/hsa:90865%09red/hsa:4790%09red
Homologous DNA Pairing and Strand Exchange	Reactome	R-HSA-5693579	4	42	0.0254549194026	0.047796254243	BRCA1|BRIP1|TOPBP1|CHEK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5693579
SUMOylation of DNA replication proteins	Reactome	R-HSA-4615885	4	42	0.0254549194026	0.047796254243	UBE2I|AURKA|TPR|TOP2A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4615885
Platelet homeostasis	Reactome	R-HSA-418346	6	87	0.0262904428982	0.0493121919313	PPP2CA|GNG11|PTPN6|PPP2R5D|P2RX4|PPP2R5C	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-418346
Interleukin-6 family signaling	Reactome	R-HSA-6783589	3	24	0.0273024818045	0.0509921268193	TYK2|LIFR|IL31RA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6783589
Signaling by EGFR in Cancer	Reactome	R-HSA-1643713	3	24	0.0273024818045	0.0509921268193	PIK3CA|SHC1|PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1643713
Type I diabetes mellitus	KEGG PATHWAY	hsa04940	4	43	0.027302641617	0.0509921268193	PTPRN2|PTPRN|IL1B|FAS	http://www.genome.jp/kegg-bin/show_pathway?hsa04940/hsa:5799%09red/hsa:5798%09red/hsa:3553%09red/hsa:355%09red
SUMOylation of RNA binding proteins	Reactome	R-HSA-4570464	4	43	0.027302641617	0.0509921268193	UBE2I|PHC1|TPR|PHC2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4570464
PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1	Reactome	R-HSA-8849469	2	9	0.0281879233647	0.0521446785287	AKT1|ARAP1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8849469
PI3K events in ERBB4 signaling	Reactome	R-HSA-1250342	2	9	0.0281879233647	0.0521446785287	PIK3CA|PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1250342
Sodium/Proton exchangers	Reactome	R-HSA-425986	2	9	0.0281879233647	0.0521446785287	SLC9A5|SLC9A2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-425986
Interleukin-9 signaling	Reactome	R-HSA-8985947	2	9	0.0281879233647	0.0521446785287	STAT5B|STAT5A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8985947
Frs2-mediated activation	Reactome	R-HSA-170968	2	9	0.0281879233647	0.0521446785287	MAPK1|RAP1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-170968
Regulation of PTEN localization	Reactome	R-HSA-8948747	2	9	0.0281879233647	0.0521446785287	TEP1|NEDD4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8948747
Signaling by FGFR3 fusions in cancer	Reactome	R-HSA-8853334	2	9	0.0281879233647	0.0521446785287	PIK3CA|PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8853334
RUNX3 regulates p14-ARF	Reactome	R-HSA-8951936	2	9	0.0281879233647	0.0521446785287	RUNX3|CBFB	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8951936
WNT mediated activation of DVL	Reactome	R-HSA-201688	2	9	0.0281879233647	0.0521446785287	PIP5K1B|DVL1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-201688
RAB GEFs exchange GTP for GDP on RABs	Reactome	R-HSA-8876198	6	89	0.0287985255028	0.053217972154	RAB8B|TRAPPC6A|TRAPPC3|AKT1|AKT3|MON1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8876198
Vasopressin-regulated water reabsorption	KEGG PATHWAY	hsa04962	4	44	0.0292283986934	0.0539553773349	AVPR2|DLC1|CREB5|ADCY3	http://www.genome.jp/kegg-bin/show_pathway?hsa04962/hsa:109%09red/hsa:9586%09red/hsa:8655%09red/hsa:554%09red
Signaling by FGFR2	Reactome	R-HSA-5654738	5	66	0.0295782217237	0.0545436122407	PPP2CA|PIK3CA|MAPK1|PIK3R1|TIA1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654738
@@Signaling by FGFR2 in disease	Reactome	R-HSA-5655253	2	39	0.263810173439	0.333575002542	PIK3CA|PIK3R1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5655253
Interleukin-20 family signaling	Reactome	R-HSA-8854691	3	25	0.0300387632031	0.0552738279172	STAT5B|TYK2|STAT5A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8854691
G beta:gamma signalling through PI3Kgamma	Reactome	R-HSA-392451	3	25	0.0300387632031	0.0552738279172	AKT1|AKT3|GNG11	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-392451
Nonsense-Mediated Decay (NMD)	Reactome	R-HSA-927802	7	115	0.0301005474315	0.0552738279172	SMG5|SMG7|SMG6|PNRC2|PPP2CA|PPP2R2A|ETF1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-927802
Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	Reactome	R-HSA-975957	7	115	0.0301005474315	0.0552738279172	SMG5|SMG7|SMG6|PNRC2|PPP2CA|PPP2R2A|ETF1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-975957
G alpha (i) signalling events	Reactome	R-HSA-418594	17	405	0.0311563174192	0.0571525738822	SRC|METAP2|ADCY3|PPP2CA|MYO7A|PPP1CA|ADCY8|GNG11|CAMK2B|AGRN|PRKAR2B|RGS3|PPP2R5D|MAPK1|CXCL12|PDE4D|GRM2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-418594
COPII-mediated vesicle transport	Reactome	R-HSA-204005	5	68	0.0328168293852	0.0601355512294	SCFD1|TRAPPC6A|TRAPPC3|CD59|CSNK1D	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-204005
Maturity onset diabetes of the young	KEGG PATHWAY	hsa04950	3	26	0.0329139040178	0.0601786689354	FOXA3|HNF4A|NR5A2	http://www.genome.jp/kegg-bin/show_pathway?hsa04950/hsa:6927%09red/hsa:3171%09red/hsa:2494%09red
Calnexin/calreticulin cycle	Reactome	R-HSA-901042	3	26	0.0329139040178	0.0601786689354	GANAB|PRKCSH|RNF5	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-901042
Vitamin D metabolism and pathway	PANTHER	P04396	2	10	0.033287400874	0.0601786689354	VDR|RXRA	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P04396
Neurotransmitter clearance	Reactome	R-HSA-112311	2	10	0.033287400874	0.0601786689354	SLC6A3|MAOA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-112311
MET activates RAP1 and RAC1	Reactome	R-HSA-8875555	2	10	0.033287400874	0.0601786689354	CRK|RAP1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8875555
Adenylate cyclase activating pathway	Reactome	R-HSA-170660	2	10	0.033287400874	0.0601786689354	ADCY8|ADCY3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-170660
TRIF-mediated programmed cell death	Reactome	R-HSA-2562578	2	10	0.033287400874	0.0601786689354	CD14|TLR4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2562578
