source	target	w
SMARCB1	MYC	0.030544
SMARCB1	PPP1R15A	0.0058237
SYT1	GOLM1	0.0022756
SYT1	TFAP2A	0.0026262
SYT1	CACNB3	0.001981
SYT1	SYNCRIP	0.0056882
SYT1	IRF3	0.028283
SYT1	S100A13	8.0316e-05
SYT1	ZDHHC17	0.00064641
SYT1	SYT4	0.005131
SYT1	SNAP25	0.0057832
SYT1	NR3C1	0.013475
SYT1	PPARG	0.00013985
PON1	ALB	0.028596
PON1	APOA1	0.00069318
PON1	CLU	0.028834
SENP8	NEDD8	0.054977
KIF20B	CDK1	0.10751
ZW10	ZWINT	0.085558
ZW10	ZWILCH	0.037646
ZW10	RINT1	0.065159
SAP30L	FEZ1	0.048178
SPCS2	STMN3	0.0029338
GCM1	HDAC1	0.022998
GCM1	HDAC3	0.012792
GCM1	CREBBP	0.0015307
GCM1	HDAC5	0.0066298
GCM1	HDAC4	0.068734
UTP14A	LDOC1	0.021228
UTP14A	RABIF	0.04423
UTP14A	RPA2	0.025326
UTP14A	SSR1	0.031339
UTP14A	HOOK2	0.00014889
UTP14A	APLP1	5.1279e-05
UTP14A	PSG1	0.007876
UTP14A	HNRNPH3	0.061653
UTP14A	RNF10	0.007034
UTP14A	PTEN	9.1833e-06
UTP14A	LSM3	0.0016269
UTP14A	AKTIP	1.1482e-05
UTP14A	PHF10	0.035493
UTP14A	TP53BP2	0.019212
UTP14A	ZNF24	0.00010702
UTP14A	VIM	0.075817
TFDP1	E2F3	0.0019418
TFDP1	E2F5	0.071468
TFDP1	TP53	0.081238
TFDP1	E2F6	0.027729
TFDP1	E2F1	0.011478
TFDP1	E2F4	0.0067891
TFDP1	NPDC1	0.0072733
PSMB8	LSM1	0.017075
WNT7B	GPC3	0.052492
CFHR4	C3	0.023432
AFG3L2	PHC2	0.05551
CBX8	SETDB1	0.034728
CBX8	UNC119	0.081005
CBX8	MLLT1	0.00061105
CBX8	KAT5	0.010401
PSMA1	KRT15	0.028602
PSMA1	PLK1	0.010322
PSMA1	RAD54B	0.067219
PSMA1	PSMB5	0.1179
PSMA1	PSMB2	0.02974
PSMA1	MCM6	0.03545
PSMA1	COIL	0.10934
PSMA1	PSMA4	0.06926
PSMA1	PSMA3	0.0022814
PSMA1	KCTD17	0.003995
PSMA1	CALCOCO2	0.053468
PSMA1	CCNH	0.020865
PSMA1	VIM	0.0021422
KCNJ1	SLC9A3R1	0.021153
KCNJ1	GOLGA3	0.0078429
KCNJ1	SGK1	0.040608
GNAS	ADORA1	0.010739
GNAS	GNGT1	0.0037648
GNAS	TTC1	0.00080106
GNAS	ADCY2	0.0096717
GNAS	TSHR	0.00082777
GNAS	RIC8B	0.026448
GNAS	CAV3	0.003563
GNAS	PTGDR	0.0379
GNAS	AVPR2	0.026266
GNAS	PTGIR	0.0025318
GNAS	RGS2	0.016821
GNAS	VIPR1	0.015492
ARFGAP3	SMAD2	0.0012327
E4F1	CDKN2A	0.018574
E4F1	TP53	0.038338
E4F1	EHMT2	0.0059716
E4F1	ANP32A	0.047275
E4F1	RB1	0.22123
E4F1	RASSF1	0.0031809
E4F1	SMAD9	0.089395
NFATC2IP	NFATC2	0.0016813
PSMC5	KRT15	0.034227
PSMC5	VDR	0.00063789
PSMC5	PSMC4	0.050173
PSMC5	NR1I2	0.002311
PSMC5	RXRA	0.0020322
PSMC5	SP1	0.12854
PSMC5	GTF2B	0.090941
PSMC5	RORA	0.021874
PSMC5	THRB	0.026523
PSMC5	FOS	0.092472
XRCC4	PRKDC	0.07626
XRCC4	ACTN1	0.017218
XRCC4	PNKP	0.0059716
XRCC4	CSNK2A1	0.028302
XRCC4	IFFO1	0.051252
XRCC4	LIG4	0.066257
XRCC4	VIM	0.013179
XRCC4	AHNAK	0.0086539
XRCC4	GZMB	1.4803e-05
CBFB	CHGB	0.00054363
CBFB	RUNX2	0.028313
CBFB	CBFA2T2	0.012381
CBFB	RUNX3	0.028304
RAB13	SMURF2	0.025446
TFB1M	TFAM	0.00070574
RAD51C	RAD51	0.030538
RAD51C	XRCC3	0.00018434
ANO8	COQ9	0.037192
HOXB8	PBX2	0.010143
HOXB8	PBX1	0.029979
HOXB8	MEIS1	0.034792
LBR	LMNB1	0.079419
LBR	SRPK1	0.043067
LBR	CBX3	0.1014
LBR	CBX5	0.00026646
LBR	YWHAG	0.050662
RABGEF1	AP1G1	0.0058995
RABGEF1	GGA2	0.067683
RABGEF1	RAB33B	0.0028241
RABGEF1	RNF11	0.039445
ERCC2	CDK1	0.006194
ERCC2	RAD51	0.072638
ERCC2	CDK7	0.004588
ERCC2	GTF2H1	0.028793
UBE2K	TP53	0.010609
UBE2K	NEDD8	0.00042649
UBE2K	NFKB1	0.0010874
CLPB	TTF2	0.0020969
CLPB	SMAD9	0.10992
TARS	NDRG1	0.0040887
TRAF5	TNFRSF11A	0.0025396
TRAF5	CD27	0.021707
TRAF5	TNFRSF12A	0.022702
TRAF5	LTBR	0.00068826
TRAF5	TRAF3IP2	0.0080027
TRAF5	TNFRSF8	0.0036008
TRAF5	RIPK1	0.027833
TRAF5	CD40	0.034856
TRAF5	RIPK2	0.00020469
TRAF5	MAP3K14	0.0027559
ESRRG	ESRRA	0.0020517
ESRRG	DAXX	0.0031319
ESRRG	PNRC2	6.295e-05
ESRRG	ARHGEF15	0.018034
ESRRG	PPARGC1B	0.011184
ESRRG	PPARGC1A	0.0057615
ESRRG	NCOA1	0.0020376
ACVR2B	SNX6	0.0025745
ACVR2B	BMP7	0.0032424
ACVR2B	GDF11	0.00021333
ACVR2B	TGFBRAP1	0.0022717
ACVR2B	SNX1	0.058436
ACVR2B	BMP2	0.047629
BRE	GFI1B	0.01067
KCNQ3	KCNQ5	0.0060316
SNX6	EGFR	0.0082536
SNX6	COIL	0.033888
SNX6	ACVR2B	0.0025745
SNX6	LEPR	0.0044826
SNX6	PIM1	0.019617
SNX6	SNX1	0.02528
SNX6	TGFBR2	0.014312
SNX6	ACVRL1	0.038726
DYNLL2	BMF	0.0031231
DYNLL2	XIAP	0.013685
DYNLL2	HOMER3	2.9615e-06
DYNLL2	GPRIN2	0.0076593
CHAF1A	ASF1B	0.12305
CHAF1A	PCNA	0.073842
CHAF1A	DBF4	0.026461
CHAF1A	CHAF1B	0.089329
CHAF1A	BLM	0.062936
CHAF1A	CBX1	0.0099858
CHAF1A	CBX5	0.033064
CHAF1A	ZNF408	0.032978
CHAF1A	HIST1H3E	0.00053784
SUV39H1	HDAC1	0.0097003
SUV39H1	SMAD1	0.0062468
SUV39H1	DNMT3B	0.021061
SUV39H1	CBX1	0.00088577
SUV39H1	DNMT1	0.15042
SUV39H1	SMAD5	0.002836
SUV39H1	RBBP7	0.043294
SUV39H1	HDAC3	0.06342
SUV39H1	CBX5	0.001529
SUV39H1	RBBP4	0.0063787
SUV39H1	MYOD1	0.057229
SUV39H1	CREBBP	0.00066542
SUV39H1	HDAC5	0.0014748
SUV39H1	RB1	0.051185
FOXP3	NFATC2	0.0014242
AATF	CHEK1	0.010826
AATF	LDOC1	0.026392
AATF	CHEK2	0.023433
AATF	MPP6	0.0009776
AATF	POLR2J	0.018785
AATF	ATR	0.0049905
AATF	RELA	0.004389
AATF	RB1	0.050768
AATF	SP1	0.057697
CLCN5	WWP1	0.00097291
UBE2A	CDKN2A	0.019407
UBE2A	CDK1	0.1019
UBE2A	TP53	0.052892
UBN1	TJP1	0.12544
ARF5	AP1B1	0.013287
ARF5	ARFIP2	0.016265
RAVER1	ACTN1	0.15383
RAVER1	PTBP1	0.085714
RAVER1	ACTN2	0.0011579
RAVER1	VCL	0.059557
COPB2	ARCN1	0.085501
COPB2	PRKCE	0.0085683
COPB2	NDRG1	0.034774
COPB2	SACM1L	0.01192
COPB2	RGS2	0.066042
AP3S1	SLC30A3	0.0055189
NAGA	GNGT1	0.030592
IGSF8	CD81	1.4579e-05
DBN1	ZNF598	0.043818
DFFB	TOP2A	0.0047225
DFFB	DFFA	0.00014974
PPP2R5C	CHEK2	0.039061
PPP2R5C	PXN	0.0097629
PPP2R5C	PPP2CA	0.0046588
ANKZF1	CTTN	0.0081922
ANKZF1	AURKB	0.0091854
ANKZF1	NRSN2	0.038281
ANKZF1	CA2	0.048371
WDR4	METTL1	0.077478
STK36	CDK9	0.017936
SNTA1	MED8	0.017973
SNTA1	GLS2	0.00085154
SNTA1	MAST1	0.040571
SNTA1	XRCC6	0.020236
SNTA1	KCNA4	0.0077771
SNTA1	DTNA	0.0081684
SNTA1	KIF1B	0.007923
SNTA1	NOS1	0.0015816
SNTA1	CNKSR2	0.0070724
SNTA1	ABCA1	0.046536
SNTA1	UTRN	0.016439
PUF60	PPP1R16A	0.10753
PUF60	U2AF2	0.0054827
PUF60	YWHAG	0.0026635
PUF60	SAP30BP	0.018023
PUF60	PCBP1	0.022871
PUF60	CD101	3.0592e-06
PUF60	VIM	0.036096
FIBP	CSNK2B	0.094097
FIBP	CSNK2A1	0.0001501
KIAA1217	KRT15	0.022369
KIAA1217	EXOSC5	0.0052417
KIAA1217	TEX11	0.0027142
KIAA1217	FXR2	0.00049932
KIAA1217	NCK2	0.02588
KIAA1217	SORBS3	0.0051596
RNPS1	SRP54	0.022049
RNPS1	UBQLN4	0.10629
RNPS1	YWHAG	0.02088
RNPS1	DVL2	0.015881
RNPS1	TRA2B	0.011268
THOP1	MPP6	0.0071603
THOP1	AGTR1	0.056193
PLXNB2	RND1	0.014896
CPNE1	PDCD6	0.038208
CPNE1	CPNE4	0.0014277
CPNE1	UBE2O	0.021616
CPNE1	WTAP	0.035764
CPNE1	PITPNM2	0.0038841
CPNE1	RDX	0.019375
CPNE1	SPTBN1	0.0089442
TALDO1	NAA38	0.034207
TALDO1	ZHX1	0.015391
PGAM1	XRCC6	0.002994
EMD	COPS6	0.00014453
EMD	BANF1	0.0016745
EMD	FATE1	0.0028939
EMD	CREB3	0.0045851
EMD	LMNA	0.00013251
EMD	YTHDC1	0.00050109
EMD	SYNE1	0.0038166
EMD	SH3GL2	0.041892
CAD	CASP3	0.007647
CAD	PPP1CA	0.11749
CAD	YWHAG	0.0044628
CAD	MAPK1	0.065612
CAD	PPP2CA	0.13119
UXT	LSM1	0.022436
UXT	RCAN1	0.011267
TRIM11	TRIM27	0.027652
APLP1	TK1	0.015217
APLP1	CDKN2C	0.0025389
APLP1	UTP14A	5.1279e-05
APLP1	TMSB4X	0.011279
APLP1	PHF10	0.0014503
APLP1	APBB1	0.0036992
APLP1	ZNF24	0.048008
APLP1	PRNP	0.040779
APLP1	TCF21	0.013903
ZNF607	MDFI	0.026918
UBQLN4	SPP1	0.0081614
UBQLN4	SCG5	0.022164
UBQLN4	AGR2	0.0057742
UBQLN4	MDK	0.0032874
UBQLN4	FA2H	0.0072419
UBQLN4	SERPINH1	0.0012
UBQLN4	ZG16B	0.0086044
UBQLN4	PPIC	0.0033635
UBQLN4	PMEPA1	0.032209
UBQLN4	CSTF2	0.0034448
UBQLN4	GPX7	0.029861
UBQLN4	PPIB	0.015769
UBQLN4	SCG2	0.0032318
UBQLN4	NME3	0.088806
UBQLN4	ATPIF1	0.057396
UBQLN4	IMPDH2	0.036074
UBQLN4	HAVCR1	0.0044617
UBQLN4	PBXIP1	0.0047638
UBQLN4	UNC119	0.030223
UBQLN4	HSPA13	0.10248
UBQLN4	COPB1	0.045499
UBQLN4	ZNF205	0.10908
UBQLN4	STMN1	0.016258
UBQLN4	UROS	0.013929
UBQLN4	SMARCB1	0.036053
UBQLN4	RNPS1	0.10629
UBQLN4	RPN1	0.019945
UBQLN4	EAPP	0.0073668
UBQLN4	NAE1	0.0049645
UBQLN4	PICK1	0.1568
UBQLN4	NPPA	0.037079
UBQLN4	CYB5R1	0.021816
UBQLN4	ERP29	0.0018101
UBQLN4	PDLIM7	0.0013086
UBQLN4	TRIM32	0.023488
UBQLN4	CDSN	0.0069883
UBQLN4	HGS	0.083091
UBQLN4	SCMH1	0.0073006
UBQLN4	PIP4K2B	0.0058942
UBQLN4	CACNA1G	0.017794
UBQLN4	IMMT	0.012611
UBQLN4	PTPRN	1.1581e-05
UBQLN4	CCDC136	0.025946
UBQLN4	PELI2	0.013536
UBQLN4	LAT2	0.016489
UBQLN4	NXF1	0.034723
UBQLN4	MOAP1	0.00025956
UBQLN4	RXRA	0.0008342
UBQLN4	RUNX1T1	0.015035
UBQLN4	DMPK	4.3242e-05
UBQLN4	C1QTNF1	0.0053929
UBQLN4	TRIB2	0.050366
UBQLN4	RNF11	0.11064
UBQLN4	ADAM33	0.047616
UBQLN4	WAC	0.19578
UBQLN4	VIP	0.011659
UBQLN4	GKAP1	0.0056037
UBQLN4	ROBO2	0.0066198
UBQLN4	EFEMP2	1.8904e-05
UBQLN4	TGFB1I1	0.0010243
UBQLN4	ZDHHC3	0.043138
UBQLN4	DKK3	1.9188e-07
UBQLN4	AREG	0.00094381
UBQLN4	PTPRN2	0.046536
UBQLN4	SERPINE1	0.049136
UBQLN4	SMAD9	0.065169
UBQLN4	IGFBP6	0.0012628
UBQLN4	SRGN	0.12687
UBQLN4	ZFPM2	0.044986
UBQLN4	CCL21	0.026585
UBQLN4	RAI2	0.06075
UBQLN4	EDN1	0.023088
UBQLN4	PCDH17	0.016401
ENO3	TRIM63	0.038656
ACIN1	CASP3	0.0028515
ACIN1	YWHAG	0.001503
ACIN1	PAFAH1B2	0.00079805
RPN1	ADRM1	0.0027558
RPN1	UBQLN4	0.019945
RPN1	RBBP4	0.00021233
ATP7A	CP	0.0046188
ATP7A	PDZD11	0.017999
ATP7A	ATOX1	0.018525
LIMK1	PAK1	0.062471
LIMK1	CDC42BPA	0.0065471
LIMK1	SSH3	0.0080465
LIMK1	LIMK2	0.00070636
LIMK1	ABCA1	5.3437e-06
LIMK1	BMPR2	0.0022164
LIMK1	PXN	0.013949
LIMK1	NRG1	0.0023851
LIMK1	CDKN1C	0.046622
LIMK1	CFL2	0.028016
DSCC1	PCNA	0.082703
DSCC1	CHTF8	0.00017162
ARHGEF10L	ANXA9	0.011967
ARHGEF10L	NR4A1	0.0004496
ZNF408	MIF	0.035619
ZNF408	LDOC1	0.010559
ZNF408	LSM2	0.023852
ZNF408	PDLIM4	0.023537
ZNF408	DVL3	3.8165e-06
ZNF408	MDFI	0.020237
ZNF408	CHAF1A	0.032978
ZNF408	UPF2	0.059429
ZNF408	CALCOCO2	0.026879
CSNK1D	CDK5	0.033294
CSNK1D	ARFGAP1	0.033706
CSNK1D	SNAPIN	0.0031029
CSNK1D	TP53	0.014716
CSNK1D	DVL3	0.03083
CSNK1D	DVL1	0.0040391
CSNK1D	PER2	0.0044376
CSNK1D	GJA1	6.9787e-05
THBS3	THBS2	0.057636
TRIM31	MAGEA1	0.0002041
ARTN	GFRA3	0.042281
FKBP4	ACVR1	0.017567
FKBP4	PHYH	0.0089502
FKBP4	ATOX1	0.0049222
FKBP4	GLMN	0.0048283
FKBP4	CSNK2A1	0.032881
FKBP4	IRF4	0.0061525
FKBP4	SMURF2	0.032791
FKBP4	NR3C1	0.026929
FKBP4	NR3C2	0.012559
CD70	CD27	0.035122
FOXL1	BMPR2	0.018206
FLNB	FBLIM1	0.020214
FLNB	ATF7IP	0.0088824
FLNB	TSHR	6.4808e-06
FLNB	SMURF2	0.0072112
AKT1	EZH2	0.00027787
AKT1	CHEK1	0.0030337
AKT1	MST1R	0.023541
AKT1	METTL1	1.4798e-05
AKT1	PAK1	0.0070275
AKT1	EIF4EBP1	0.011289
AKT1	KRT10	9.5047e-05
AKT1	IRAK1	0.036949
AKT1	CASP3	0.00020215
AKT1	TNFSF11	0.0019941
AKT1	XIAP	0.083229
AKT1	BRCA1	0.00086089
AKT1	PRKDC	0.0096416
AKT1	IMPDH2	0.0050582
AKT1	THEM4	0.00062362
AKT1	TRIB3	0.0077736
AKT1	FANCA	0.0020621
AKT1	TOPBP1	0.0035927
AKT1	AKT1S1	0.046239
AKT1	HSP90AA1	0.0779
AKT1	BCL2L11	0.0059472
AKT1	MTOR	1.898e-05
AKT1	TSC2	0.046098
AKT1	MTCP1	0.012928
AKT1	GSK3A	0.010283
AKT1	SRC	0.045589
AKT1	TERT	0.010286
AKT1	CAMKK1	0.0043109
AKT1	PFKFB2	0.0052716
AKT1	MAP3K11	0.0040937
AKT1	FOXO4	0.0029498
AKT1	RAF1	0.036407
AKT1	PTEN	0.012331
AKT1	PEA15	0.023864
AKT1	SMAD2	0.013265
AKT1	GSK3B	0.0034868
AKT1	CDKN1B	0.0056549
AKT1	ILK	0.021392
AKT1	AKTIP	0.0017546
AKT1	PPL	0.0041942
AKT1	APPL1	0.00049058
AKT1	TSC1	0.045015
AKT1	FOXO3	0.0068663
AKT1	VEGFA	0.01948
AKT1	HMOX1	0.00016715
AKT1	PPP2CA	0.021242
AKT1	GATA2	0.0018201
AKT1	BCL10	0.038039
AKT1	PPARGC1B	0.029492
AKT1	NR4A1	0.01402
AKT1	PIK3R1	0.00021383
AKT1	DLC1	0.0054101
AKT1	AHNAK	1.4313e-05
AKT1	NCF1	0.041576
AKT1	PRKCZ	1.9174e-05
AKT1	CDKN1A	0.023629
AKT1	FOXO1	0.013143
AKT1	PDE3B	0.0073959
AKT1	GAB2	0.039782
AKT1	PRKCQ	0.03353
AKT1	SMAD7	0.0040665
AKT1	MS4A2	0.0044059
AKT1	MAP3K8	0.043196
AKT1	S1PR1	0.021362
EHMT2	NAA10	0.021424
EHMT2	E4F1	0.0059716
EHMT2	PLOD3	0.034562
EHMT2	HGS	0.046558
EHMT2	LMO2	0.047625
EHMT2	KLF6	0.027284
PCGF1	CALCOCO2	0.0013644
ZFPL1	ATP5J2	0.0019299
TCEB3	TCEB2	0.035726
TCEB3	RAP1A	0.026324
FBXL18	CALCOCO2	0.0012326
ABCB4	HAX1	0.022385
POLA1	CDK1	0.052603
POLA1	PARP1	0.017217
POLA1	CDK2AP1	0.011882
POLA1	TP53	9.0865e-05
POLA1	POLE	0.0060626
POLA1	RB1	0.0010729
POLA1	RBMS1	0.019756
POLA1	SERPINA3	0.0096377
NAP1L4	HIST1H2AE	0.01066
NAP1L4	CSNK2A1	0.019651
ZNF598	DBN1	0.043818
PGLS	MDFI	0.0045652
SH3GL1	CREBBP	0.00072533
SH3GL1	PDCD6IP	0.054495
SH3GL1	SH3D19	0.0082974
SATB2	PIAS1	0.0022268
HOXB3	CREBBP	0.0010722
DDX27	PPP1R16A	0.0035628
NADK	GLRX3	0.042585
EFNB3	EPHB3	0.027175
DNAJC5	CFTR	5.1774e-05
LASP1	TRIP13	0.0044351
LASP1	CDK7	0.014719
LASP1	MDFI	6.9954e-05
LASP1	FHL3	0.050795
LASP1	PRKG1	0.0091
LASP1	PRKG2	0.0059744
LASP1	ZYX	0.002493
LASP1	PRKAR2B	0.04356
VTA1	CDK4	0.052928
VTA1	KLHL12	0.12915
VTA1	SSSCA1	0.015593
VTA1	RPIA	0.0056448
VTA1	NBR1	0.0050796
VTA1	ZBTB16	0.034233
TOPBP1	CLSTN1	4.2835e-07
TOPBP1	E2F1	0.001998
TOPBP1	AKT1	0.0035927
TOPBP1	POLE	0.0061367
TOPBP1	BMPR2	0.0019538
TOPBP1	TBC1D4	0.011684
FGFRL1	FGF2	0.025939
PRPF4	PPIH	0.0098063
PRPF4	ATP5J2	6.4381e-05
PRPF4	CLK1	0.018791
PRPF3	DPY30	0.0027532
PRPF3	DVL3	0.017417
PRPF3	GTPBP3	0.012618
PRPF3	DVL2	0.015056
CLNS1A	PRMT5	0.012805
CLNS1A	ITGA2B	0.036397
CLNS1A	EPB41L3	0.045971
ZBTB25	COIL	0.0044806
ZBTB25	MDFI	0.032934
ZBTB25	SORBS3	0.042117
SUB1	PCNA	0.096517
SUB1	CSTF2	0.087541
SUB1	ADAP1	0.0064339
SUB1	CSNK2A1	0.029119
SUB1	HNF4A	0.001264
SUB1	TAF1	0.0060964
SUB1	TBP	0.03588
PSD	RAB40C	0.0035091
PSD	GMFG	0.018131
SNX9	ADAM15	0.020095
SNX9	MPP6	0.0052353
NDE1	CDK1	0.012973
NDE1	TUBG1	0.018469
NDE1	YWHAG	0.0062319
NDE1	PAFAH1B1	0.0078364
NDE1	ZNF365	0.00015074
NDE1	MAPK1	0.0016702
CARD11	IKBKG	0.080725
CARD11	ZAP70	0.012444
CARD11	BCL10	0.03504
CARD11	PRKCB	0.0093687
CARD11	PRKCQ	0.005808
CARD11	SH2D3C	0.030991
ASH1L	SMAD7	0.014953
RNF2	CBX4	7.7224e-05
RNF2	SMURF2	0.0045881
RNF2	RYBP	0.00057969
RNF2	PHC1	0.0059175
RNF2	ABCB1	0.0082746
SMAP1	SMURF2	0.0018507
SPOCK3	MMP3	0.001927
SPOCK3	MMP14	0.00026102
SPOCK3	SPOCK2	0.0013472
MEAF6	FXR2	0.0061968
EAPP	UBQLN4	0.0073668
CCDC88B	PBX2	0.0089622
TAF4	CBX3	0.039732
TAF4	TAF12	0.027742
TAF4	TAF6	0.0052918
TAF4	TAF2	0.039214
TAF4	CBX5	0.0060801
TAF4	TAF8	0.022532
TAF4	GTF2A1	0.0080662
TAF4	TAF1	0.0017791
TAF4	GTF2A2	3.0275e-05
TAF4	SP1	8.5651e-07
TAF4	CREM	0.0036652
POLE	PCNA	0.0037615
POLE	POLA1	0.0060626
POLE	TOPBP1	0.0061367
POLE	RAD17	0.0087114
APBA2	CLSTN1	0.011599
APBA2	APP	0.0023673
APBA2	RELA	0.02719
APBA2	STXBP1	3.6052e-05
APBA2	LRP2	0.00095137
PPP1CA	PCDH7	2.2331e-05
PPP1CA	AURKA	0.035104
PPP1CA	NEK2	0.031393
PPP1CA	CDH1	0.021044
PPP1CA	PPP1R1B	0.026337
PPP1CA	PCNA	0.026327
PPP1CA	AKAP1	0.062861
PPP1CA	VDR	0.0063903
PPP1CA	SYTL2	0.00081497
PPP1CA	KIF18A	0.0036035
PPP1CA	BAX	0.075918
PPP1CA	HSPA4	0.0048502
PPP1CA	BRCA1	0.0093061
PPP1CA	TP53	0.0016966
PPP1CA	PPP1R9A	0.0026781
PPP1CA	H2AFX	0.11499
PPP1CA	CAD	0.11749
PPP1CA	PHACTR4	0.00020448
PPP1CA	STAU1	0.00050262
PPP1CA	PPP1R8	0.0011194
PPP1CA	YLPM1	0.036472
PPP1CA	ZFYVE9	0.0015288
PPP1CA	AKAP11	0.041695
PPP1CA	PTEN	0.072751
PPP1CA	RB1	0.012279
PPP1CA	MAPK1	0.020477
PPP1CA	HEYL	0.027658
PPP1CA	TP53BP2	0.11616
PPP1CA	PHACTR1	0.0013821
PPP1CA	BCL2L2	0.016768
PPP1CA	PPP2CA	0.10924
PPP1CA	PLCL2	0.031045
PPP1CA	PPP1R15B	0.11501
PPP1CA	TUSC3	0.023887
PPP1CA	ID2	0.015207
PPP1CA	PHACTR3	0.024003
PPP1CA	PPP1R15A	0.021363
PPP1CA	FXYD1	0.015515
PFDN2	MAP3K3	0.0266
GUCY2D	S100B	0.026074
GUCY2D	GUCA1A	0.0033564
GUCY2D	RGS9	0.012471
SDCCAG3	VIM	0.02209
RNF7	ITM2C	0.0027413
RNF7	CSNK2B	0.015139
RNF7	CSNK2A1	0.027111
RNF7	CYCS	8.2427e-05
RAB10	SEPT9	0.0099217
IRAK4	IRAK1	0.0082391
IRAK4	PELI3	0.0098398
IRAK4	PELI2	7.3202e-05
IRAK4	TRAF6	0.018974
IRAK4	MYD88	0.0041243
AKT1S1	EIF6	0.045483
AKT1S1	AKT1	0.046239
AKT1S1	YWHAG	0.0051873
AKT1S1	MTOR	0.0019321
MED19	MED8	0.024167
MED19	MED17	0.0085691
MED19	NFKBIA	0.00016268
MED19	RADIL	0.013902
GNL3L	LDOC1	0.027103
TRIM54	TRIM55	0.019878
TRIM54	CKM	0.064944
TRIM54	TRIM63	0.0064993
FAM103A1	RBPMS	0.01308
RAD17	RFC4	0.02067
RAD17	HUS1	0.001418
RAD17	RAD1	0.058783
RAD17	MCM7	0.0040491
RAD17	ATR	0.0083272
RAD17	POLE	0.0087114
ARL6IP1	FXR2	0.022559
ARL6IP1	INPP5K	0.038385
ARL6IP1	ARL6	0.0019152
GDA	DLG3	0.013559
TFAM	TFB1M	0.00070574
PBX2	SMYD3	0.026059
PBX2	COPS6	0.0022755
PBX2	HOXB8	0.010143
PBX2	CCDC88B	0.0089622
PBX2	PKNOX1	0.010489
PBX2	IKBKAP	0.0023062
PBX2	DCTN3	0.017595
PBX2	BAIAP2	0.0012459
PBX2	PBX1	0.016156
SLC9A2	SRC	0.076827
SLC9A2	PIK3R1	0.0019868
USP39	ACVR1	0.037343
STX18	BNIP1	0.0024198
NPAS2	HSP90AA1	0.0012437
NPAS2	CREBBP	0.004193
NPAS2	RXRA	0.0083692
NPAS2	KAT2B	0.01651
TIMM8A	TIMM13	0.01909
ZBTB48	DVL3	0.0031743
ADIPOR1	APPL1	0.061741
GOLGA2	CDK1	9.8751e-05
GOLGA2	GORASP2	0.0015707
GOLGA2	HTRA1	0.00046759
GOLGA2	TUBGCP4	0.00062811
GOLGA2	GORASP1	0.016862
GOLGA2	RAB33B	1.0976e-05
GOLGA2	PPP2CA	0.0097531
GOLGA2	ABLIM1	0.0080342
NAE1	UBQLN4	0.0049645
NAE1	APP	0.018093
NAE1	NEDD8	0.10929
NAE1	TP53BP2	4.1772e-05
UPF3B	EIF6	4.7246e-05
UPF3B	EXOSC4	0.0070294
UPF3B	UPF2	0.036086
UPF3B	RBBP6	0.030919
IBTK	BTK	0.0053473
TRMT6	TRMT61A	0.0036699
TP63	HNRNPAB	0.00023188
TP63	TP53	0.018121
TP63	TP73	0.083948
TP63	DAXX	0.023719
TP63	PPP2R5A	0.011221
ESRRA	ESRRG	0.0020517
ESRRA	GTF2B	0.030844
ESRRA	PNRC2	0.016324
ESRRA	PPARGC1A	0.042621
ESRRA	NCOA1	0.11202
ESRRA	MACF1	0.02361
KCTD5	GORASP2	0.00011783
PUM1	SMAD1	0.02342
COG4	COG2	0.098125
COG4	COG7	0.11236
TP73	CDK1	0.0043013
TP73	TP53	0.0024205
TP73	TP63	0.083948
TP73	DAXX	0.049862
TP73	CREBBP	0.0015233
TP73	PFDN5	0.0082728
TP73	HMGB1	0.067297
TP73	SMAD2	0.068332
TP73	MAPK8	0.050649
TP73	NFYB	0.034501
TP73	PIAS1	0.040442
TP73	NEDD4	0.046769
TP73	KAT2B	0.053248
TP73	MYC	0.036928
TP73	HECW2	0.058073
PICK1	EPHB2	0.041161
PICK1	GRIP1	0.0097193
PICK1	SLC6A3	0.04919
PICK1	COIL	0.0008755
PICK1	ATXN7L3	0.07928
PICK1	UBQLN4	0.1568
PICK1	GRIA4	0.00093667
PICK1	GFI1B	4.6176e-05
PICK1	EFNB1	0.0061466
PICK1	JAM3	0.11102
PICK1	EFNB2	0.0089609
PICK1	BTG2	0.035003
PICK1	GRIA1	0.065971
PICK1	AQP1	0.064835
SCNN1A	UBE2I	0.11955
SCNN1A	SNX3	0.0093052
SCNN1A	NEDD4	0.026796
SCNN1A	SCNN1B	0.00016529
SCNN1A	SCNN1G	0.017467
SCNN1A	NEDD4L	0.0061453
HSP90AA1	CHEK1	0.015841
HSP90AA1	SMYD3	0.036005
HSP90AA1	BIRC5	0.04774
HSP90AA1	EIF2AK1	0.023515
HSP90AA1	EPRS	0.11693
HSP90AA1	IRAK1	0.047335
HSP90AA1	UCHL1	0.0055984
HSP90AA1	FAM162A	0.0040068
HSP90AA1	AHSA1	0.16778
HSP90AA1	IKBKE	0.019334
HSP90AA1	PRKDC	0.00033713
HSP90AA1	TOMM34	0.028079
HSP90AA1	HIF1A	0.0024508
HSP90AA1	TP53	0.0001503
HSP90AA1	PPIL2	0.01302
HSP90AA1	DNAJC7	0.00050047
HSP90AA1	AKT1	0.0779
HSP90AA1	NPAS2	0.0012437
