source	target	weight
RAMP1	VIPR1	4.5842e-05
USP1	FANCD2	0.080861
USP1	UBB	0.011566
SYT4	SYT1	0.015832
SYT4	TFAP2B	0.0048931
SYT4	SYNCRIP	0.0028379
SYT4	NRXN1	0.026438
SYT4	SGTA	0.014325
SYT4	STX2	0.0026942
SYT4	STX3	6.5931e-05
POLR2G	POLR2H	0.15881
POLR2G	POLR2D	0.14141
POLR2G	TAF15	0.016674
POLR2G	POLR2E	0.023599
POLR2G	POLR2F	0.075004
POLR2G	ATF7IP	0.014107
RAD51C	RAD51	0.11467
RAD51C	XRCC3	0.075347
CAD	CASP3	0.033849
CAD	YWHAG	0.077294
CAD	PPP1CA	0.081787
CAD	PPP2CA	0.13164
KRT10	AKT1	0.012543
KRT10	PRKCZ	0.040678
KIF20B	CDK1	0.29946
CTSK	SERPINB3	0.045102
CTSK	SERPINB13	0.012083
CTSK	SPARC	0.077443
EIF3C	EIF3E	0.019427
EIF3C	EIF3J	0.0051542
EIF3C	EIF1AX	0.010537
EIF3C	EIF3K	0.00011107
EIF3C	SNIP1	0.0035528
EIF3C	SMAD9	0.0090988
EIF3B	EIF4G1	0.096668
EIF3B	EIF3I	0.04655
EIF3B	UPF1	0.065137
EIF3B	EIF3J	0.0083812
EIF3B	EIF3A	0.00096927
EIF3B	IL2RB	0.026189
FOXA1	HIST3H3	0.00287
COIL	WDYHV1	0.11186
COIL	CCNE1	0.092125
COIL	BYSL	0.092495
COIL	SNRPB	0.057401
COIL	CEP76	0.14006
COIL	C1QBP	0.06229
COIL	PSME3	0.050188
COIL	NIF3L1	0.10032
COIL	NOLC1	0.032182
COIL	DNAJA3	0.14212
COIL	PRMT1	0.031394
COIL	KLC2	0.02263
COIL	TGS1	0.10583
COIL	CYB5R2	0.0038594
COIL	CSNK2B	0.014208
COIL	MAD1L1	0.0014732
COIL	SNX6	0.0073387
COIL	PSMA1	0.016327
COIL	CDK2	0.028554
COIL	PIAS4	0.042578
COIL	ACTN1	5.481e-05
COIL	ZBTB25	0.0035293
COIL	DHX16	0.030364
COIL	SCYL1	0.0020298
COIL	SART3	0.10387
COIL	TCEB3B	0.011131
COIL	PICK1	0.003813
COIL	CCDC136	0.0094869
COIL	KALRN	0.00030796
COIL	KPNA3	0.00067661
COIL	KLHL8	0.0038522
COIL	MYO5B	0.004176
COIL	ATXN1	0.014076
COIL	ACTN2	0.036528
COIL	TSPYL2	0.037218
COIL	FHL5	0.16239
NOLC1	CSNK2A1	0.11591
NOLC1	COIL	0.032182
NOLC1	YWHAG	0.07337
NOLC1	CSNK2B	0.061607
NOLC1	POLR1A	0.068928
NOLC1	E2F4	0.048932
NOLC1	GTF2B	0.00051467
NOLC1	USP4	0.043172
NOLC1	CEBPB	0.0052905
TDG	SERBP1	0.076164
TDG	SUMO1	0.036701
TDG	ESR1	0.0019872
TDG	CREBBP	0.0040382
TDG	SMAD4	0.0023395
TDG	THRA	0.038455
TDG	EP300	0.003143
TDG	SNIP1	0.0014165
TDG	RXRA	0.044411
TDG	JUN	0.018984
TDG	XPC	0.14453
TDG	NKX2-1	0.033861
VPS25	SNF8	0.077235
VPS25	APIP	0.0053841
VPS25	VPS36	0.066658
NGEF	ATP5C1	0.0098619
NGEF	EPHA4	3.9295e-06
PSMD8	UCHL5	0.048635
PSMD8	SMAD9	0.027234
DNAJA3	RAD51	0.12316
DNAJA3	COIL	0.14212
DNAJA3	USP7	0.0026636
DNAJA3	ATXN1	0.039789
DNAJA3	ZBTB22	0.04824
DNAJA3	RASA1	0.00027478
DNAJA3	JAK2	0.066466
DNAJA3	SMAD9	0.013029
HAUS1	MCM10	0.10753
HAUS1	MCM3	0.10921
RUVBL2	RUVBL1	0.17893
RUVBL2	NDRG1	0.0057544
RUVBL2	HDAC1	0.080409
RUVBL2	TERT	0.041182
RUVBL2	FDFT1	4.8659e-05
RUVBL2	HDAC4	0.00042366
OLFM4	C3	0.00064758
BRCC3	BRCA1	0.088222
BRCC3	SNAPC5	0.023979
NEFH	NEFL	0.0054203
NEFH	NEFM	0.032632
NEFH	STXBP1	0.0072753
MUC13	GALNT14	0.029852
HOXD11	MEIS1	0.043754
MTX1	MTX2	0.069681
KRT19	KRT6B	0.11533
KRT19	KRT15	0.19466
KRT19	TUBG1	0.013575
KRT19	FANCG	0.010571
KRT19	HGS	0.015173
KRT19	PNN	0.0023246
KRT19	ABI2	0.013016
KRT19	DMD	0.028941
KRT19	PCM1	0.050528
KRT19	EXOC8	0.0031197
KRT19	C10orf10	0.0036221
KRT19	FAM107A	0.0087423
CLDN3	CLDN1	0.017796
CLDN3	WNK4	0.0017813
CLDN3	TJP1	0.00013548
CLDN3	CLDN5	0.0019151
PAIP1	PABPC1	0.026579
FST	INHA	0.0015273
FST	INHBE	0.011032
FST	FN1	5.5688e-05
FST	BMP5	0.016411
PAK1	COL1A1	0.055128
PAK1	CSNK2A1	0.083231
PAK1	CDK5	0.10182
PAK1	CDK5R1	0.08131
PAK1	PAK1IP1	0.038315
PAK1	SHC1	0.010142
PAK1	SMURF1	0.043435
PAK1	YWHAG	0.042385
PAK1	EGFR	0.0021148
PAK1	FOXL2	0.01687
PAK1	HGS	0.023873
PAK1	SYN1	0.011676
PAK1	DYNLL1	0.029365
PAK1	LIMK1	0.023543
PAK1	DSCAM	0.0097127
PAK1	NF2	0.022455
PAK1	ESR1	0.0019822
PAK1	GIT2	0.00012378
PAK1	FRS2	0.012315
PAK1	ARHGEF2	0.0057002
PAK1	CSNK2A2	0.0018623
PAK1	TGFBR1	0.012109
PAK1	SMAD4	0.019077
PAK1	OXSR1	0.0055054
PAK1	MBP	0.010353
PAK1	PXN	0.020602
PAK1	NCK1	0.0028265
PAK1	AKT1	0.0022386
PAK1	ARPC1B	2.2347e-05
PAK1	SORBS2	0.02099
PAK1	ABI3	0.0026172
PAK1	PPM1F	0.077975
PAK1	FOXO1	0.057011
PAK1	RAF1	0.08983
PAK1	MYLK	0.16367
PAK1	RHOU	0.0027907
PAK1	FLNA	0.042707
PAK1	BMX	0.067521
PAK1	PRKCD	0.019749
PAK1	NCF1	0.013865
PAK1	CASP1	0.030421
PAK1	RHOJ	0.1578
PAK1	TGFBR2	0.10893
PAK1	ARHGEF6	0.084004
CPNE1	UBE2M	0.095244
CPNE1	PDCD6	0.024349
CPNE1	PPP5C	0.071485
CPNE1	UBE2O	0.054731
CPNE1	CPNE4	0.0031573
CPNE1	ACTB	4.0791e-07
CPNE1	PITPNM2	0.010957
CPNE1	RDX	0.012928
CPNE1	SPTBN1	0.078952
TBL1X	HIST2H2BE	0.007282
TBL1X	TBL1XR1	0.046814
TBL1X	HDAC3	0.0086437
TBL1X	NCOR2	0.00092657
TBL1X	GPS2	0.0012701
TBL1X	SKP1	0.0039555
TBL1X	NCOR1	0.020377
PGF	VEGFA	0.010765
PGF	NRP2	0.0082819
PGF	NRP1	0.022069
PGF	FLT1	0.00082892
TAF2	TAF6	0.061791
TAF2	TAF12	0.0042458
TAF2	TAF4	0.047937
TAF2	TAF5	0.034388
TAF2	TAF11	0.0381
TAF2	TAF8	0.017736
TAF2	TAF1	0.018979
LMAN1	F8	0.012478
FRMD6	TSC22D4	0.002463
FRMD6	MLH1	0.0172
HOXC13	ELF1	0.025542
HOXC13	MEIS1	0.06237
RPN2	EZH2	0.11219
RPN2	NDRG1	0.0061925
RPN2	ADRM1	0.076488
ERC2	PCLO	0.032088
ERC2	PPFIA3	0.020737
ERC2	BSN	0.0053277
RIMS2	RAB3B	0.17537
RIMS2	RAB3A	0.084376
RIMS2	CACNA1S	0.028528
RIMS2	RAB3C	0.036402
RIMS2	YWHAH	0.00080037
RIMS2	RAB8A	0.0057103
RIMS2	RAB27A	0.055738
RIMS2	RAPGEF4	0.029689
VEGFA	GPC1	0.0088878
VEGFA	EPHB2	0.0017973
VEGFA	PGF	0.010765
VEGFA	SEMA3F	0.006517
VEGFA	YBX1	0.0015369
VEGFA	TNXB	0.00018905
VEGFA	NRP2	0.0061273
VEGFA	NRP1	0.0022373
VEGFA	SPARC	0.0024729
VEGFA	AKT1	0.010062
VEGFA	FLT1	0.027156
VEGFA	IGFBP7	0.0014185
VEGFA	CTGF	0.00095712
VEGFA	KDR	0.00058187
APEX1	NME1	0.15467
APEX1	FEN1	0.12924
APEX1	PCNA	0.11328
APEX1	CSNK2A1	0.096797
APEX1	HDAC1	0.059032
APEX1	HMGB2	0.11876
APEX1	TXN	0.0018509
APEX1	HIF1A	0.011556
APEX1	SET	0.028366
APEX1	POLB	0.068048
APEX1	TP53	0.059716
APEX1	HNRNPL	0.026799
APEX1	XRCC1	0.025355
APEX1	MUTYH	0.028197
APEX1	XRCC6	0.039231
APEX1	ANP32C	0.004511
APEX1	EP300	0.0062584
APEX1	GZMA	0.0056395
GPX7	UBQLN4	0.0040976
GPX7	SGTA	0.0028032
PSMD4	ADRM1	0.045822
PSMD4	TCF3	0.12177
PSMD4	UBQLN1	0.0043846
PSMD4	RAD23A	0.0018017
PSMD4	NEDD8	0.082944
PSMD4	MYOD1	0.011743
PSMD4	UBC	0.027251
PSMD4	UBB	0.030451
PSMD4	ID1	0.012636
NUPL2	GLE1	0.0099418
UBE2M	CPNE1	0.095244
UBE2M	CPNE4	0.0037879
UBE2M	NEDD8	0.043123
UBE2M	UBA3	0.018629
UBE2M	CPNE2	0.0034841
ITGB3BP	CCNA2	0.11667
ITGB3BP	MTA1	0.0039979
ITGB3BP	ARFIP2	0.0011121
ITGB3BP	RECQL5	0.020216
ITGB3BP	ESR1	0.0014298
ITGB3BP	ITGB3	0.0019656
ITGB3BP	DDX24	0.016111
ITGB3BP	RXRA	0.016715
ITGB3BP	COL4A3BP	0.021034
ITGB3BP	NFKB1	0.033178
APBA2	CLSTN1	0.0073859
APBA2	NRXN1	0.016356
APBA2	LRP1	0.0024832
APBA2	STXBP1	0.0279
APBA2	LRP2	0.029636
TRIB3	DDIT3	0.06458
TRIB3	COPS6	0.048926
TRIB3	SETDB1	0.015883
TRIB3	GIT1	0.0030133
TRIB3	GDF9	0.007078
TRIB3	AKT2	0.023284
TRIB3	ATF4	0.00051772
TRIB3	AKT1	0.00030366
TRIB3	KAT5	0.0016779
LSM1	PSMB5	0.059405
LSM1	LSM2	0.045485
LSM1	LSM5	0.054382
LSM1	LSM7	0.047209
LSM1	HSP90AA1	0.015735
LSM1	RRP1B	0.030584
LSM1	NARS	0.044115
LSM1	EXOSC8	0.027418
LSM1	UXT	0.016662
LSM1	LSM3	0.0034983
LSM1	VPS11	0.011594
LSM1	NDUFAF3	0.0072518
LSM1	PTPRC	0.0037903
RTKN	SMURF1	0.046785
RTKN	GOPC	0.02473
RTKN	TGFBR1	0.0085731
RTKN	RHOA	0.017927
RTKN	RAC2	0.014394
TFAP2C	TP53	0.023311
TFAP2C	CITED2	0.02335
YWHAZ	TUBB	0.058807
YWHAZ	CDK16	0.037519
YWHAZ	CDC25A	0.020841
YWHAZ	ENO1	0.11945
YWHAZ	TPD52L1	0.01455
YWHAZ	CDC25C	0.037612
YWHAZ	PARD3	0.0030509
YWHAZ	KLC2	2.0082e-05
YWHAZ	PPP1CC	0.035083
YWHAZ	KRT18	0.029569
YWHAZ	IRS1	0.0023699
YWHAZ	TPH1	0.0078688
YWHAZ	EGFR	0.0029046
YWHAZ	TP53	0.010709
YWHAZ	LARP1	0.013523
YWHAZ	KCNK9	0.0067424
YWHAZ	WEE1	0.047975
YWHAZ	HMGN1	0.034571
YWHAZ	DFFA	0.0024114
YWHAZ	MAPKAPK2	0.042168
YWHAZ	MARK2	0.0234
YWHAZ	IGF1R	0.00030214
YWHAZ	CENPJ	0.027423
YWHAZ	MARK4	0.0083125
YWHAZ	LIMK1	0.020546
YWHAZ	ING1	0.018415
YWHAZ	STK38	0.019167
YWHAZ	PAK4	0.00021514
YWHAZ	TH	0.0023957
YWHAZ	IL9R	0.004685
YWHAZ	XRCC6	0.0055927
YWHAZ	SLC8A2	0.00013762
YWHAZ	CFL1	0.017838
YWHAZ	MAPT	0.0051082
YWHAZ	ADAM22	3.2925e-05
YWHAZ	PRLR	0.0034199
YWHAZ	ATP5A1	0.0010358
YWHAZ	UCP3	0.003435
YWHAZ	PRKCA	0.0045473
YWHAZ	TLK2	0.024054
YWHAZ	PDC	0.0010742
YWHAZ	MAP3K2	0.0076645
YWHAZ	UBC	0.0083568
YWHAZ	CSNK1A1	0.01655
YWHAZ	PARD6B	0.007737
YWHAZ	ARHGEF2	0.0094791
YWHAZ	EPB41L1	0.0056726
YWHAZ	TBXA2R	0.027065
YWHAZ	SIK1	0.0010304
YWHAZ	FOXO4	0.018621
YWHAZ	BRAF	0.0057725
YWHAZ	KIF5B	0.00063845
YWHAZ	MARK3	0.00045035
YWHAZ	AKT1	0.005761
YWHAZ	ATXN1	0.00052442
YWHAZ	MLF1	0.00018445
YWHAZ	GABBR1	0.012946
YWHAZ	HDAC4	0.023692
YWHAZ	TJP2	0.0088549
YWHAZ	FOXO3	0.038925
YWHAZ	MAP3K5	0.0061001
YWHAZ	NFATC2	0.023108
YWHAZ	SIK3	0.011273
YWHAZ	CDK17	0.0012629
YWHAZ	FOXO1	0.022675
YWHAZ	TRIM21	0.0028694
YWHAZ	RAF1	0.035628
YWHAZ	MAP3K3	0.082802
YWHAZ	PFKFB2	0.022417
YWHAZ	RGS3	0.0094834
YWHAZ	TSC1	0.074013
YWHAZ	INPP5A	0.013804
YWHAZ	PRKCD	0.0023896
YWHAZ	KIF1C	0.027193
YWHAZ	NR4A1	0.042595
YWHAZ	TNFAIP3	0.00071022
YWHAZ	AKAP13	0.022891
YWHAZ	PTPN13	0.019227
YWHAZ	EPB41L3	0.0013321
YWHAZ	VIM	0.015039
YWHAZ	CSF2RB	0.010464
YWHAZ	RRAD	0.0061354
YWHAZ	KCNK3	0.035
TRIM9	NCF1	0.044506
SCGN	SNAP23	0.0037309
CLDN1	MMP14	0.021531
CLDN1	CLDN3	0.017796
CLDN1	WNK4	6.0789e-07
CLDN1	BRD4	0.0002372
CLDN1	MMP2	0.0067512
CLDN1	TJP2	0.011791
CLDN1	TJP1	0.0017265
KIF22	IMMT	0.085339
KIF22	GDF9	0.022341
TNFSF11	MMP1	0.088569
TNFSF11	MMP3	0.085228
TNFSF11	MMP7	0.020218
TNFSF11	TNFRSF11A	0.0096585
TNFSF11	MAPK3	0.027906
TNFSF11	AKT1	0.011985
TNFSF11	ADAM17	0.020085
TNFSF11	TRAF6	0.050481
TNFSF11	NFKBIA	0.047153
TNFSF11	NFKB1	0.049007
MRPS34	DLG1	0.014354
DDIT3	CSNK2A1	0.040428
DDIT3	TRIB3	0.06458
DDIT3	CEBPG	0.068191
DDIT3	MAPK14	3.2114e-05
DDIT3	CEBPE	0.021599
DDIT3	ATF4	0.012137
DDIT3	HSD17B14	0.000961
DDIT3	ATF3	0.0022953
DDIT3	CEBPB	0.02799
DDIT3	JUN	0.0083953
DDIT3	FOS	0.053023
SLBP	ZNF473	0.028306
SLBP	LSM10	0.011399
SLBP	USP8	0.015601
RPS6KB2	COASY	0.087934
RPS6KB2	MTOR	0.023658
RPS6KB2	PRKCE	0.031314
EDN2	KEL	0.023159
EDN2	CMA1	0.0004287
EDN2	MME	0.012346
GLDC	TLR10	0.01011
TAF15	POLR2G	0.016674
TAF15	YWHAG	0.021167
TAF15	POLR2E	0.0051092
TAF15	TAF12	3.3619e-06
TAF15	ZNF384	0.021038
TAF15	TAF5	0.0079343
TAF15	SAFB	0.013479
TAF15	TAF1	0.03089
POU4F1	ESR1	0.002446
PREB	TGFBR1	0.023068
TF	IGFBP3	0.025296
TF	IGFBP2	0.042702
TF	IGFBP5	0.028222
TF	TUBB3	0.0053752
TF	TFR2	0.027267
TF	IGFBP1	0.0065407
TF	CALR	0.01644
TF	IGFBP4	0.0064287
TF	IGFBP6	0.0077837
SMUG1	TRIP13	0.14832
SMUG1	RBPMS	0.1271
CNPY2	MLXIP	0.00025268
CNPY2	MYLIP	0.014201
RNF7	CSNK2A1	0.064134
RNF7	ITM2C	0.028201
RNF7	CSNK2B	0.038509
RNF7	CUL1	0.00038001
RNF7	CUL2	0.012177
RNF7	CASP7	0.0050497
RNF7	PLA2G15	0.0092641
DGKA	SRC	0.0038886
DYNC1I1	BICD1	0.023453
DYNC1I1	DYNLL1	0.013008
DYNC1I1	DYNLT1	0.0016161
DYNC1I1	STAU1	0.012302
DYNC1I1	DYNLL2	0.010178
DFNA5	PTN	0.00179
LAMA1	COL7A1	0.12472
LAMA1	ITGA2	0.026423
LAMA1	ACHE	0.013955
LAMA1	PLG	0.013564
LAMA1	C3	0.013683
LAMA1	ITGA1	0.032288
HOXD10	GMNN	0.058972
HOXD10	CREBBP	0.018763
HOXD10	PBX1	0.0061507
METTL1	WDR4	0.090361
METTL1	AKT1	0.013163
METTL1	RPS6KA1	0.039357
CBX5	MKI67	0.09203
CBX5	DNMT3B	0.1152
CBX5	CBX1	0.10697
CBX5	CHAF1A	0.11545
CBX5	CBX3	0.071319
CBX5	TRIM28	0.090255
CBX5	SUV39H1	0.058943
CBX5	TRIM24	0.027993
CBX5	INCENP	0.052748
CBX5	HIST1H1E	0.047082
CBX5	SMARCA4	0.054633
CBX5	TAF4	0.037118
CBX5	LBR	0.030899
CBX5	XRCC6	0.067247
CBX5	TCEB3B	0.0069339
CBX5	MBD1	0.0040476
CBX5	NSL1	0.068473
CBX5	FSHR	0.013485
CBX5	HIST3H3	0.0087155
CBX5	HDAC5	0.002195
CBX5	HDAC4	0.00014541
TFDP1	E2F3	0.037107
TFDP1	E2F6	0.074499
TFDP1	E2F5	0.039396
TFDP1	E2F1	0.030535
TFDP1	TP53	0.029177
TFDP1	E2F2	0.037686
TFDP1	E2F4	0.014457
TFDP1	NPDC1	0.053806
PFDN4	TUBB	0.075021
PFDN4	PFDN2	0.11586
PFDN4	ACTB	0.05274
NKRF	NFKB2	0.048002
NKRF	REL	0.019803
NKRF	NFKB1	0.074751
CCHCR1	TRAF4	0.097575
CCHCR1	STAR	0.010458
SS18	SMARCA4	0.0044388
SS18	EP300	0.0045198
SS18	SMARCA2	3.8707e-06
FXR1	CRMP1	0.0062157
FXR1	LUC7L2	0.10206
FXR1	PRSS23	0.012291
FXR1	GBP2	0.018624
EMG1	KHDRBS1	0.011012
EMG1	PSMB7	0.024825
EMG1	SLC25A38	0.00013202
EMG1	CTSE	0.021838
EMG1	ANXA3	0.060501
SIGMAR1	ITPR3	0.0035085
SIGMAR1	ANK2	0.0034134
COL6A3	MMP2	0.037577
DCUN1D1	RNF11	0.0098747
DCUN1D1	LAPTM5	0.013433
ANAPC11	UBE2C	0.2132
ANAPC11	CDC16	0.023827
ANAPC11	ANAPC10	0.014692
TRIM2	SIRPA	0.051001
GLMN	FKBP4	0.06508
GLMN	NSFL1C	0.022839
ANKRD13B	RPLP1	0.059633
ADA	ADORA2B	0.0058012
ADA	ADORA1	0.00059659
ADA	NR3C1	0.048993
ADA	DPP4	0.032278
FKBPL	UNC119	0.056484
ABCC2	SLC9A3R1	0.015449
ABCC2	PDZK1	8.5453e-05
ABCC2	PDZD3	0.014709
ABCC2	RDX	0.0037794
APLP1	TK1	0.013299
APLP1	CDKN2C	0.012911
APLP1	UTP14A	0.0028743
APLP1	EIF2S2	3.4392e-06
APLP1	DAB1	0.017432
APLP1	TOE1	0.00093637
APLP1	TSC22D1	0.010354
APLP1	TMSB4X	0.042504
APLP1	SAT1	0.020449
APLP1	PRNP	0.00075298
APLP1	APBB1	0.00092902
APLP1	TCF21	0.045315
TRPM2	ITPR3	0.004908
TRPM2	TRPC6	0.11379
POLD1	CHGB	0.010223
POLD1	PCNA	0.060938
POLD1	POLD2	0.15245
POLD1	CDK2	0.032147
POLD1	XRCC5	0.0084468
POLD1	WRNIP1	0.0086256
TNNI3	TNNT1	0.11139
TNNI3	PRKCA	0.0025595
TNNI3	TNNT2	0.0092972
TNNI3	TNNI3K	0.035727
TNNI3	PKD2	0.043387
TNNI3	TNNC1	0.029309
UBE2Z	TGFBR1	0.015349
UBE2Z	SMAD4	0.02933
UBE2Z	LPL	0.076513
GAL	GALR2	0.040769
RAB15	RABIF	0.015733
TRPT1	TRAF2	0.0565
PSMB4	PLK1	0.14101
COASY	RPS6KB2	0.087934
COASY	RPS6KB1	0.015125
COASY	KRT20	0.037813
USP10	SCNN1A	0.0081445
USP10	G3BP1	0.094563
USP10	SNX3	0.01853
USP10	SCNN1G	0.027371
PUF60	PPP1R16A	0.089238
PUF60	YWHAG	0.028071
PUF60	U2AF2	0.066734
PUF60	FUBP1	0.00011545
PUF60	CD101	0.02352
PUF60	VIM	0.083337
FADD	XPO5	0.049146
FADD	IRAK1	0.07715
FADD	STAT1	0.027222
FADD	TRAF2	0.055896
FADD	DAP3	0.03077
FADD	NOL3	0.0059812
FADD	EDA2R	0.0059637
FADD	MBD4	0.011742
FADD	DEDD	0.00076063
FADD	FAF1	0.00076495
FADD	CASP8AP2	0.0040024
FADD	CSNK1A1	0.017222
FADD	DDX24	0.018986
FADD	RAP1A	0.023743
FADD	PEA15	0.01031
FADD	RYBP	0.072983
FADD	RIPK1	0.02517
FADD	DAPK1	0.057112
FADD	MYD88	0.012642
FADD	CFLAR	0.039185
FADD	PTPN13	0.010609
FADD	ANK3	0.046193
FADD	FAS	0.016848
FADD	PRKCZ	0.026016
CSTF3	CSTF2	0.059814
CSTF3	CSTF1	0.068279
IDE	INS	0.003901
IDE	NR3C1	0.013851
WDR4	METTL1	0.090361
DPM2	PIGC	0.0308
DPM2	DPM1	0.0014966
DPM2	DPM3	0.02793
DPM2	HLA-DMB	0.025091
DPM2	PIGA	0.029918
HSPA13	UBQLN1	0.038291
HSPA13	UBQLN4	0.0055927
COL18A1	GPC1	0.066049
COL18A1	MMP2	0.032204
COL18A1	GPC4	9.5269e-05
COL18A1	ITGA5	0.029326
COL18A1	KDR	0.00089051
PDCD6	CPNE1	0.024349
PDCD6	HEBP2	0.037593
PDCD6	CPNE4	0.016334
PDCD6	IGFALS	0.0066149
PDCD6	ANXA7	0.0084892
PDCD6	PEF1	0.027789
PDCD6	MAP3K5	0.014338
PDCD6	CPNE2	0.026131
PDCD6	SH3KBP1	0.063262
PDCD6	PDCD6IP	0.051648
PDCD6	ANXA11	0.074533
PDCD6	FAS	0.070687
DLK2	PLSCR1	0.0084462
DLK2	ADAMTSL4	0.072881
HDAC2	TOP2A	0.2247
HDAC2	CDC20	0.18973
HDAC2	DNMT3B	0.18144
HDAC2	BRCA1	0.17039
HDAC2	CSNK2A1	0.13585
HDAC2	HDAC1	0.12219
HDAC2	DNMT1	0.13341
HDAC2	BUB3	0.14238
HDAC2	CDH1	0.00019057
HDAC2	MTA1	0.039794
HDAC2	PHB2	0.08587
HDAC2	EED	0.065499
HDAC2	CDYL	0.038249
HDAC2	SUV39H1	0.046356
HDAC2	RBBP7	0.078071
HDAC2	SETDB1	0.062613
HDAC2	RBP1	0.034479
HDAC2	TP53	0.0088379
HDAC2	SAP30	0.06657
HDAC2	MAD1L1	0.0047471
HDAC2	BRMS1L	0.030328
HDAC2	ANTXR1	0.014942
HDAC2	SALL1	0.031899
HDAC2	PTMA	0.10987
HDAC2	PA2G4	0.050198
HDAC2	ING1	0.034672
HDAC2	YY1	0.054717
HDAC2	HDAC10	0.0089626
HDAC2	DAXX	0.049123
HDAC2	PPP1R8	0.038551
HDAC2	SMYD1	0.002738
HDAC2	PHF21A	0.020657
HDAC2	SP3	0.012192
HDAC2	MBD2	0.014118
HDAC2	RCOR1	0.00044782
HDAC2	CTBP1	0.015367
HDAC2	CSNK2A2	0.00026006
HDAC2	DMAP1	0.0026097
HDAC2	THRA	0.022777
HDAC2	IKZF1	0.043207
HDAC2	SPEN	0.0072328
HDAC2	SIN3A	0.012083
HDAC2	IFRD1	0.00050022
HDAC2	IKZF4	0.032094
HDAC2	STAT3	0.050199
HDAC2	HOPX	0.051754
HDAC2	RUNX3	0.039267
HDAC2	ARID4A	0.054712
HDAC2	THRB	0.090332
TBC1D7	TSC1	0.037132
PAX5	KPNA2	0.050232
PAX5	DAXX	0.0083039
PAX5	CREBBP	0.012845
PAX5	RB1	0.011138
PAX5	TLE4	0.050789
PAX5	ETS1	0.024727
PAX5	ID3	0.038351
PAX5	EBF1	0.014872
PAX5	ID2	0.026371
TWF1	BMPR2	0.051406
MAZ	CSNK2A1	0.08006
PTPRN	UBQLN4	9.2807e-05
PTPRN	SPTBN4	0.098131
PTPRN	PPIA	0.055999
PTPRN	NOS1	4.7616e-06
PTPRN	MADD	4.557e-05
POLR2K	POLR2H	0.024208
POLR2K	BRCA1	0.031386
POLR2K	SMYD3	0.026931
POLR2K	POLR2D	0.029955
POLR2K	POLR2E	0.019068
HMGB2	PRKDC	0.12347
HMGB2	APEX1	0.11876
HMGB2	SET	0.043444
HMGB2	TP53	0.031899
HMGB2	POU3F1	0.052942
HMGB2	POU2F1	0.034036
HMGB2	POU2F2	0.0070431
HMGB2	CSNK1A1	0.021171
HMGB2	GZMA	0.00062372
HMGB2	PGR	0.095583
TXNDC17	DYNLL1	0.0022228
TXNDC17	AVP	0.0039986
TXNDC17	TXNRD1	0.00060416
TXNDC17	OXT	0.0062011
TXNDC17	INS	0.00071178
PPID	HSP90AB1	0.099276
PPID	HSP90AA1	0.056101
PPID	HAP1	0.0010233
PPID	SLC25A4	0.010304
PPID	SMURF2	0.039201
GALNT1	PTPRF	0.0054443
GALNT1	MUC1	0.014734
CCT4	CCNE1	0.11991
CCT4	ACTB	0.026087
CCT4	ACTA2	0.02378
CPE	NTS	0.00072246
CPE	GCG	0.00050455
CPE	POLA2	0.004187
CPE	UTP14A	0.00022904
CPE	GTF3C1	0.0020136
CPE	GAST	0.0013159
CPE	TRH	0.0025122
CPE	INS	0.00046668
CPE	CCK	0.00054055
CPE	BDNF	0.0075888
CPE	ROBO2	7.2093e-05
ANXA13	NMT1	0.010243
ANXA13	KIFC3	0.0012972
ANXA13	NEDD4	0.019783
GNGT1	GNB5	0.041225
GNGT1	GNAS	0.0072307
GNGT1	GNB2	0.002888
GNGT1	RHO	0.019113
GNGT1	NAGA	0.026851
DHX9	TOP2A	0.077714
DHX9	PCNA	0.061119
DHX9	BRCA1	0.049235
DHX9	SRPK1	0.11788
DHX9	SNRPB	0.11029
DHX9	SSRP1	0.099466
DHX9	ILF3	0.092649
DHX9	PRMT1	0.1193
DHX9	HNRNPC	0.10874
DHX9	KHDRBS1	0.04737
DHX9	SNRPB2	0.075197
DHX9	GEMIN4	0.014306
DHX9	STAU1	0.016561
DHX9	AKAP8L	0.047322
DHX9	HDLBP	0.0010729
DHX9	MBD2	0.010245
DHX9	PRPF8	0.0013327
DHX9	GTF2B	0.00051816
DHX9	NXF1	0.00090962
DHX9	JUN	0.010146
E2F1	CDK1	0.090146
E2F1	CCNA2	0.10065
E2F1	CDKN2A	0.068752
E2F1	CHEK2	0.098827
E2F1	BRCA1	0.16928
E2F1	PARP1	0.13263
E2F1	TOPBP1	0.077275
E2F1	SKP2	0.092418
E2F1	MNAT1	0.014407
E2F1	E2F6	0.032554
E2F1	TFDP1	0.030535
E2F1	PHB	0.061391
E2F1	TFDP2	0.047639
E2F1	TRRAP	0.015077
E2F1	ARID3A	0.044463
E2F1	ATR	0.0099418
E2F1	TP53	0.018502
E2F1	CDK7	0.002436
E2F1	CEBPE	0.007067
E2F1	NCOA3	0.0021508
E2F1	NCOA6	0.01471
E2F1	TP53BP1	0.0095836
E2F1	SP3	0.037925
E2F1	CREBBP	0.01145
E2F1	RB1	0.054935
E2F1	CUL1	0.023867
E2F1	PURA	0.064921
E2F1	KAT5	0.018328
E2F1	NPDC1	0.035822
E2F1	NFKB1	0.10767
E2F1	NDN	0.040443
SHC1	SHCBP1	0.019334
