gene	p
CNTNAP4	0.00071381
NEU3	5.22e-05
ATP5A1	0.0012329
DNAH3	8.64e-05
ALKBH5	0.046949
KRT32	0.00066445
hist1h2al	0.00020199
NDUFB7	0.022178
PDILT	0.009196
PSG1	0.00033984
MRPL23	0.0091622
FGF4	0.0026597
DSCAM	0.0048803
ACKR2	0.00018579
MSL1	0.0039746
NF1	0.00084791
MTNR1B	0.0046167
COL9A1	0.00058973
SLC5A10	0.030283
FSIP2	0.02104
PLPPR2	0.023622
CDSN	0.014979
QTRT2	0.0026682
LCN12	0.0065712
GABRA4	0.0001846
SLC6A5	0.004945
CRNN	0.0054416
FARP2	0.0012521
HTR1A	0.01175
MKL1	0.0018877
C8orf17	0.0065701
LYPD8	0.0011221
DNAJB8	0.01069
RXFP3	0.0031594
MC2R	7.59e-06
MRGPRX4	0.012213
HIST1H3A	0.0025581
IL13	0.037832
SPATA16	0.0015033
UCMA	0.0069598
ADAMTS10	0.029562
BECN1	0.019677
CDH7	0.0018228
CARHSP1	0.018429
GIPR	0.0070119
SLC4A9	0.00012776
TRAPPC2L	0.0097911
Hist1h3c	0.00084025
MYCN	0.00057189
dlg4	0.034248
NF2	0.00013558
SART1	0.026473
PSG2	0.0052508
KCNJ3	0.012974
CPA2	0.049501
KRTAP5-9	0.0038664
AFF2	0.0094261
PRM1	0.012629
QRICH2	0.020865
ATP6V1G3	0.0011317
GRIN3B	0.019351
INTS4	4.59e-06
ZDHHC20	0.022287
NPAS4	0.0011096
GSTTP1	0.017496
MC5R	0.0013044
APEH	0.022145
ak5	0.0039907
SLC34A3	0.0027648
NLRP5	0.01561
SOX1	0.0014187
CER1	0.011907
FTHL17	0.014623
MTOR	0.0068576
SLC6A19	0.0032647
PCSK6	0.00011692
SMPD3	0.044096
ZG16	0.024457
OR3A3	0.014084
CPN2	0.0023001
CNTROB	0.021581
ATRNL1	0.012929
ACSF3	0.00066284
SLC18A3	0.017315
EME2	0.022317
NODAL	0.00028041
ZNF778	0.03951
TMLHE	0.031207
XKR8	0.0081447
NTSR1	0.033103
DGKK	0.025158
SLC7A4	0.011911
RPL30	0.0011983
DDX31	0.022341
SIX6	0.0062373
CST9	0.01227
TEKT5	0.0024426
CHD5	0.0011651
CRYGC	0.030476
UCP3	0.0082261
CACUL1	0.0020868
MYL2	0.0010156
KRT36	0.00090971
RNF216	0.012787
PCDHB3	0.029956
CPNE9	0.029445
MBD2	0.00062801
AAK1	0.0020069
PASD1	0.032823
IRF2BP2	0.048659
LIPE	0.04099
CALR3	0.0028521
ATOH7	0.0060737
TSHR	0.00062726
XYLB	6.08e-06
nkx6-2	0.0067451
TSSK6	0.0045871
ANO4	0.0036103
GPR37L1	0.0013772
PSMA8	0.0011032
PFKFB1	3.96e-05
Krtap13-1	0.017933
WNT8A	0.0022022
UBA52	0.022085
RAPSN	0.0029653
ZC3H7B	0.0052529
SLC22A6	0.011899
setmar	0.018392
CUL9	0.0085378
KCNH4	0.018006
OR51M1	0.0082407
KCNC2	0.0070799
CUX2	0.0036315
PPP1R17	0.024148
KCNE5	0.035507
BRF1	0.00183
PLD6	0.0090892
HNF4A	0.0068956
TAB1	0.02667
SRY	0.0040615
HRASLS2	0.0070163
slc22a13	0.027692
ATE1	0.0022593
PDX1	0.0024555
TMEM102	0.03139
CYSLTR2	0.037923
ELSPBP1	0.021835
GOT1L1	0.0003882
TBC1D25	0.011247
CD8B	0.013722
CFC1B	0.017377
ADAMTS7	0.010983
RHO	0.00359
ZNF7	3.47e-05
ASIC2	0.027038
TRIM50	0.0011879
PXDNL	0.003563
TBX20	0.0050045
FSHR	0.0047069
ZNF740	0.00085971
DAO	0.025699
GAD2	1.67e-05
ZNF808	0.042761
PUM2	0.020768
GPR15	0.049781
SOX3	0.0023424
RARB	0.00026252
ACVR1B	0.0047223
CELA3A	0.011728
SUN5	0.0023339
LMX1A	0.018092
WFIKKN1	0.023018
cryaa	0.04698
GGACT	0.0091401
LZTS1	0.00051458
GATA4	0.00019872
LMX1B	0.025032
NSD1	0.0036828
ALDOB	7.16e-07
KLK3	0.0091448
EPX	0.0096687
CATSPER3	0.0082992
EGLN2	0.026381
MFN2	0.016379
CDH22	0.0036822
ZNF517	0.0090467
ZSCAN5A	0.01069
TERB1	0.0073788
LRSAM1	0.031575
NOBOX	0.020384
CCDC13	0.0096252
OTOF	0.00059955
SUCLG1	0.00045969
LRRC59	6.07e-05
tdh	0.012089
ZNF701	0.0097407
CWF19L1	0.044979
NDUFA10	1.22e-05
DPH3P1	0.017295
FSCB	0.0013373
BTNL2	0.014931
HIST3H3	0.003201
KMT2B	0.0037699
OSBPL7	0.0093525
SRC	0.0008151
CRX	0.0035723
NCLN	0.0062934
DTWD2	0.020185
PLSCR2	0.00034479
ANKRD33	0.004237
CLN6	0.00040499
SLC19A1	0.0047293
PTGER1	0.020871
RPS6KA4	0.028386
ESX1	0.00039553
ZNF397	0.0078681
MAPRE3	0.049337
AK8	0.033428
HAPLN2	0.048114
ZSCAN1	0.012312
NCL	0.0043423
PAX1	0.0006702
PPARA	0.0019639
IRGC	0.0089224
ZNF594	0.018988
MAP1LC3B2	0.0099176
TAB3	0.0059351
C10orf71	0.019211
NCOR2	0.0076403
MYPN	0.0077255
COX2	0.0094788
UBE3B	0.00015025
CLK3	0.013637
PAX8	0.0007614
DISC1	0.0034334
LDHAL6B	0.00069764
AIPL1	0.0021746
LECT2	0.012281
USP26	0.002932
ZBTB12	0.039634
CDX4	0.02867
ZNF326	0.023726
plcb3	0.034833
H2BFM	0.020291
DRP2	0.0010146
SLC6A7	0.019688
Cyp11b1	0.000665
ZNF257	0.041135
WFDC9	0.0016417
CLEC3A	0.0018791
INS	0.0076808
HMHB1	0.020483
TP53TG5	0.0098403
MAPK4	0.0038541
ATP2A1	0.0055816
ABHD16B	0.044302
GRID2	0.0086801
JPH3	0.0022573
APAF1	0.0033485
UBIAD1	0.01385
UGT1A1	0.02222
SLC17A4	0.0079461
BANF2	0.0013008
GHRHR	0.0010792
PAX3	6.32e-05
MRPS27	0.015519
GALP	0.0031044
CHRM4	0.025994
FANCC	0.0083048
SORCS3	0.046486
STRADA	0.011027
PDE6A	0.035998
BRD4	0.038027
MYCNOS	0.011119
GHRL	0.030453
TPMT	0.025765
GRM8	0.00039724
LBX1	0.031054
BTBD8	0.00033846
CD209	0.010199
MYH7	0.0049323
BORCS6	0.031719
TUBA1B	0.040241
AMER1	0.030595
TRIM67	0.031548
RPL19	0.019572
TRPV3	0.024828
HCN1	0.0074425
SLITRK2	0.026201
GFRA4	0.0064326
OPN5	0.0019207
ABCG4	0.021777
mrap	0.0020544
PIWIL1	0.026459
THRAP3	0.0025858
KCNA10	0.018317
TVP23C	0.042929
DEC1	0.0013876
PRKCA	0.019126
HFE	0.045175
MTMR7	0.0035473
ARL3	0.037704
NDUFA4	0.045171
CCDC136	0.014114
CRYGA	0.0083616
ADRB3	0.0016309
CYP2A7	0.030557
PLA2G4D	0.0045695
CDH8	0.00037137
NEUROG2	0.047898
KRTAP9-8	0.0039263
OPN4	0.0077171
COMMD7	0.0034429
PCDHAC1	0.0036644
CAMK1G	0.0074874
KRT71	0.0090611
P2RX6	0.007006
KCNK2	0.0073224
KRT83	0.030952
CNBD2	0.00097825
UQCR11	0.033653
TUB	0.0070114
CYP4A11	0.0089947
epha6	0.00011117
PHF20	0.049886
RETNLB	0.002836
CCDC57	0.0026784
FBXO40	0.0038796
P2RY4	0.012396
PDCD2	0.04461
GFAP	0.00086882
IQSEC2	0.01595
GPR45	0.011872
TRPM3	0.00021134
RNF212B	0.014734
gh2	0.00010925
SLC9A1	0.014388
GRIK1	0.035382
TSGA10IP	0.024933
IPO11	0.013604
AKAP4	0.015733
COL19A1	0.012301
ZER1	0.035935
NR2E3	0.0093986
SMC1B	0.002931
SPIN2A	0.0042757
ST18	1.58e-05
TSSK2	0.024695
ZAR1	3.12e-05
NRAP	0.00089326
RPLP1	0.001481
LINC00869	0.020868
CARD19	0.038738
CD300LB	0.035009
RNF215	0.028137
SFXN5	0.0030929
RNF152	0.015299
PMPCB	0.019234
FGF23	0.032283
TSSK4	0.020813
TAS2R5	0.020867
SIGLEC8	0.018025
C4orf26	0.007732
UPK2	0.030557
MC3R	0.032119
TBR1	0.0065774
FUT10	0.012684
GABRA5	0.011992
KRTAP1-1	0.0060543
NIPAL2	0.02755
TM4SF20	0.018287
RLN3	0.015765
FSHB	0.0083291
EIF2AK3	0.026189
VPREB1	0.0072151
UBE2DNL	0.017939
KRTAP1-3	0.016732
CAMK2A	0.012358
SLC34A1	0.0040724
FBXL21	0.0086988
HUS1B	0.0026557
GNAT1	0.024687
TBC1D28	0.0090968
Krtap1-5	0.026521
SAMD14	0.0095762
CELA3B	0.041699
CABP1	0.0085928
prdm9	0.0068021
sufu	0.0015131
cpo	0.011175
ZNF645	0.0463
RAB6A	0.011668
TAAR3	0.007354
CDC42BPG	0.0085972
LOC101928917	0.044297
PAX4	0.0015428
SLC5A12	0.00050651
KCNG4	0.020768
AKT2	0.023034
ADAM20	0.0040555
TMC2	0.042567
MAP1A	0.037222
SNCB	0.025213
or7c1	0.0043161
PURG	0.023418
LYG2	0.024016
TAMM41	0.032378
UBAP1L	0.027675
SYN3	0.034009
BOD1L2	0.0072841
MPP4	0.00040903
SLC12A3	0.00077754
RPS14	0.00026774
CASR	0.010338
RAD51B	0.0027522
VPS33A	0.012468
KCNA6	0.038968
TSNARE1	0.048729
NCR1	0.018882
ZFP14	0.038855
MATN1	0.015263
OR8D2	0.027119
DIAPH2-AS1	0.012873
SLC12A1	0.005927
GLP2R	0.021674
ZBTB37	0.016069
GPR32	0.014751
ABCC11	0.010299
RREB1	0.024057
BTN1A1	0.034565
NRG2	0.025179
RAB3C	0.025467
PRG3	0.040527
GRIK3	0.0069478
PLA2G2F	0.031053
C16orf92	0.039911
ZNF425	0.015849
C7orf34	0.00097242
MYO15A	0.032745
PAPPA2	0.0082799
THADA	0.0022113
QPCTL	0.047351
HECW1	0.005723
ATF6B	0.026224
ZNF486	0.031985
MSANTD1	0.033653
CRB1	0.0030675
ZSCAN20	0.0011795
CST9L	0.017711
CACNG7	0.015864
PRDM7	0.0085378
HS6ST3	0.0037346
ARID4B	0.011759
FGF5	0.028007
c11orf65	0.02143
ESR1	0.0021225
PRSS54	0.019447
SERPINA2	0.02453
vsx1	0.0045883
ESR2	0.00021258
CAMKK1	0.031255
CCDC14	0.0012733
DIP2A	0.0090531
UROC1	0.01625
NCAPH2	0.033032
EIF4G2	0.0014128
GPR135	0.0080217
PAFAH1B2	0.027307
HCAR1	0.032821
ALOXE3	0.0063451
USP22	0.0022831
FCN2	0.0089228
THEM5	0.0067478
HNRNPK	0.031223
KCTD17	0.036413
BOLL	0.0375
GRIK2	0.0049784
ATP2B2	0.00089686
OR3A1	0.018683
MRGPRX2	0.032255
POU4F2	0.0075893
MASP2	0.0047148
RGR	0.026366
DDI1	0.02638
IKZF2	0.028908
FBXO10	0.0041416
TTLL2	0.034068
CACNA1E	0.00092644
NDST4	0.017305
MMD2	0.0070628
ABCG5	0.046328
TLK2	0.024947
TGM7	0.040661
MEIOC	0.0024959
OR51B4	0.0086285
GNAT3	0.0072864
CPA1	0.011285
NLGN3	0.030202
MMP2	0.019127
AMELX	0.011108
RBMXL2	0.018722
OR5L2	0.008957
TCTN2	0.049473
RBFOX3	0.023084
tas2r13	0.015511
AP1AR	0.023051
OLIG2	0.0064288
PKDREJ	0.024755
KCNS2	0.043185
Hist1h4a	0.019273
TRIM36	0.041404
OR12D2	0.048462
RXRB	0.04119
PSG11	0.0411
SEMG2	0.010148
ESRRB	0.012652
DNTT	0.0030613
DAPK3	0.04173
RHAG	0.0072521
fam135b	0.010175
IL4	0.0023895
PIK3R4	0.0054
ABCB11	0.011442
HTR7	0.027836
DEFB126	0.016906
MYT1L	0.025058
TNXB	0.028822
DAZL	0.014213
ENTHD1	0.0017037
SORCS1	0.039729
C12orf50	0.011162
SHMT1	0.012854
GRIN2C	0.017251
OR1Q1	0.015138
CYP8B1	0.043812
ADAD1	0.011098
NXPH2	0.016903
ZSCAN30	0.044962
EPB41	0.014234
RPL22	0.044287
RALGPS1	0.0037421
PDC	0.049412
MB21D1	0.049966
TREML4	0.0061024
GRM1	0.0091633
REG3A	0.025152
YME1L1	0.0053967
GATM	0.0046101
CCSAP	0.012719
ANGPTL3	0.00045448
SMC1A	0.031589
CST11	0.017928
ASMT	0.040889
ACRV1	0.019348
PANX3	0.013122
ADAMTS20	0.0045865
CYP19A1	0.00046184
C10orf90	0.028791
IMPG2	0.010198
SLC6A2	0.0003881
MCMDC2	0.00079776
RFPL1	0.0029059
SLC9A5	0.024412
KRT12	0.0098888
THPO	0.018521
FUT9	0.00763
DPF3	0.028068
ZNF169	0.031184
N6AMT1	0.037153
ITGB3	0.016818
KLHL1	0.02228
DLGAP2	0.020434
TPPP2	0.02251
NUP188	0.036313
LHX4	0.024497
SPG7	0.049844
CSN1S1	0.035021
MLNR	0.014156
ZNF780B	0.016834
KCNC3	0.034623
KRT73	0.021306
CSN2	0.029603
SYT9	0.023019
PCDH11X	0.018071
CTNNA3	0.043455
FFAR1	0.037268
CRP	0.011855
CCDC120	0.010218
NR1I3	0.023588
GPR22	0.017325
TAS2R16	0.028758
HTN1	0.025217
KRTAP4-11	0.043406
ABCB5	0.0076027
LAMB4	0.012641
UNC80	0.025813
EIF4A2	0.037685
ASB14	0.039813
SULT2A1	0.0113
EYS	0.049844
ZNF287	0.0085787
SCAND2P	0.0070226
ATP2B3	0.023642
TSPEAR	0.024284
ADAM30	0.020156
OR1C1	0.031039
MOBP	0.0040341
CLTC	0.010535
kng1	0.0098155
npy2r	0.012578
GABRA1	0.037807
ADAM5	0.037502
PNLIPRP2	0.046967
RXFP2	0.02641
DCLK3	0.034572
TRIM10	0.017816
FAM45A	0.023393
SPAM1	0.01864
METTL15	0.0038066
ATP1A4	0.029492
HS1BP3	0.043812
OPRM1	0.018426
HAO2	0.044178
SNTG1	0.033823
WFDC13	0.038024
GRIN2B	0.022036
ZNF90	0.02539
CYLC1	0.035381
KCNJ13	0.039918
MCF2	0.043074
BCL2L14	0.005833
DPPA4	0.039874
EAF2	0.029615
TCF24	0.030455
PAPOLB	0.01111
RTP1	0.04648
ADH4	0.039072
OR2M4	0.036225
ARHGEF12	0.04134
RAD21L1	0.036364
HEMGN	0.043954
ADRA1A	0.034462
MGAT4D	0.016124
NAALAD2	0.0058734
TNKS	0.037106
SLC39A12	0.024956
SLC25A30	0.0041978
SLC24A1	0.039263
C8orf46	0.04456
SLCO1C1	0.018463
TLL1	0.002062
EXD1	0.024659
PTPN5	0.038397
KALRN	0.016348
PTPRJ	0.016769
ZDHHC19	0.02315
RPP30	0.026285
dcaf8	0.026493
CDNF	0.012144
MAP3K2	0.033665
CLYBL	0.047928
MAML3	0.019346
ZNF547	0.011981
ITSN1	0.00080613
PSMD6	0.028479
Prdm11	0.016465
VPS53	0.0056266
OLAH	0.01953
AGBL3	0.00058758
ATF7	0.030491
PSEN1	0.044869
SPACA6	0.019191
GRIK4	0.044976
c16orf62	0.013173
ADARB1	0.012505
ANPEP	0.0092489
EPG5	0.040845
MAN2C1	0.047811
PRDM5	0.032224
SPG21	0.040257
PDE12	0.016857
FBXO3	0.016015
FBXL14	0.029122
UPB1	0.00066829
c21orf2	0.0075051
USP19	0.033205
EIF4ENIF1	0.031486
DCLK2	0.01197
HEXA	0.021078
ENDOU	0.01865
GIT2	0.0087499
CASP9	0.039641
ACRBP	0.031696
EVI5	0.010693
PARP15	0.023206
SLC8A1	0.0002263
SYNJ1	0.022819
vps18	0.048929
PADI4	0.00065386
serp2	1.71e-05
GNPTAB	0.038451
ZDHHC21	0.045495
EVC2	0.015386
HNRNPLL	0.039277
WDTC1	0.049636
UBC	0.028863
MYRF	0.019235
KDM4C	0.027178
MAP7D3	0.038569
TRPC3	0.0034703
ST3GAL2	0.015715
ROCK1	0.0045495
SLF2	0.044117
CLDN11	0.005398
SOBP	0.0010287
NOS1	0.0042595
CDK20	0.043915
GLYCTK	0.018194
MCMBP	0.033985
HERC4	0.0090277
LARP4B	0.0088185
RNF148	0.016855
MTMR3	0.019673
RHOB	0.0079618
mcph1	0.029059
SYDE1	0.030737
map2k5	0.0082886
FRS2	0.012602
ETFBKMT	0.00031348
ELANE	0.027648
RNF141	0.0019921
CNTNAP3	0.0081966
SLC8A3	0.010909
CREBBP	0.0018929
lcmt2	0.027327
ZBTB40	0.018711
TPM3	0.0049606
TRABD2B	0.0019509
ELOVL5	0.020837
DNAJC13	0.0013397
TRNAU1AP	0.0057852
EPHA3	0.018074
ZBTB7A	0.0029915
KCNQ4	0.03513
FAM19A1	0.00058721
BACH1	0.0055889
CD40LG	0.042771
ANAPC13	0.00051362
TNRC6A	0.021769
SDCCAG8	0.025831
NECAP2	0.036244
THSD4	4.06e-06
MLX	0.016674
JMJD8	0.044694
RCOR1	0.0156
ADCYAP1R1	0.0024155
RBSN	0.0018708
NFASC	0.029158
MKLN1	0.019316
SOX5	0.004307
TEC	0.046864
CSNK1A1	0.02853
DICER1	0.0048562
atg2b	0.029542
SYCP3	0.0012037
AKAP9	0.04607
PDS5B	7.32e-05
LIMD1	0.0017049
DNAJC24	0.026957
AHSP	0.047013
MAF	0.0092597
TMSB4Y	0.0024412
YWHAH	0.036476
PDE7B	0.0053227
GGA1	0.011354
GNL1	0.00034984
RUFY2	5.67e-07
ZNF100	0.036489
NKAPL	0.00014688
RANBP17	0.022669
PARD6B	7.05e-05
GALT	0.0015931
ARHGEF2	0.023165
HADHB	0.012309
TRPC4	0.011286
CTBP1	0.023403
GREM2	9.67e-05
HECTD2	1.8e-05
AKAP5	0.013468
SEC11A	0.039337
WBP2NL	0.00041008
KHNYN	0.041787
NDST2	0.024743
USPL1	0.010404
MAP3K1	0.039258
MLXIP	0.020678
ZNF441	0.005576
RBM17	0.0060447
AFF4	0.014344
RAP2A	0.013628
ZDHHC17	0.014371
OTUD4	0.0055293
BRK1	0.046584
SEC24C	0.044945
PTPN18	0.048943
TRDMT1	0.00017236
c18orf8	0.00026767
CSF2	0.017592
acsbg1	0.0022753
MADD	0.028479
SMG6	0.0012775
ARIH2	0.012469
MGAT3	0.010175
JMJD6	0.027309
DPP7	0.045075
URM1	0.0098593
MAOB	5.56e-07
KMT2D	0.024909
DCAF1	0.0089028
SRSF3	0.011742
UBQLNL	0.0056247
Cfap43	0.0062048
ALG2	0.0024155
Btbd18	0.0024067
SPAG8	0.011624
AHCYL1	0.018246
SAMD4A	0.010363
EPOR	0.0054704
PSMD9	0.0034541
ASZ1	4.9e-08
lrch4	0.015413
NHLRC2	1.98e-05
KCMF1	0.036444
FAM53B	0.0024661
OS9	0.026098
c15orf59	0.022687
MTRF1L	0.00051777
MLLT1	0.0017234
SRSF11	0.033685
METTL2B	0.04229
CNST	0.038493
ZNF143	0.039111
LNPEP	0.001067
RPL34	8.35e-05
PBRM1	0.0013333
PHAX	0.03269
slc22a5	0.0053248
YTHDC1	3.43e-05
FUBP1	0.034492
KRT27	0.00015082
ASB1	0.011923
ATP1B2	0.0059788
LRP1	0.0020984
SMPD1	0.0079929
LARP7	0.006495
TBX3	0.0017234
DNPEP	0.010894
CHADL	0.0030153
znf347	0.016891
CBLN4	0.037139
ZNF148	0.039005
CDC26	0.034893
ZNF583	2.91e-05
NIT1	0.0085451
OSGIN2	0.0174
ZXDC	0.016247
DCP2	0.0038951
TOP2B	0.049365
WDR1	0.025932
BCLAF1	0.013958
RFX3	0.032319
LRRK1	0.0088877
MAVS	0.049337
CYB5R1	0.00094391
PCCA	0.0012435
CDC14A	0.00065212
FKRP	0.022735
ANO2	5.74e-07
SFMBT2	0.049366
BLOC1S6	0.038634
MLLT6	0.0080851
SZT2	0.000949
CCDC94	0.022686
GNRH1	0.0084464
SLC25A27	0.0067167
RFX1	0.010433
LSM3	0.0012193
NQO2	0.030613
CNTLN	0.024551
prdm4	0.0087401
cyp2b6	7.1e-05
MED7	0.0045563
TRIM61	0.0012109
ZCWPW1	0.0047058
PPP2R2A	0.0065564
WWP2	9.81e-05
SAFB2	0.0083119
STXBP2	0.047022
USP24	0.0074886
NEK1	0.015905
DCTN4	0.0059054
ADI1	0.031337
BVES	0.016049
ULK4	0.00062385
PTAR1	0.029567
LRPAP1	0.018304
ABCD4	0.00014885
ZBTB46	0.0049913
CNPY3	0.010718
IKBKAP	0.0045252
COMMD9	0.031109
ATF4	0.023248
ODF2L	0.020999
MRNIP	0.0052722
STIM1	0.0012707
RB1	0.025798
CACFD1	0.0036556
ALG13	0.033204
GPR85	0.015755
EEF1A1	2.13e-10
KCNJ5	0.0019063
WNT9A	0.0059697
ARL2	0.03232
MIER3	0.012635
ZNF365	0.0087003
ITPR3	0.0073353
SPRY3	0.0015179
NPHP4	0.0014707
KLC1	0.0049358
RUFY1	2.89e-06
CSNK2A2	0.018927
LDHD	0.007013
ZNF140	0.044754
PDCL	0.0033974
PSEN2	0.030448
MORF4L1	0.031523
ZNF354C	0.00067286
ZSWIM8	0.0039506
GPS2	0.040215
PAIP2	0.0062954
PDCD4	0.0058789
CACNB4	0.00018188
THAP11	0.016855
UPF3A	0.011948
LINC01420	0.027576
CFAP157	0.026217
MYOM1	0.043868
GNG10	0.02957
PDE5A	2.12e-08
PPP1R1C	0.017155
TUBGCP6	0.00037367
INTS10	0.0065158
PFDN1	0.0076602
ARPC5	0.007354
TNIP2	0.0087358
CWH43	0.048102
PCGF2	0.043859
HDAC11	0.011634
FOXJ2	3.29e-05
EPB41L1	0.033795
AKAP17A	0.0085322
MAATS1	0.00051498
CUL1	0.0057216
MON2	0.0019913
DDAH1	0.0002966
H6PD	0.00059657
TRIP4	0.034623
ZNF717	0.00057062
TRIM26	0.0043246
SPIDR	0.00063529
CDIPT	0.0047148
FBXW8	0.00012138
FAM126B	0.034665
GRK6	0.0041367
FOXN3	0.00024235
BRSK1	0.044636
znf91	0.0014054
ASPRV1	0.0066789
CSF1	0.0079614
ZNF175	0.00016059
SNX17	0.01361
ACTB	0.00022289
znf541	0.0086089
DMD	1.3e-06
PRR5L	0.0012091
RCL1	0.0011071
EML3	0.016595
USP32	0.036108
ACTR1B	0.0099286
ATP6V0A1	0.018592
NRXN3	0.030453
ERBIN	0.0095406
TBC1D9B	0.0031073
ZNF354B	0.044444
LILRA5	0.00016973
DACT3	0.006776
FAM161B	0.0025594
cpeb3	2.69e-05
PPP2R5B	0.0014201
TNNT2	0.00041201
STX8	2.13e-05
CDADC1	0.0030266
RFC1	0.012098
EPB41L4A	6.75e-05
SIGLEC6	4.24e-06
SCPEP1	0.01215
FRA10AC1	0.00011977
TEX10	0.028908
UBR3	0.00023943
USP7	0.0025369
EIF3F	6.51e-05
PTGDR	0.00013809
PIGB	0.024262
KCND3	0.0035271
ube2d4	0.0044612
alpk1	0.011614
SCN2B	0.00016634
ZMYM6	6.05e-05
FBXO31	0.0033861
SKIV2L2	0.0016263
VCPIP1	0.00037437
NDUFS4	0.00056815
RPL11	0.00043427
TOLLIP	0.00039455
c16orf52	0.00046343
NAV3	0.00013415
plekhb2	0.00076487
ASB8	0.0046725
TTN	2.01e-08
NHLRC3	0.014863
ZNF510	0.023776
BUD13	0.021491
DIAPH1	0.00067897
POMT1	0.016933
ZNF506	0.013779
nme8	0.00045711
INPP5B	0.00034224
WAC	9.6e-06
AP1M1	0.03914
PPA1	0.049971
KPNA3	0.024749
TOE1	0.0019599
RRN3P1	0.00081269
SMC5	0.017994
ZNF548	0.0015171
SCML4	0.0026253
CEP44	0.012727
TTC1	0.0018589
ZNF394	5.16e-05
alas2	0.0072884
NAA16	0.018799
SURF1	0.0039991
HOXB6	0.022525
CLEC1B	0.000833
FGD2	0.0027539
DHDH	0.0065167
ZNF655	0.017864
ENPP6	6.21e-06
OAZ1	0.00037792
SGF29	0.0021371
SLC35B4	0.02578
PRDM2	6.66e-05
ARMC8	0.023265
DOCK5	0.018289
TBXA2R	3.58e-05
CAMK2G	0.0050115
RSAD1	0.020784
TRAPPC6B	0.023852
MON1B	0.0032096
ZNF493	0.033381
CCDC53	0.029399
CSDC2	0.01665
MAPK3	0.0063067
B3GALT4	0.00031593
FGFR1	0.038128
PLEKHM1	0.00030206
WDR20	0.00024416
XCL1	0.038844
EIF3A	0.001831
DMAP1	0.028941
WDR81	0.0040534
UBR2	9.97e-06
BLOC1S2	0.016453
RNF112	2.18e-05
KCTD2	1.5e-05
ZNF671	0.0081823
HSPA1L	0.0011298
ANXA7	0.0055433
F11	3.22e-15
AK6	0.022777
RBM3	0.035999
TBC1D5	0.012735
LIMS1	0.0068576
SF3A1	6.77e-05
AAR2	0.00015449
COQ10B	0.00022962
PYGM	0.0010136
CACNA2D4	2.69e-05
TGFBR1	0.0056409
ZNF689	0.014324
TBC1D14	0.0054507
PLEKHA4	0.023641
TEX264	0.0059754
MPST	0.033966
MIER2	0.0011782
ADAP1	0.039957
PIEZO2	9.18e-10
WWP1	0.04039
SELENOT	0.035211
DNAJC1	0.0096588
DTWD1	1.63e-09
TRIM41	0.0088557
SOCS5	0.036359
XPO4	0.0044548
GPR157	0.029321
ABL2	0.026228
INO80C	0.0039575
spryd3	0.0019034
MAK16	0.043769
ZNF654	0.0019379
YPEL3	0.023386
CMTM6	2.19e-05
SFRP5	0.0086957
RHBDF1	0.0045651
FLT3	0.0085972
DPYS	0.003447
TARDBP	0.014827
PPM1K	1.32e-05
ANKRD11	0.0014423
CDC37	0.024699
MZF1	0.001874
kat8	0.00067249
CAMK2D	0.0056856
DNAJB12	7.81e-06
GAS8	0.001254
DYNC1LI2	0.00046066
GARNL3	9.49e-07
TLN1	0.00016914
TPM1	0.0409
SAP30L	6.06e-10
THAP1	0.048906
WDFY2	0.0088266
RSU1	5.41e-11
DUSP26	0.042346
AFF1	7.66e-06
MED26	0.00012344
NTRK3	2.66e-07
MARCH3	0.044239
EZH1	3.01e-09
RBBP6	0.00034568
TRIB1	0.00039724
ANKHD1	0.00053071
PRKAR2A	3.95e-05
TFE3	4.13e-06
CCNI	0.00061153
TRIM58	4.95e-05
STXBP3	0.0021131
TSEN2	0.0061322
ALDH5A1	0.022524
Cyp1a2	0.012516
DIS3L	0.014016
GLUD2	0.0044244
ZBTB48	0.035382
STAB1	0.0077134
ARL8A	0.001394
SMAD4	5.67e-05
MYH9	0.019822
UBE4A	0.0028813
STRIP1	0.00033096
CLEC16A	4.3e-05
DRC7	0.011173
GFOD2	7.3e-05
PPM1B	0.0045929
UFM1	0.003186
RNF123	0.002558
NPY5R	1.29e-05
znf268	0.0064757
FBXO11	0.015593
STK4	0.00073829
DDX24	0.0018332
DNAJC8	6.08e-06
SYTL4	0.0039458
BIRC2	0.014734
FAM111A	8.9e-05
PECR	0.0010517
GALK2	0.001137
ALDH8A1	0.015545
SIK1	0.04688
TRAPPC8	0.001408
rfxap	0.00031784
ARAF	3.35e-05
SCAF4	0.0051924
NEMF	0.006954
GALNT16	0.0011279
PPP1R7	7.66e-05
HMGN5	0.024084
DYDC1	0.0019577
tmem120a	0.028306
BRD7	3.71e-05
RBM22	0.0083649
EEA1	0.005853
RABGAP1L	0.0036683
NUP214	2.6e-05
CARF	0.00029264
ZNF805	0.0080336
SNX4	0.016
PSMF1	0.00014211
PIK3C3	6.8e-09
gcnt2	0.028237
CLN3	0.010146
USP9X	0.0013353
SSH2	2.83e-09
ATXN10	0.0014051
ANKFY1	3.38e-08
TBC1D13	0.0030438
PRPF8	0.0045012
IBA57	1.52e-05
CDKN2AIP	0.021116
FUNDC2	3.56e-06
AIMP1	0.016717
TMEM50A	0.0032495
FKBP15	4.17e-08
TM2D3	0.0023426
ACPP	0.0083048
MRPS14	0.0010348
IDS	0.0045227
